dst_region,year,asset,region,technology,installed,capacity
Central,2035,17,Central,BIO,2020,2.29140000000
Central,2035,19,Central,CC_GAS,2020,77.11810000000
Central,2035,21,Central,HYD_LS,2020,18.85220000000
Central,2035,22,Central,OC_GAS,2020,23.39400000000
Central,2035,23,Central,OC_OIL,2020,0.54180000000
Central,2035,24,Central,ON_WIND,2020,0.41690000000
Central,2035,25,Central,PV_GND,2020,1.34600000000
Central,2035,26,Central,PV_SSG,2020,15.16090000000
Central,2040,17,Central,BIO,2020,2.12300000000
Central,2040,19,Central,CC_GAS,2020,77.11810000000
Central,2040,21,Central,HYD_LS,2020,18.85220000000
Central,2040,22,Central,OC_GAS,2020,17.68980000000
Central,2040,23,Central,OC_OIL,2020,0.37840000000
Central,2040,25,Central,PV_GND,2020,1.34600000000
Central,2040,26,Central,PV_SSG,2020,15.16090000000
Central,2044,17,Central,BIO,2020,0.42460000000
Central,2044,19,Central,CC_GAS,2020,77.11810000000
Central,2044,21,Central,HYD_LS,2020,18.85220000000
Central,2044,22,Central,OC_GAS,2020,3.59350000000
Central,2044,23,Central,OC_OIL,2020,0.07570000000
Central,2044,25,Central,PV_GND,2020,0.26920000000
Central,2044,26,Central,PV_SSG,2020,6.15400000000
Central,2045,19,Central,CC_GAS,2020,77.11810000000
Central,2045,21,Central,HYD_LS,2020,18.85220000000
Central,2045,22,Central,OC_GAS,2020,0.06940000000
Central,2045,26,Central,PV_SSG,2020,3.90230000000
Central,2049,19,Central,CC_GAS,2020,44.01740000000
Central,2049,21,Central,HYD_LS,2020,4.11860000000
Central,2049,22,Central,OC_GAS,2020,0.01390000000
Central,2049,26,Central,PV_SSG,2020,0.78050000000
Central,2050,19,Central,CC_GAS,2020,35.74230000000
Central,2050,21,Central,HYD_LS,2020,0.43520000000
Central,2054,19,Central,CC_GAS,2020,30.63620000000
Central,2054,21,Central,HYD_LS,2020,0.37300000000
Central,2055,19,Central,CC_GAS,2020,29.35970000000
Central,2055,21,Central,HYD_LS,2020,0.35750000000
Central,2059,19,Central,CC_GAS,2020,24.25370000000
Central,2059,21,Central,HYD_LS,2020,0.29530000000
Central,2060,19,Central,CC_GAS,2020,22.97720000000
Central,2060,21,Central,HYD_LS,2020,0.27980000000
Central,2064,19,Central,CC_GAS,2020,17.87110000000
Central,2064,21,Central,HYD_LS,2020,0.21760000000
Central,2065,19,Central,CC_GAS,2020,17.87110000000
Central,2065,21,Central,HYD_LS,2020,0.21760000000
Central,2069,19,Central,CC_GAS,2020,17.87110000000
Central,2069,21,Central,HYD_LS,2020,0.21760000000
Central,2070,19,Central,CC_GAS,2020,17.87110000000
Central,2070,21,Central,HYD_LS,2020,0.21760000000
Central,2074,19,Central,CC_GAS,2020,17.87110000000
Central,2074,21,Central,HYD_LS,2020,0.21760000000
Central,2075,19,Central,CC_GAS,2020,17.87110000000
Central,2075,21,Central,HYD_LS,2020,0.21760000000
Central,2079,19,Central,CC_GAS,2020,17.87110000000
Central,2079,21,Central,HYD_LS,2020,0.21760000000
Central,2080,19,Central,CC_GAS,2020,17.87110000000
Central,2080,21,Central,HYD_LS,2020,0.21760000000
Central,2084,19,Central,CC_GAS,2020,17.87110000000
Central,2084,21,Central,HYD_LS,2020,0.21760000000
Central,2085,19,Central,CC_GAS,2020,17.87110000000
Central,2085,21,Central,HYD_LS,2020,0.21760000000
Central,2089,19,Central,CC_GAS,2020,17.87110000000
Central,2089,21,Central,HYD_LS,2020,0.21760000000
Central,2090,19,Central,CC_GAS,2020,17.87110000000
Central,2090,21,Central,HYD_LS,2020,0.21760000000
Central,2094,19,Central,CC_GAS,2020,17.87110000000
Central,2094,21,Central,HYD_LS,2020,0.21760000000
Central,2095,19,Central,CC_GAS,2020,17.87110000000
Central,2095,21,Central,HYD_LS,2020,0.21760000000
Central,2099,19,Central,CC_GAS,2020,17.87110000000
Central,2099,21,Central,HYD_LS,2020,0.21760000000
Central,2100,19,Central,CC_GAS,2020,17.87110000000
Central,2100,21,Central,HYD_LS,2020,0.21760000000
Eastern,2035,27,Eastern,BIO,2020,15.18460000000
Eastern,2035,29,Eastern,CC_GAS,2020,97.26770000000
Eastern,2035,32,Eastern,HYD_LS,2020,82.48560000000
Eastern,2035,33,Eastern,NUCL,2020,103.05960000000
Eastern,2035,34,Eastern,OC_GAS,2020,20.17990000000
Eastern,2035,35,Eastern,OC_OIL,2020,0.94990000000
Eastern,2035,36,Eastern,ON_WIND,2020,167.41960000000
Eastern,2035,38,Eastern,PV_GND,2020,27.80210000000
Eastern,2035,40,Eastern,PV_SSG,2020,9.75950000000
Eastern,2040,27,Eastern,BIO,2020,11.33910000000
Eastern,2040,29,Eastern,CC_GAS,2020,57.91080000000
Eastern,2040,32,Eastern,HYD_LS,2020,18.15210000000
Eastern,2040,33,Eastern,NUCL,2020,103.05960000000
Eastern,2040,34,Eastern,OC_GAS,2020,14.90830000000
Eastern,2040,35,Eastern,OC_OIL,2020,0.41380000000
Eastern,2040,36,Eastern,ON_WIND,2020,54.19270000000
Eastern,2040,38,Eastern,PV_GND,2020,27.80210000000
Eastern,2040,40,Eastern,PV_SSG,2020,9.75950000000
Eastern,2044,27,Eastern,BIO,2020,2.26780000000
Eastern,2044,29,Eastern,CC_GAS,2020,51.95680000000
Eastern,2044,32,Eastern,HYD_LS,2020,17.59560000000
Eastern,2044,33,Eastern,NUCL,2020,103.05960000000
Eastern,2044,34,Eastern,OC_GAS,2020,2.98170000000
Eastern,2044,35,Eastern,OC_OIL,2020,0.08280000000
Eastern,2044,36,Eastern,ON_WIND,2020,22.22930000000
Eastern,2044,38,Eastern,PV_GND,2020,27.80210000000
Eastern,2044,40,Eastern,PV_SSG,2020,4.75860000000
Eastern,2045,29,Eastern,CC_GAS,2020,50.46830000000
Eastern,2045,32,Eastern,HYD_LS,2020,17.45640000000
Eastern,2045,33,Eastern,NUCL,2020,103.05960000000
Eastern,2045,36,Eastern,ON_WIND,2020,14.23850000000
Eastern,2045,38,Eastern,PV_GND,2020,27.80210000000
Eastern,2045,40,Eastern,PV_SSG,2020,3.50840000000
Eastern,2049,29,Eastern,CC_GAS,2020,10.09370000000
Eastern,2049,32,Eastern,HYD_LS,2020,17.39290000000
Eastern,2049,33,Eastern,NUCL,2020,103.05960000000
Eastern,2049,36,Eastern,ON_WIND,2020,2.84770000000
Eastern,2049,38,Eastern,PV_GND,2020,5.56040000000
Eastern,2049,40,Eastern,PV_SSG,2020,0.70170000000
Eastern,2050,32,Eastern,HYD_LS,2020,17.37700000000
Eastern,2050,33,Eastern,NUCL,2020,103.05960000000
Eastern,2054,32,Eastern,HYD_LS,2020,14.89450000000
Eastern,2054,33,Eastern,NUCL,2020,88.33680000000
Eastern,2055,32,Eastern,HYD_LS,2020,14.27390000000
Eastern,2055,33,Eastern,NUCL,2020,84.65610000000
Eastern,2059,32,Eastern,HYD_LS,2020,11.79150000000
Eastern,2059,33,Eastern,NUCL,2020,69.93330000000
Eastern,2060,32,Eastern,HYD_LS,2020,11.17090000000
Eastern,2060,33,Eastern,NUCL,2020,66.25260000000
Eastern,2064,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2064,33,Eastern,NUCL,2020,51.52980000000
Eastern,2065,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2065,33,Eastern,NUCL,2020,51.52980000000
Eastern,2069,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2069,33,Eastern,NUCL,2020,51.52980000000
Eastern,2070,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2070,33,Eastern,NUCL,2020,51.52980000000
Eastern,2074,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2074,33,Eastern,NUCL,2020,51.52980000000
Eastern,2075,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2075,33,Eastern,NUCL,2020,51.52980000000
Eastern,2079,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2079,33,Eastern,NUCL,2020,51.52980000000
Eastern,2080,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2080,33,Eastern,NUCL,2020,51.52980000000
Eastern,2084,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2084,33,Eastern,NUCL,2020,51.52980000000
Eastern,2085,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2085,33,Eastern,NUCL,2020,51.52980000000
Eastern,2089,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2089,33,Eastern,NUCL,2020,51.52980000000
Eastern,2090,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2090,33,Eastern,NUCL,2020,51.52980000000
Eastern,2094,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2094,33,Eastern,NUCL,2020,51.52980000000
Eastern,2095,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2095,33,Eastern,NUCL,2020,51.52980000000
Eastern,2099,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2099,33,Eastern,NUCL,2020,51.52980000000
Eastern,2100,32,Eastern,HYD_LS,2020,8.68850000000
Eastern,2100,33,Eastern,NUCL,2020,51.52980000000
Western,2035,89,Western,BIO,2020,7.39460000000
Western,2035,91,Western,CC_GAS,2020,157.42960000000
Western,2035,95,Western,GEOTH,2020,3.27970000000
Western,2035,96,Western,HYD_LS,2020,177.25940000000
Western,2035,98,Western,OC_GAS,2020,32.38430000000
