asset,year,region,installed,technology,capacity
0,2025,BajaCalif,2020,gassupply1,12042.33320000000
0,2030,BajaCalif,2020,gassupply1,12042.33320000000
0,2035,BajaCalif,2020,gassupply1,12042.33320000000
0,2040,BajaCalif,2020,gassupply1,12042.33320000000
0,2045,BajaCalif,2020,gassupply1,12042.33320000000
0,2050,BajaCalif,2020,gassupply1,12042.33320000000
0,2059,BajaCalif,2020,gassupply1,2042.33320000000
1,2030,BajaCalif,2025,gassupply1,1534.03230000000
1,2035,BajaCalif,2025,gassupply1,1534.03230000000
1,2040,BajaCalif,2025,gassupply1,1534.03230000000
1,2045,BajaCalif,2025,gassupply1,1534.03230000000
1,2050,BajaCalif,2025,gassupply1,1534.03230000000
1,2059,BajaCalif,2025,gassupply1,1534.03230000000
1,2060,BajaCalif,2025,gassupply1,1534.03230000000
1,2064,BajaCalif,2025,gassupply1,1534.03230000000
2,2025,BajaCalifSouth,2020,gassupply1,12042.33320000000
2,2030,BajaCalifSouth,2020,gassupply1,12042.33320000000
2,2035,BajaCalifSouth,2020,gassupply1,12042.33320000000
2,2040,BajaCalifSouth,2020,gassupply1,12042.33320000000
2,2045,BajaCalifSouth,2020,gassupply1,12042.33320000000
2,2050,BajaCalifSouth,2020,gassupply1,12042.33320000000
2,2059,BajaCalifSouth,2020,gassupply1,2042.33320000000
3,2030,BajaCalifSouth,2025,gassupply1,1534.03230000000
3,2035,BajaCalifSouth,2025,gassupply1,1534.03230000000
3,2040,BajaCalifSouth,2025,gassupply1,1534.03230000000
3,2045,BajaCalifSouth,2025,gassupply1,1534.03230000000
3,2050,BajaCalifSouth,2025,gassupply1,1534.03230000000
3,2059,BajaCalifSouth,2025,gassupply1,1534.03230000000
3,2060,BajaCalifSouth,2025,gassupply1,1534.03230000000
3,2064,BajaCalifSouth,2025,gassupply1,1534.03230000000
4,2025,Central,2020,gassupply1,12042.33320000000
4,2030,Central,2020,gassupply1,12042.33320000000
4,2035,Central,2020,gassupply1,12042.33320000000
4,2040,Central,2020,gassupply1,12042.33320000000
4,2045,Central,2020,gassupply1,12042.33320000000
4,2050,Central,2020,gassupply1,12042.33320000000
4,2059,Central,2020,gassupply1,2042.33320000000
5,2030,Central,2025,gassupply1,1534.03230000000
5,2035,Central,2025,gassupply1,1534.03230000000
5,2040,Central,2025,gassupply1,1534.03230000000
5,2045,Central,2025,gassupply1,1534.03230000000
5,2050,Central,2025,gassupply1,1534.03230000000
5,2059,Central,2025,gassupply1,1534.03230000000
5,2060,Central,2025,gassupply1,1534.03230000000
5,2064,Central,2025,gassupply1,1534.03230000000
6,2025,Eastern,2020,gassupply1,12042.33320000000
6,2030,Eastern,2020,gassupply1,12042.33320000000
6,2035,Eastern,2020,gassupply1,12042.33320000000
6,2040,Eastern,2020,gassupply1,12042.33320000000
6,2045,Eastern,2020,gassupply1,12042.33320000000
6,2050,Eastern,2020,gassupply1,12042.33320000000
6,2059,Eastern,2020,gassupply1,2042.33320000000
7,2030,Eastern,2025,gassupply1,1534.03230000000
7,2035,Eastern,2025,gassupply1,1534.03230000000
7,2040,Eastern,2025,gassupply1,1534.03230000000
7,2045,Eastern,2025,gassupply1,1534.03230000000
7,2050,Eastern,2025,gassupply1,1534.03230000000
7,2059,Eastern,2025,gassupply1,1534.03230000000
7,2060,Eastern,2025,gassupply1,1534.03230000000
7,2064,Eastern,2025,gassupply1,1534.03230000000
8,2025,North,2020,gassupply1,12042.33320000000
8,2030,North,2020,gassupply1,12042.33320000000
8,2035,North,2020,gassupply1,12042.33320000000
8,2040,North,2020,gassupply1,12042.33320000000
8,2045,North,2020,gassupply1,12042.33320000000
8,2050,North,2020,gassupply1,12042.33320000000
8,2059,North,2020,gassupply1,2042.33320000000
9,2030,North,2025,gassupply1,1534.03230000000
9,2035,North,2025,gassupply1,1534.03230000000
9,2040,North,2025,gassupply1,1534.03230000000
9,2045,North,2025,gassupply1,1534.03230000000
9,2050,North,2025,gassupply1,1534.03230000000
9,2059,North,2025,gassupply1,1534.03230000000
9,2060,North,2025,gassupply1,1534.03230000000
9,2064,North,2025,gassupply1,1534.03230000000
10,2025,Northeast,2020,gassupply1,12042.33320000000
10,2030,Northeast,2020,gassupply1,12042.33320000000
10,2035,Northeast,2020,gassupply1,12042.33320000000
10,2040,Northeast,2020,gassupply1,12042.33320000000
10,2045,Northeast,2020,gassupply1,12042.33320000000
10,2050,Northeast,2020,gassupply1,12042.33320000000
10,2059,Northeast,2020,gassupply1,2042.33320000000
11,2030,Northeast,2025,gassupply1,1534.03230000000
11,2035,Northeast,2025,gassupply1,1534.03230000000
11,2040,Northeast,2025,gassupply1,1534.03230000000
11,2045,Northeast,2025,gassupply1,1534.03230000000
11,2050,Northeast,2025,gassupply1,1534.03230000000
11,2059,Northeast,2025,gassupply1,1534.03230000000
11,2060,Northeast,2025,gassupply1,1534.03230000000
11,2064,Northeast,2025,gassupply1,1534.03230000000
12,2025,Northwest,2020,gassupply1,12042.33320000000
12,2030,Northwest,2020,gassupply1,12042.33320000000
12,2035,Northwest,2020,gassupply1,12042.33320000000
12,2040,Northwest,2020,gassupply1,12042.33320000000
12,2045,Northwest,2020,gassupply1,12042.33320000000
12,2050,Northwest,2020,gassupply1,12042.33320000000
12,2059,Northwest,2020,gassupply1,2042.33320000000
13,2030,Northwest,2025,gassupply1,1534.03230000000
13,2035,Northwest,2025,gassupply1,1534.03230000000
13,2040,Northwest,2025,gassupply1,1534.03230000000
13,2045,Northwest,2025,gassupply1,1534.03230000000
13,2050,Northwest,2025,gassupply1,1534.03230000000
13,2059,Northwest,2025,gassupply1,1534.03230000000
13,2060,Northwest,2025,gassupply1,1534.03230000000
13,2064,Northwest,2025,gassupply1,1534.03230000000
14,2025,Peninsular,2020,gassupply1,12042.33320000000
14,2030,Peninsular,2020,gassupply1,12042.33320000000
14,2035,Peninsular,2020,gassupply1,12042.33320000000
14,2040,Peninsular,2020,gassupply1,12042.33320000000
14,2045,Peninsular,2020,gassupply1,12042.33320000000
14,2050,Peninsular,2020,gassupply1,12042.33320000000
14,2059,Peninsular,2020,gassupply1,2042.33320000000
15,2030,Peninsular,2025,gassupply1,1534.03230000000
15,2035,Peninsular,2025,gassupply1,1534.03230000000
15,2040,Peninsular,2025,gassupply1,1534.03230000000
15,2045,Peninsular,2025,gassupply1,1534.03230000000
15,2050,Peninsular,2025,gassupply1,1534.03230000000
15,2059,Peninsular,2025,gassupply1,1534.03230000000
15,2060,Peninsular,2025,gassupply1,1534.03230000000
15,2064,Peninsular,2025,gassupply1,1534.03230000000
16,2025,Western,2020,gassupply1,12042.33320000000
16,2030,Western,2020,gassupply1,12042.33320000000
16,2035,Western,2020,gassupply1,12042.33320000000
16,2040,Western,2020,gassupply1,12042.33320000000
16,2045,Western,2020,gassupply1,12042.33320000000
16,2050,Western,2020,gassupply1,12042.33320000000
