ProcessName,RegionName,Time,Level,cap_par,cap_exp,fix_par,fix_exp,var_par,var_exp,MaxCapacityAddition,MaxCapacityGrowth,TotalCapacityLimit,TechnicalLife,UtilizationFactor,ScalingSize,efficiency,InterestRate,Type,Fuel,EndUse,Agent2,Agent1
Unit,-,Year,-,MUS$2010/PJ_a,-,MUS$2010/PJ,-,MUS$2010/PJ,-,PJ,%,PJ,Years,-,PJ,%,-,-,-,-,Retrofit,New
cars_gsl,Central,2020,fixed,3.9,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,diesel,cars,1,0
cars_hyd,Central,2020,fixed,3.8,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,hydrogen,cars,1,0
cars_gsl,Eastern,2020,fixed,3.9,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,diesel,cars,1,0
cars_hyd,Eastern,2020,fixed,3.8,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,hydrogen,cars,1,0
cars_gsl,Western,2020,fixed,3.9,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,diesel,cars,1,0
cars_hyd,Western,2020,fixed,3.8,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,hydrogen,cars,1,0
cars_gsl,Northwest,2020,fixed,3.9,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,diesel,cars,1,0
cars_hyd,Northwest,2020,fixed,3.8,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,hydrogen,cars,1,0
cars_gsl,North,2020,fixed,3.9,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,diesel,cars,1,0
cars_hyd,North,2020,fixed,3.8,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,hydrogen,cars,1,0
cars_gsl,Northeast,2020,fixed,3.9,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,diesel,cars,1,0
cars_hyd,Northeast,2020,fixed,3.8,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,hydrogen,cars,1,0
cars_gsl,BajaCalif,2020,fixed,3.9,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,diesel,cars,1,0
cars_hyd,BajaCalif,2020,fixed,3.8,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,hydrogen,cars,1,0
cars_gsl,BajaCalifSouth,2020,fixed,3.9,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,diesel,cars,1,0
cars_hyd,BajaCalifSouth,2020,fixed,3.8,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,hydrogen,cars,1,0
cars_gsl,Peninsular,2020,fixed,3.9,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,diesel,cars,1,0
cars_hyd,Peninsular,2020,fixed,3.8,1,0,1,0,1,10000,100,10000,10,1,0.00000189,100,0.1,energy,hydrogen,cars,1,0
