ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
Proc_Diesel,Central,PJ/y,100,75,50,25,0,0,0
Proc_ethanol,Central,PJ/y,100,75,50,25,0,0,0
Proc_hydrogen,Central,PJ/y,100,75,50,25,0,0,0
Proc_Diesel,Eastern,PJ/y,100,75,50,25,0,0,0
Proc_ethanol,Eastern,PJ/y,100,75,50,25,0,0,0
Proc_hydrogen,Eastern,PJ/y,100,75,50,25,0,0,0
Proc_Diesel,Western,PJ/y,100,75,50,25,0,0,0
Proc_ethanol,Western,PJ/y,100,75,50,25,0,0,0
Proc_hydrogen,Western,PJ/y,100,75,50,25,0,0,0
Proc_Diesel,Northwest,PJ/y,100,75,50,25,0,0,0
Proc_ethanol,Northwest,PJ/y,100,75,50,25,0,0,0
Proc_hydrogen,Northwest,PJ/y,100,75,50,25,0,0,0
Proc_Diesel,North,PJ/y,100,75,50,25,0,0,0
Proc_ethanol,North,PJ/y,100,75,50,25,0,0,0
Proc_hydrogen,North,PJ/y,100,75,50,25,0,0,0
Proc_Diesel,Northeast,PJ/y,100,75,50,25,0,0,0
Proc_ethanol,Northeast,PJ/y,100,75,50,25,0,0,0
Proc_hydrogen,Northeast,PJ/y,100,75,50,25,0,0,0
Proc_Diesel,BajaCalif,PJ/y,100,75,50,25,0,0,0
Proc_ethanol,BajaCalif,PJ/y,100,75,50,25,0,0,0
Proc_hydrogen,BajaCalif,PJ/y,100,75,50,25,0,0,0
Proc_Diesel,BajaCalifSouth,PJ/y,100,75,50,25,0,0,0
Proc_ethanol,BajaCalifSouth,PJ/y,100,75,50,25,0,0,0
Proc_hydrogen,BajaCalifSouth,PJ/y,100,75,50,25,0,0,0
Proc_Diesel,Peninsular,PJ/y,100,75,50,25,0,0,0
Proc_ethanol,Peninsular,PJ/y,100,75,50,25,0,0,0
Proc_hydrogen,Peninsular,PJ/y,100,75,50,25,0,0,0
