timeslice,commodity,asset,year,dst_region,technology,installed,month,day,hour,supply
0,electricity,0,2025,BajaCalif,GAS_GT,2020,all-year,all-week,night,15.93670000000
0,electricity,0,2030,BajaCalif,GAS_GT,2020,all-year,all-week,night,11.95350000000
0,electricity,1,2025,BajaCalif,GEOTH,2020,all-year,all-week,night,3.82650000000
0,electricity,1,2030,BajaCalif,GEOTH,2020,all-year,all-week,night,2.87010000000
0,electricity,2,2025,BajaCalif,OIL,2020,all-year,all-week,night,0.01260000000
0,electricity,2,2030,BajaCalif,OIL,2020,all-year,all-week,night,0.00940000000
0,electricity,3,2025,Central,PV_GND,2020,all-year,all-week,night,152.33910000000
0,electricity,3,2025,BajaCalif,PV_GND,2020,all-year,all-week,night,0.00720000000
0,electricity,3,2030,Central,PV_GND,2020,all-year,all-week,night,152.35170000000
0,electricity,3,2030,BajaCalif,PV_GND,2020,all-year,all-week,night,0.00540000000
0,electricity,4,2030,Central,PV_GND,2025,all-year,all-week,night,176.04750000000
0,electricity,5,2025,BajaCalif,WIND_ON,2020,all-year,all-week,night,0.01570000000
0,electricity,5,2030,BajaCalif,WIND_ON,2020,all-year,all-week,night,0.01180000000
0,electricity,6,2025,BajaCalifSouth,GAS_GT,2020,all-year,all-week,night,0.80070000000
0,electricity,6,2030,BajaCalifSouth,GAS_GT,2020,all-year,all-week,night,0.60060000000
0,electricity,7,2025,BajaCalifSouth,OIL,2020,all-year,all-week,night,2.99190000000
0,electricity,7,2030,BajaCalifSouth,OIL,2020,all-year,all-week,night,2.24410000000
0,electricity,8,2025,BajaCalifSouth,PV_GND,2020,all-year,all-week,night,278.41430000000
0,electricity,8,2030,BajaCalifSouth,PV_GND,2020,all-year,all-week,night,278.41620000000
0,electricity,9,2025,BajaCalifSouth,WIND_ON,2020,all-year,all-week,night,0.07870000000
0,electricity,9,2030,BajaCalifSouth,WIND_ON,2020,all-year,all-week,night,0.05910000000
0,electricity,10,2025,Central,BIO,2020,all-year,all-week,night,0.00390000000
0,electricity,10,2030,Central,BIO,2020,all-year,all-week,night,0.00300000000
0,electricity,12,2025,Central,GAS_GT,2020,all-year,all-week,night,29.59870000000
0,electricity,12,2025,Eastern,GAS_GT,2020,all-year,all-week,night,8.02010000000
0,electricity,12,2025,Western,GAS_GT,2020,all-year,all-week,night,9.58750000000
0,electricity,12,2030,Central,GAS_GT,2020,all-year,all-week,night,22.20090000000
