asset,year,dst_region,region,technology,installed,capacity
0,2045,BajaCalif,BajaCalif,CC_GAS,2020,42.23990000000
0,2049,BajaCalif,BajaCalif,CC_GAS,2020,8.44800000000
2,2045,BajaCalif,BajaCalif,OC_GAS,2020,4.46550000000
2,2049,BajaCalif,BajaCalif,OC_GAS,2020,0.89310000000
7,2045,BajaCalif,BajaCalif,PV_SSG,2020,1.65170000000
7,2049,BajaCalif,BajaCalif,PV_SSG,2020,0.33030000000
12,2045,BajaCalifSouth,BajaCalifSouth,PV_SSG,2020,0.00030000000
12,2049,BajaCalifSouth,BajaCalifSouth,PV_SSG,2020,0.00010000000
15,2045,Central,Central,CC_GAS,2020,77.11810000000
15,2049,Central,Central,CC_GAS,2020,44.01740000000
15,2050,Central,Central,CC_GAS,2020,35.74230000000
15,2054,Central,Central,CC_GAS,2020,19.85680000000
15,2055,Central,Central,CC_GAS,2020,15.88550000000
18,2045,Central,Central,HYD_LS,2020,18.85220000000
18,2049,Central,Central,HYD_LS,2020,4.11860000000
18,2050,Central,Central,HYD_LS,2020,0.43520000000
18,2054,Central,Central,HYD_LS,2020,0.24180000000
18,2055,Central,Central,HYD_LS,2020,0.19340000000
19,2045,Central,Central,OC_GAS,2020,0.06940000000
19,2049,Central,Central,OC_GAS,2020,0.01390000000
20,2045,Central,Central,PV_SSG,2020,3.90230000000
20,2049,Central,Central,PV_SSG,2020,0.78050000000
23,2045,Eastern,Eastern,CC_GAS,2020,50.46830000000
23,2049,Eastern,Eastern,CC_GAS,2020,10.09370000000
26,2045,Eastern,Eastern,HYD_LS,2020,17.45640000000
26,2049,Eastern,Eastern,HYD_LS,2020,17.39290000000
26,2050,Eastern,Eastern,HYD_LS,2020,17.37700000000
26,2054,Eastern,Eastern,HYD_LS,2020,9.65390000000
26,2055,Eastern,Eastern,HYD_LS,2020,7.72310000000
28,2045,Eastern,Eastern,NUCL,2020,103.05960000000
28,2049,Eastern,Eastern,NUCL,2020,103.05960000000
28,2050,Eastern,Eastern,NUCL,2020,103.05960000000
28,2054,Eastern,Eastern,NUCL,2020,57.25540000000
28,2055,Eastern,Eastern,NUCL,2020,45.80430000000
30,2045,Eastern,Eastern,ON_WIND,2020,14.23850000000
30,2049,Eastern,Eastern,ON_WIND,2020,2.84770000000
32,2045,Eastern,Eastern,PV_GND,2020,27.80210000000
32,2049,Eastern,Eastern,PV_GND,2020,5.56040000000
34,2045,Eastern,Eastern,PV_SSG,2020,3.50840000000
34,2049,Eastern,Eastern,PV_SSG,2020,0.70170000000
36,2045,North,North,CC_GAS,2020,61.17290000000
36,2049,North,North,CC_GAS,2020,61.17290000000
36,2050,North,North,CC_GAS,2020,61.17290000000
36,2054,North,North,CC_GAS,2020,33.98490000000
36,2055,North,North,CC_GAS,2020,27.18800000000
37,2045,North,North,COAL,2020,4.09970000000
37,2049,North,North,COAL,2020,0.81990000000
42,2045,North,North,HYD_LS,2020,1.24440000000
42,2049,North,North,HYD_LS,2020,1.24440000000
42,2050,North,North,HYD_LS,2020,1.24440000000
42,2054,North,North,HYD_LS,2020,0.69130000000
42,2055,North,North,HYD_LS,2020,0.55310000000
44,2045,North,North,PV_GND,2020,5.83420000000
44,2049,North,North,PV_GND,2020,1.16680000000
45,2045,North,North,PV_SSG,2020,4.77000000000
45,2049,North,North,PV_SSG,2020,0.95400000000
46,2045,Northeast,Northeast,CC_GAS,2020,275.96210000000
46,2049,Northeast,Northeast,CC_GAS,2020,55.19240000000
51,2045,Northeast,Northeast,OC_GAS,2020,48.43930000000
51,2049,Northeast,Northeast,OC_GAS,2020,9.68790000000
52,2045,Northeast,Northeast,ON_WIND,2020,6.03600000000
52,2049,Northeast,Northeast,ON_WIND,2020,1.20720000000
53,2045,Northeast,Northeast,PV_GND,2020,5.22610000000
53,2049,Northeast,Northeast,PV_GND,2020,1.04520000000
54,2045,Northeast,Northeast,PV_SSG,2020,7.73890000000
54,2049,Northeast,Northeast,PV_SSG,2020,1.54780000000
55,2045,Northwest,Northwest,CC_GAS,2020,204.83890000000
55,2049,Northwest,Northwest,CC_GAS,2020,45.35760000000
55,2050,Northwest,Northwest,CC_GAS,2020,5.48730000000
55,2054,Northwest,Northwest,CC_GAS,2020,3.04850000000
55,2055,Northwest,Northwest,CC_GAS,2020,2.43880000000
60,2045,Northwest,Northwest,HYD_LS,2020,26.61640000000
60,2049,Northwest,Northwest,HYD_LS,2020,5.32330000000
63,2045,Northwest,Northwest,PV_GND,2020,22.00710000000
63,2049,Northwest,Northwest,PV_GND,2020,4.40140000000
64,2045,Northwest,Northwest,PV_SSG,2020,4.45040000000
64,2049,Northwest,Northwest,PV_SSG,2020,0.89010000000
65,2045,Peninsular,Peninsular,CC_GAS,2020,1.94890000000
65,2049,Peninsular,Peninsular,CC_GAS,2020,0.38980000000
67,2045,Peninsular,Peninsular,ON_WIND,2020,5.82790000000
67,2049,Peninsular,Peninsular,ON_WIND,2020,1.16560000000
70,2045,Peninsular,Peninsular,PV_SSG,2020,3.20250000000
70,2049,Peninsular,Peninsular,PV_SSG,2020,0.64050000000
