asset,year,technology,region,installed,capacity
0,2050,gassupply1,BajaCalif,2020,20000.00000000000
1,2055,gassupply1,BajaCalif,2050,4000000000.00000000000
1,2089,gassupply1,BajaCalif,2050,4000000000.00000000000
2,2050,gassupply1,BajaCalifSouth,2020,20000.00000000000
3,2055,gassupply1,BajaCalifSouth,2050,4000000000.00000000000
3,2089,gassupply1,BajaCalifSouth,2050,4000000000.00000000000
4,2050,gassupply1,Central,2020,20000.00000000000
5,2055,gassupply1,Central,2050,4000000000.00000000000
5,2089,gassupply1,Central,2050,4000000000.00000000000
6,2050,gassupply1,Eastern,2020,20000.00000000000
7,2055,gassupply1,Eastern,2050,4000000000.00000000000
7,2089,gassupply1,Eastern,2050,4000000000.00000000000
8,2050,gassupply1,North,2020,20000.00000000000
9,2055,gassupply1,North,2050,4000000000.00000000000
9,2089,gassupply1,North,2050,4000000000.00000000000
10,2050,gassupply1,Northeast,2020,20000.00000000000
11,2055,gassupply1,Northeast,2050,4000000000.00000000000
11,2089,gassupply1,Northeast,2050,4000000000.00000000000
12,2050,gassupply1,Northwest,2020,20000.00000000000
13,2055,gassupply1,Northwest,2050,4000000000.00000000000
13,2089,gassupply1,Northwest,2050,4000000000.00000000000
14,2050,gassupply1,Peninsular,2020,20000.00000000000
15,2055,gassupply1,Peninsular,2050,4000000000.00000000000
15,2089,gassupply1,Peninsular,2050,4000000000.00000000000
16,2050,gassupply1,Western,2020,20000.00000000000
17,2055,gassupply1,Western,2050,4000000000.00000000000
17,2089,gassupply1,Western,2050,4000000000.00000000000
