"Centro Nacional de Control de Energia"
"Estimacion de la Demanda Real del Sistema -Por Balance"
"Sistema Electrico Nacional"
"Reporte Diario"
"Fecha de Publicacion: 29/ene/2020"
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 29/ene/2020 12:50:01 hrs."
"Nota 1: Los acentos de este reporte se omiten intencionalmente por sistema."
"LIQUIDACION 4 (Dia de Operacion: 13/12/2018)"
"Sistema"," Area"," Hora"," Generacion (MWh)"," Flujo Real de Importacion (MWh)"," Flujo Real de Exportacion (MWh)"," Estimacion de Demanda por Balance (MWh) "
"BCA","BCA","1","1323.04648","74.95349","125.77656","1272.22341"
"BCA","BCA","2","1243.58697","75.86328","100.92896","1218.52129"
"BCA","BCA","3","1273.89226","71.62916","153.85232","1191.6691"
"BCA","BCA","4","1275.24765","78.03776","171.67147","1181.61394"
"BCA","BCA","5","1275.71246","87.15682","163.35562","1199.51366"
"BCA","BCA","6","1260.82157","90.26713","139.22778","1211.86092"
"BCA","BCA","7","1272.30308","46.15561","52.42367","1266.03502"
"BCA","BCA","8","1354.85507","11.38545","20","1346.24052"
"BCA","BCA","9","1379.95687","49.03569","39.39875","1389.59381"
"BCA","BCA","10","1408.32679","33.85751","34.48998","1407.69432"
"BCA","BCA","11","1411.47707","33.39147","18.42958","1426.43896"
"BCA","BCA","12","1445.40807","38.00655","40.45849","1442.95613"
"BCA","BCA","13","1447.06711","51.38111","49.75337","1448.69485"
"BCA","BCA","14","1469.15338","17.86153","29.8133","1457.20161"
"BCA","BCA","15","1453.75023","4.60882","2.62621","1455.73284"
"BCA","BCA","16","1498.06022","26.91102","71.14974","1453.8215"
"BCA","BCA","17","1600.26275","28.5925","152.21627","1476.63898"
"BCA","BCA","18","1729.2897","68.75076","225.55361","1572.48685"
"BCA","BCA","19","1767.21381","108.31789","305.22695","1570.30475"
"BCA","BCA","20","1777.59247","107.98368","335.34691","1550.22924"
"BCA","BCA","21","1694.97716","99.2949","271.0318","1523.24026"
"BCA","BCA","22","1681.69795","86.1638","300.2633","1467.59845"
"BCA","BCA","23","1454.40945","124.05846","194.44066","1384.02725"
"BCA","BCA","24","1350.45453","132.15881","183.40872","1299.20462"
