"Centro Nacional de Control de Energia"
"Estimacion de la Demanda Real del Sistema -Por Balance"
"Sistema Electrico Nacional"
"Reporte Diario"
"Fecha de Publicacion: 22/sep/2019"
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 22/sep/2019 12:50:01 hrs."
"Nota 1: Los acentos de este reporte se omiten intencionalmente por sistema."
"LIQUIDACION 4 (Dia de Operacion: 17/08/2018)"
"Sistema"," Area"," Hora"," Generacion (MWh)"," Flujo Real de Importacion (MWh)"," Flujo Real de Exportacion (MWh)"," Estimacion de Demanda por Balance (MWh) "
"BCA","BCA","1","2084.59566","374.25286","314.70248","2144.14604"
"BCA","BCA","2","2037.93657","322.2617","307.41276","2052.78551"
"BCA","BCA","3","1970.17058","298.45003","284.24047","1984.38014"
"BCA","BCA","4","1919.13576","279.19519","266.48123","1931.84972"
"BCA","BCA","5","1893.23723","271.13831","264.23441","1900.14113"
"BCA","BCA","6","1859.33871","268.1335","255.42783","1872.04438"
"BCA","BCA","7","1894.88438","312.94214","301.79568","1906.03084"
"BCA","BCA","8","2007.21417","343.89986","306.19518","2044.91885"
"BCA","BCA","9","2078.83648","418.84554","319.75038","2177.93164"
"BCA","BCA","10","2063.71004","558.50872","323.96032","2298.25844"
"BCA","BCA","11","2083.62695","685.14496","353.39517","2415.37674"
"BCA","BCA","12","2107.8892","768.79331","385.84682","2490.83569"
"BCA","BCA","13","2101.17287","806.81709","406.90843","2501.08153"
"BCA","BCA","14","2118.50456","822.52126","419.02621","2521.99961"
"BCA","BCA","15","2146.7528","815.62027","412.45772","2549.91535"
"BCA","BCA","16","2160.27482","790.23573","389.17183","2561.33872"
"BCA","BCA","17","2141.56692","834.10857","431.42609","2544.2494"
"BCA","BCA","18","2087.39657","803.96138","407.58155","2483.7764"
"BCA","BCA","19","2090.51264","687.71893","364.40536","2413.82621"
"BCA","BCA","20","2091.84009","651.85639","348.98968","2394.7068"
"BCA","BCA","21","2095.83709","699.09113","361.88249","2433.04573"
"BCA","BCA","22","2109.51424","618.85781","335.37265","2392.9994"
"BCA","BCA","23","2076.52111","596.57768","317.98859","2355.1102"
"BCA","BCA","24","2115.92681","538.8844","348.4008","2306.41041"
"BCS","BCS","1","388.77102","0","0","388.77102"
"BCS","BCS","2","371.10124","0","0","371.10124"
"BCS","BCS","3","354.38313","0","0","354.38313"
"BCS","BCS","4","341.85629","0","0","341.85629"
"BCS","BCS","5","330.26399","0","0","330.26399"
"BCS","BCS","6","323.84245","0","0","323.84245"
"BCS","BCS","7","318.9658","0","0","318.9658"
"BCS","BCS","8","317.27805","0","0","317.27805"
"BCS","BCS","9","338.06547","0","0","338.06547"
"BCS","BCS","10","360.60033","0","0","360.60033"
"BCS","BCS","11","376.34559","0","0","376.34559"
"BCS","BCS","12","390.04526","0","0","390.04526"
"BCS","BCS","13","401.82026","0","0","401.82026"
"BCS","BCS","14","411.90268","0","0","411.90268"
"BCS","BCS","15","425.44429","0","0","425.44429"
"BCS","BCS","16","437.61914","0","0","437.61914"
"BCS","BCS","17","441.81973","0","0","441.81973"
"BCS","BCS","18","440.20331","0","0","440.20331"
"BCS","BCS","19","423.63558","0","0","423.63558"
"BCS","BCS","20","407.45493","0","0","407.45493"
"BCS","BCS","21","419.74302","0","0","419.74302"
"BCS","BCS","22","429.49449","0","0","429.49449"
"BCS","BCS","23","432.57112","0","0","432.57112"
"BCS","BCS","24","425.15492","0","0","425.15492"
"SIN","CEN","1","4131.39579","0","0","4131.39579"
"SIN","CEN","2","3818.88147","0","0","3818.88147"
"SIN","CEN","3","3615.11151","0","0","3615.11151"
"SIN","CEN","4","3745.2667","0","0","3745.2667"
"SIN","CEN","5","3737.04518","0","0","3737.04518"
"SIN","CEN","6","3693.27343","0","0","3693.27343"
"SIN","CEN","7","3719.03116","0","0","3719.03116"
"SIN","CEN","8","4208.35735","0","0","4208.35735"
"SIN","CEN","9","4745.72789","0","0","4745.72789"
"SIN","CEN","10","4766.03413","0","0","4766.03413"
"SIN","CEN","11","4923.54124","0","0","4923.54124"
"SIN","CEN","12","5039.7436","0","0","5039.7436"
"SIN","CEN","13","5127.83178","0","0","5127.83178"
"SIN","CEN","14","5255.25784","0","0","5255.25784"
"SIN","CEN","15","5265.41563","0","0","5265.41563"
"SIN","CEN","16","5260.14033","0","0","5260.14033"
"SIN","CEN","17","5213.12546","0","0","5213.12546"
"SIN","CEN","18","5130.00274","0","0","5130.00274"
"SIN","CEN","19","5089.27476","0","0","5089.27476"
"SIN","CEN","20","5108.49341","0","0","5108.49341"
"SIN","CEN","21","5204.1126","0","0","5204.1126"
"SIN","CEN","22","5275.69577","0","0","5275.69577"
"SIN","CEN","23","5338.16488","0","0","5338.16488"
"SIN","CEN","24","5071.97833","0","0","5071.97833"
"SIN","NES","1","11450.38406","411","1","11860.38406"
"SIN","NES","2","11292.24022","410","1","11701.24022"
"SIN","NES","3","11298.8918","370","1","11667.8918"
"SIN","NES","4","11016.4085","220","1","11235.4085"
"SIN","NES","5","10962.79789","157","2","11117.79789"
"SIN","NES","6","10907.10955","75","2","10980.10955"
"SIN","NES","7","10858.14586","36","0","10894.14586"
"SIN","NES","8","10711.23816","12","0","10723.23816"
"SIN","NES","9","10806.72723","120","8","10918.72723"
"SIN","NES","10","10800.22796","275","4","11071.22796"
"SIN","NES","11","10927.25786","280","2","11205.25786"
"SIN","NES","12","11206.91067","230","1","11435.91067"
"SIN","NES","13","11156.59792","171","0","11327.59792"
"SIN","NES","14","11232.93955","120","0","11352.93955"
"SIN","NES","15","11250.82738","48","0","11298.82738"
"SIN","NES","16","11265.92992","32","0","11297.92992"
"SIN","NES","17","11240.40786","30","0","11270.40786"
"SIN","NES","18","11504.76465","80","1","11583.76465"
"SIN","NES","19","11587.02903","131","0","11718.02903"
"SIN","NES","20","11663.31402","190","0","11853.31402"
"SIN","NES","21","11622.96021","230","0","11852.96021"
"SIN","NES","22","11497.65924","280","1","11776.65924"
"SIN","NES","23","11551.29879","241","1","11791.29879"
"SIN","NES","24","11418.20066","241","1","11658.20066"
"SIN","NOR","1","3222.04047","0","0","3222.04047"
"SIN","NOR","2","3138.58903","0","0","3138.58903"
"SIN","NOR","3","2929.58517","0","0","2929.58517"
"SIN","NOR","4","2852.03352","0","0","2852.03352"
"SIN","NOR","5","2880.39389","0","0","2880.39389"
"SIN","NOR","6","2802.70499","0","0","2802.70499"
"SIN","NOR","7","2851.4745","0","0","2851.4745"
"SIN","NOR","8","2774.4911","0","0","2774.4911"
"SIN","NOR","9","2828.09354","0","0","2828.09354"
"SIN","NOR","10","2911.76982","0","0","2911.76982"
"SIN","NOR","11","2979.51971","0","0","2979.51971"
"SIN","NOR","12","3072.44888","0","0","3072.44888"
"SIN","NOR","13","3111.57875","0","0","3111.57875"
"SIN","NOR","14","3302.57696","0","0","3302.57696"
"SIN","NOR","15","3378.50056","0","0","3378.50056"
"SIN","NOR","16","3397.53199","0","0","3397.53199"
"SIN","NOR","17","3383.42204","0","0","3383.42204"
"SIN","NOR","18","3277.03746","0","0","3277.03746"
"SIN","NOR","19","3239.68638","0","0","3239.68638"
"SIN","NOR","20","3238.24196","0","0","3238.24196"
"SIN","NOR","21","3325.19724","0","0","3325.19724"
"SIN","NOR","22","3582.99341","0","0","3582.99341"
"SIN","NOR","23","3591.7596","0","0","3591.7596"
"SIN","NOR","24","3555.11529","0","0","3555.11529"
"SIN","NTE","1","3347.61461","0","0","3347.61461"
"SIN","NTE","2","3342.69036","0","0","3342.69036"
"SIN","NTE","3","3315.53117","0","0","3315.53117"
"SIN","NTE","4","3303.10329","0","0","3303.10329"
"SIN","NTE","5","3295.02369","0","0","3295.02369"
"SIN","NTE","6","3296.52859","0","0","3296.52859"
"SIN","NTE","7","3313.75881","0","0","3313.75881"
"SIN","NTE","8","3326.54289","0","0","3326.54289"
"SIN","NTE","9","3430.92626","0","0","3430.92626"
"SIN","NTE","10","3709.11934","0","0","3709.11934"
"SIN","NTE","11","3904.92603","0","0","3904.92603"
"SIN","NTE","12","3943.1213","0","0","3943.1213"
"SIN","NTE","13","3947.37647","0","0","3947.37647"
"SIN","NTE","14","3973.49831","0","0","3973.49831"
"SIN","NTE","15","3957.84712","0","0","3957.84712"
"SIN","NTE","16","3944.14126","0","0","3944.14126"
"SIN","NTE","17","3932.23258","0","0","3932.23258"
"SIN","NTE","18","3850.36236","0","0","3850.36236"
"SIN","NTE","19","3794.00423","0","0","3794.00423"
"SIN","NTE","20","3594.57875","0","0","3594.57875"
"SIN","NTE","21","3392.74514","0","0","3392.74514"
"SIN","NTE","22","3386.18631","0","0","3386.18631"
"SIN","NTE","23","3388.50808","0","0","3388.50808"
"SIN","NTE","24","3383.51643","0","0","3383.51643"
"SIN","OCC","1","6263.65347","0","0","6263.65347"
"SIN","OCC","2","6257.00773","0","0","6257.00773"
"SIN","OCC","3","5760.95807","0","0","5760.95807"
"SIN","OCC","4","5667.0394","0","0","5667.0394"
"SIN","OCC","5","5807.32437","0","0","5807.32437"
"SIN","OCC","6","5845.71478","0","0","5845.71478"
"SIN","OCC","7","5886.52175","0","0","5886.52175"
"SIN","OCC","8","6101.0782","0","0","6101.0782"
"SIN","OCC","9","5970.74352","0","0","5970.74352"
"SIN","OCC","10","6276.67131","0","0","6276.67131"
"SIN","OCC","11","6621.76446","0","0","6621.76446"
"SIN","OCC","12","6756.84455","0","0","6756.84455"
"SIN","OCC","13","7050.33458","0","0","7050.33458"
"SIN","OCC","14","7112.64787","0","0","7112.64787"
"SIN","OCC","15","7379.02884","0","0","7379.02884"
"SIN","OCC","16","7450.81811","0","0","7450.81811"
"SIN","OCC","17","7393.27908","0","0","7393.27908"
"SIN","OCC","18","7123.62198","0","0","7123.62198"
"SIN","OCC","19","6487.00852","0","0","6487.00852"
"SIN","OCC","20","6129.61696","0","0","6129.61696"
"SIN","OCC","21","7006.56739","0","0","7006.56739"
"SIN","OCC","22","7160.49052","0","0","7160.49052"
"SIN","OCC","23","7096.03881","0","0","7096.03881"
"SIN","OCC","24","6782.91161","0","0","6782.91161"
"SIN","ORI","1","8044.53255","225.43763","120","8149.97018"
"SIN","ORI","2","7627.55587","216","127.38689","7716.16898"
"SIN","ORI","3","7405.37818","218.40245","120","7503.78063"
"SIN","ORI","4","7220.2834","220.65277","120","7320.93617"
"SIN","ORI","5","6822.33462","130.27107","120","6832.60569"
"SIN","ORI","6","6918.72871","215","126.69352","7007.03519"
"SIN","ORI","7","7464.63434","216","125.87234","7554.762"
"SIN","ORI","8","7519.91632","96.52738","120","7496.4437"
"SIN","ORI","9","7691.206","216","132.34029","7774.86571"
"SIN","ORI","10","8260.4112","216","124.30546","8352.10574"
"SIN","ORI","11","8330.00091","205.26171","120","8415.26262"
"SIN","ORI","12","8347.07019","216","124.32249","8438.7477"
"SIN","ORI","13","8594.75489","216","121.76378","8688.99111"
"SIN","ORI","14","8636.85068","216","121.39991","8731.45077"
"SIN","ORI","15","8686.01843","200","129.80149","8756.21694"
"SIN","ORI","16","8793.49769","216","133.7905","8875.70719"
"SIN","ORI","17","8896.94934","215.12424","120","8992.07358"
"SIN","ORI","18","8611.82983","214.97533","120","8706.80516"
"SIN","ORI","19","8126.15779","216","129.74261","8212.41518"
