"Centro Nacional de Control de Energia"
"Estimacion de la Demanda Real del Sistema -Por Balance"
"Sistema Electrico Nacional"
"Reporte Diario"
"Fecha de Publicacion: 01/dic/2019"
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 01/dic/2019 12:50:01 hrs."
"Nota 1: Los acentos de este reporte se omiten intencionalmente por sistema."
"LIQUIDACION 4 (Dia de Operacion: 27/10/2018)"
"Sistema"," Area"," Hora"," Generacion (MWh)"," Flujo Real de Importacion (MWh)"," Flujo Real de Exportacion (MWh)"," Estimacion de Demanda por Balance (MWh) "
"BCA","BCA","1","1352.18976","130.79339","74.21974","1408.76341"
"BCA","BCA","2","1293.82419","141.72331","89.43539","1346.11211"
"BCA","BCA","3","1261.10579","138.60792","100.24111","1299.4726"
"BCA","BCA","4","1223.70294","118.92408","75.8477","1266.77932"
"BCA","BCA","5","1206.0016","112.64427","67.78454","1250.86133"
"BCA","BCA","6","1207.43652","116.46213","70.72966","1253.16899"
"BCA","BCA","7","1220.02434","119.79388","71.72929","1268.08893"
"BCA","BCA","8","1298.84856","170.21213","157.9589","1311.10179"
"BCA","BCA","9","1316.51763","162.52015","109.49949","1369.53829"
"BCA","BCA","10","1368.90805","113.82262","57.35308","1425.37759"
"BCA","BCA","11","1437.21878","81.88136","24.71637","1494.38377"
"BCA","BCA","12","1488.2537","104.50947","48.85757","1543.9056"
"BCA","BCA","13","1535.27542","119.41036","62.70479","1591.98099"
"BCA","BCA","14","1555.4113","109.48365","53.09902","1611.79593"
"BCA","BCA","15","1559.69217","115.7716","57.13458","1618.32919"
"BCA","BCA","16","1561.37153","122.435","68.68199","1615.12454"
"BCA","BCA","17","1543.43799","123.6395","68.78497","1598.29252"
"BCA","BCA","18","1589.74099","135.54427","152.31486","1572.9704"
"BCA","BCA","19","1608.8518","108.64473","103.05816","1614.43837"
"BCA","BCA","20","1613.46122","118.88128","108.748","1623.5945"
"BCA","BCA","21","1580.61123","118.24101","111.24075","1587.61149"
"BCA","BCA","22","1500.73262","104.33866","84.23231","1520.83897"
"BCA","BCA","23","1404.94604","94.6787","54.52745","1445.09729"
"BCA","BCA","24","1342.88855","84.07823","63.54298","1363.4238"
"BCS","BCS","1","301.15077","0","0","301.15077"
"BCS","BCS","2","286.69919","0","0","286.69919"
"BCS","BCS","3","272.21658","0","0","272.21658"
"BCS","BCS","4","262.41313","0","0","262.41313"
"BCS","BCS","5","256.26427","0","0","256.26427"
"BCS","BCS","6","254.9482","0","0","254.9482"
"BCS","BCS","7","256.57155","0","0","256.57155"
"BCS","BCS","8","259.84082","0","0","259.84082"
