"Centro Nacional de Control de Energia"
"Estimacion de la Demanda Real del Sistema -Por Balance"
"Sistema Electrico Nacional"
"Reporte Diario"
"Fecha de Publicacion: 03/ago/2019"
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 03/ago/2019 12:50:01 hrs."
"Nota 1: Los acentos de este reporte se omiten intencionalmente por sistema."
"LIQUIDACION 4 (Dia de Operacion: 10/07/2018)"
"Sistema"," Area"," Hora"," Generacion (MWh)"," Flujo Real de Importacion (MWh)"," Flujo Real de Exportacion (MWh)"," Estimacion de Demanda por Balance (MWh) "
"BCA","BCA","1","2034.95638","361.1856","321.35842","2074.78356"
"BCA","BCA","2","1962.18342","334.70327","295.04127","2001.84542"
"BCA","BCA","3","1872.87941","354.54632","308.86198","1918.56375"
"BCA","BCA","4","1843.74055","359.8209","313.68562","1889.87583"
"BCA","BCA","5","1813.37427","360.37683","312.56184","1861.18926"
"BCA","BCA","6","1784.02805","363.53133","321.44929","1826.11009"
"BCA","BCA","7","1785.48606","348.4556","294.48971","1839.45195"
"BCA","BCA","8","1908.67702","308.44604","254.9003","1962.22276"
"BCA","BCA","9","2014.33152","323.68379","269.87531","2068.14"
"BCA","BCA","10","2016.22319","434.23004","298.56935","2151.88388"
"BCA","BCA","11","2080.22456","452.06167","305.55568","2226.73055"
"BCA","BCA","12","2052.33334","509.09894","288.33996","2273.09232"
"BCA","BCA","13","2036.88182","563.07929","273.11179","2326.84932"
"BCA","BCA","14","2045.87091","572.88308","270.98275","2347.77124"
"BCA","BCA","15","2029.85238","578.02207","276.86789","2331.00656"
"BCA","BCA","16","2039.75576","601.03423","279.89966","2360.89033"
"BCA","BCA","17","2019.78577","585.29545","272.24518","2332.83604"
"BCA","BCA","18","2028.92509","545.77516","284.66134","2290.03891"
"BCA","BCA","19","2052.12091","506.84384","261.96704","2296.99771"
"BCA","BCA","20","2084.05514","451.2768","246.91296","2288.41898"
"BCA","BCA","21","2118.02886","490.10145","248.11184","2360.01847"
"BCA","BCA","22","2119.01798","537.50841","297.04892","2359.47747"
"BCA","BCA","23","2106.15748","478.47215","294.44894","2290.18069"
"BCA","BCA","24","2035.27465","416.52481","269.34795","2182.45151"
"BCS","BCS","1","400.46991","0","0","400.46991"
"BCS","BCS","2","383.64695","0","0","383.64695"
"BCS","BCS","3","367.19893","0","0","367.19893"
"BCS","BCS","4","352.39322","0","0","352.39322"
"BCS","BCS","5","341.11674","0","0","341.11674"
"BCS","BCS","6","333.92197","0","0","333.92197"
"BCS","BCS","7","324.62745","0","0","324.62745"
"BCS","BCS","8","324.03112","0","0","324.03112"
"BCS","BCS","9","345.94989","0","0","345.94989"
"BCS","BCS","10","367.91715","0","0","367.91715"
"BCS","BCS","11","381.64772","0","0","381.64772"
"BCS","BCS","12","391.39768","0","0","391.39768"
"BCS","BCS","13","401.15978","0","0","401.15978"
"BCS","BCS","14","412.07435","0","0","412.07435"
"BCS","BCS","15","422.89404","0","0","422.89404"
"BCS","BCS","16","430.99213","0","0","430.99213"
"BCS","BCS","17","439.22247","0","0","439.22247"
"BCS","BCS","18","436.45703","0","0","436.45703"
"BCS","BCS","19","419.01368","0","0","419.01368"
"BCS","BCS","20","399.05743","0","0","399.05743"
"BCS","BCS","21","404.53207","0","0","404.53207"
"BCS","BCS","22","421.77949","0","0","421.77949"
"BCS","BCS","23","429.51933","0","0","429.51933"
"BCS","BCS","24","422.25963","0","0","422.25963"
"SIN","CEN","1","4616.60709","0","0","4616.60709"
"SIN","CEN","2","4354.99452","0","0","4354.99452"
"SIN","CEN","3","3766.38316","0","0","3766.38316"
"SIN","CEN","4","3475.03389","0","0","3475.03389"
"SIN","CEN","5","3382.86553","0","0","3382.86553"
"SIN","CEN","6","3510.13397","0","0","3510.13397"
"SIN","CEN","7","3391.31874","0","0","3391.31874"
"SIN","CEN","8","3587.26965","0","0","3587.26965"
"SIN","CEN","9","4444.39988","0","0","4444.39988"
"SIN","CEN","10","4689.26601","0","0","4689.26601"
"SIN","CEN","11","4699.06138","0","0","4699.06138"
"SIN","CEN","12","4614.70781","0","0","4614.70781"
"SIN","CEN","13","4619.25614","0","0","4619.25614"
"SIN","CEN","14","4736.81242","0","0","4736.81242"
"SIN","CEN","15","4877.66241","0","0","4877.66241"
"SIN","CEN","16","4890.10472","0","0","4890.10472"
"SIN","CEN","17","4962.80991","0","0","4962.80991"
"SIN","CEN","18","4939.77451","0","0","4939.77451"
"SIN","CEN","19","4895.411","0","0","4895.411"
"SIN","CEN","20","4867.99011","0","0","4867.99011"
"SIN","CEN","21","4913.52245","0","0","4913.52245"
"SIN","CEN","22","4887.15513","0","0","4887.15513"
"SIN","CEN","23","4842.51413","0","0","4842.51413"
"SIN","CEN","24","4690.90612","0","0","4690.90612"
"SIN","NES","1","10709.61312","221","1","10929.61312"
"SIN","NES","2","10514.59747","216","1","10729.59747"
"SIN","NES","3","10284.53804","205","0","10489.53804"
"SIN","NES","4","9861.35311","161","1","10021.35311"
"SIN","NES","5","9516.29709","216","1","9731.29709"
"SIN","NES","6","9438.96907","210","1","9647.96907"
"SIN","NES","7","9710.43738","220","1","9929.43738"
"SIN","NES","8","10226.00631","215","1","10440.00631"
"SIN","NES","9","10354.98248","220","4","10570.98248"
"SIN","NES","10","10635.7881","195","1","10829.7881"
"SIN","NES","11","10846.75682","195","1","11040.75682"
"SIN","NES","12","10868.46936","185","3","11050.46936"
"SIN","NES","13","10954.7827","120","3","11071.7827"
"SIN","NES","14","10930.07268","3","0","10933.07268"
"SIN","NES","15","10844.40529","0","0","10844.40529"
"SIN","NES","16","10943.10441","0","0","10943.10441"
"SIN","NES","17","10820.23153","0","0","10820.23153"
"SIN","NES","18","10713.21383","1","0","10714.21383"
"SIN","NES","19","10644.46342","70","1","10713.46342"
"SIN","NES","20","10622.97846","70","0","10692.97846"
"SIN","NES","21","10736.32019","76","0","10812.32019"
"SIN","NES","22","10779.02613","220","1","10998.02613"
"SIN","NES","23","10811.47622","220","1","11030.47622"
"SIN","NES","24","10683.57017","220","1","10902.57017"
"SIN","NOR","1","2826.86357","0","0","2826.86357"
"SIN","NOR","2","2798.73346","0","0","2798.73346"
"SIN","NOR","3","2809.85105","0","0","2809.85105"
"SIN","NOR","4","2900.60879","0","0","2900.60879"
"SIN","NOR","5","3074.59918","0","0","3074.59918"
"SIN","NOR","6","3074.50229","0","0","3074.50229"
"SIN","NOR","7","3064.3186","0","0","3064.3186"
"SIN","NOR","8","2995.64763","0","0","2995.64763"
"SIN","NOR","9","2595.73291","0","0","2595.73291"
"SIN","NOR","10","2555.34805","0","0","2555.34805"
"SIN","NOR","11","2753.28517","0","0","2753.28517"
"SIN","NOR","12","2939.48598","0","0","2939.48598"
"SIN","NOR","13","3035.45113","0","0","3035.45113"
"SIN","NOR","14","3008.70176","0","0","3008.70176"
"SIN","NOR","15","3106.91273","0","0","3106.91273"
"SIN","NOR","16","3189.11299","0","0","3189.11299"
"SIN","NOR","17","3187.03417","0","0","3187.03417"
"SIN","NOR","18","3134.54479","0","0","3134.54479"
"SIN","NOR","19","2997.7692","0","0","2997.7692"
"SIN","NOR","20","2927.61302","0","0","2927.61302"
"SIN","NOR","21","2920.89328","0","0","2920.89328"
"SIN","NOR","22","2776.19561","0","0","2776.19561"
"SIN","NOR","23","2862.36474","0","0","2862.36474"
"SIN","NOR","24","2855.59496","0","0","2855.59496"
"SIN","NTE","1","3066.56846","0","0","3066.56846"
"SIN","NTE","2","3043.09298","0","0","3043.09298"
"SIN","NTE","3","3046.75171","0","0","3046.75171"
"SIN","NTE","4","3032.10997","0","0","3032.10997"
"SIN","NTE","5","3030.65506","0","0","3030.65506"
"SIN","NTE","6","3038.34836","0","0","3038.34836"
"SIN","NTE","7","3028.62147","0","0","3028.62147"
