"Centro Nacional de Control de Energia"
"Estimacion de la Demanda Real del Sistema -Por Balance"
"Sistema Electrico Nacional"
"Reporte Diario"
"Fecha de Publicacion: 20/jul/2019"
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 20/jul/2019 12:50:01 hrs."
"Nota 1: Los acentos de este reporte se omiten intencionalmente por sistema."
"LIQUIDACION 4 (Dia de Operacion: 21/06/2018)"
"Sistema"," Area"," Hora"," Generacion (MWh)"," Flujo Real de Importacion (MWh)"," Flujo Real de Exportacion (MWh)"," Estimacion de Demanda por Balance (MWh) "
"BCA","BCA","1","1791.09937","216.98709","173.83482","1834.25164"
"BCA","BCA","2","1703.6474","178.62569","135.82029","1746.4528"
"BCA","BCA","3","1634.28253","166.74279","130.12058","1670.90474"
"BCA","BCA","4","1583.51541","160.32952","121.31788","1622.52705"
"BCA","BCA","5","1541.01341","180.51728","143.23047","1578.30022"
"BCA","BCA","6","1499.24134","195.7721","151.82628","1543.18716"
"BCA","BCA","7","1519.04602","197.06969","139.16773","1576.94798"
"BCA","BCA","8","1672.4894","205.36704","168.19789","1709.65855"
"BCA","BCA","9","1764.8606","193.35753","133.84441","1824.37372"
"BCA","BCA","10","1860.82574","206.06409","158.72866","1908.16117"
"BCA","BCA","11","1947.58089","237.92145","174.03593","2011.46641"
"BCA","BCA","12","2061.30855","268.83739","210.04745","2120.09849"
"BCA","BCA","13","2177.6202","303.38952","264.27431","2216.73541"
"BCA","BCA","14","2204.44841","291.36759","251.8597","2243.9563"
"BCA","BCA","15","2202.76076","291.8399","248.03758","2246.56308"
"BCA","BCA","16","2241.85435","301.79071","254.37733","2289.26773"
"BCA","BCA","17","2247.21464","311.77876","263.08462","2295.90878"
"BCA","BCA","18","2198.48212","299.07919","252.32605","2245.23526"
"BCA","BCA","19","2190.21135","294.72423","244.0781","2240.85748"
"BCA","BCA","20","2149.39182","268.77943","224.09942","2194.07183"
"BCA","BCA","21","2178.99275","269.44333","221.98141","2226.45467"
"BCA","BCA","22","2149.75724","278.71284","229.83302","2198.63706"
"BCA","BCA","23","2087.97589","261.47757","222.85829","2126.59517"
"BCA","BCA","24","1951.06066","253.88455","209.43062","1995.51459"
"BCS","BCS","1","299.29379","0","0","299.29379"
"BCS","BCS","2","284.73014","0","0","284.73014"
"BCS","BCS","3","273.30824","0","0","273.30824"
"BCS","BCS","4","263.39699","0","0","263.39699"
"BCS","BCS","5","257.15859","0","0","257.15859"
"BCS","BCS","6","256.74822","0","0","256.74822"
"BCS","BCS","7","256.50438","0","0","256.50438"
"BCS","BCS","8","260.34957","0","0","260.34957"
"BCS","BCS","9","280.53151","0","0","280.53151"
"BCS","BCS","10","299.13052","0","0","299.13052"
"BCS","BCS","11","312.70627","0","0","312.70627"
"BCS","BCS","12","322.36282","0","0","322.36282"
"BCS","BCS","13","329.83149","0","0","329.83149"
"BCS","BCS","14","337.96007","0","0","337.96007"
"BCS","BCS","15","346.0858","0","0","346.0858"
"BCS","BCS","16","354.12817","0","0","354.12817"
"BCS","BCS","17","358.49467","0","0","358.49467"
"BCS","BCS","18","355.59235","0","0","355.59235"
"BCS","BCS","19","341.67088","0","0","341.67088"
"BCS","BCS","20","323.09516","0","0","323.09516"
"BCS","BCS","21","327.40507","0","0","327.40507"
"BCS","BCS","22","337.45856","0","0","337.45856"
"BCS","BCS","23","333.83106","0","0","333.83106"
"BCS","BCS","24","316.97638","0","0","316.97638"
"SIN","CEN","1","5201.14909","0","0","5201.14909"
"SIN","CEN","2","5020.40061","0","0","5020.40061"
"SIN","CEN","3","4948.25313","0","0","4948.25313"
"SIN","CEN","4","4760.20637","0","0","4760.20637"
"SIN","CEN","5","4522.43949","0","0","4522.43949"
"SIN","CEN","6","4465.10889","0","0","4465.10889"
"SIN","CEN","7","4500.19517","0","0","4500.19517"
"SIN","CEN","8","4575.88007","0","0","4575.88007"
"SIN","CEN","9","4711.28285","0","0","4711.28285"
"SIN","CEN","10","4783.15407","0","0","4783.15407"
"SIN","CEN","11","4790.95293","0","0","4790.95293"
"SIN","CEN","12","4853.88766","0","0","4853.88766"
"SIN","CEN","13","4958.79832","0","0","4958.79832"
"SIN","CEN","14","5146.54643","0","0","5146.54643"
"SIN","CEN","15","4935.44777","0","0","4935.44777"
"SIN","CEN","16","4935.35032","0","0","4935.35032"
"SIN","CEN","17","5156.67361","0","0","5156.67361"
"SIN","CEN","18","5198.47391","0","0","5198.47391"
"SIN","CEN","19","5053.89661","0","0","5053.89661"
"SIN","CEN","20","4996.04465","0","0","4996.04465"
"SIN","CEN","21","4910.19199","0","0","4910.19199"
"SIN","CEN","22","4624.05379","0","0","4624.05379"
"SIN","CEN","23","4535.48002","0","0","4535.48002"
"SIN","CEN","24","4345.8874","0","0","4345.8874"
"SIN","NES","1","9527.83548","411","1","9937.83548"
"SIN","NES","2","9495.61491","411","1","9905.61491"
"SIN","NES","3","9553.1859","411","1","9963.1859"
"SIN","NES","4","9662.66281","411","1","10072.66281"
"SIN","NES","5","9607.90295","411","1","10017.90295"
"SIN","NES","6","9475.81378","411","1","9885.81378"
"SIN","NES","7","9470.33632","411","1","9880.33632"
"SIN","NES","8","9588.59506","411","1","9998.59506"
"SIN","NES","9","9703.13035","411","1","10113.13035"
"SIN","NES","10","9638.32787","412","1","10049.32787"
"SIN","NES","11","9705.00159","385","1","10089.00159"
"SIN","NES","12","9561.73518","325","3","9883.73518"
"SIN","NES","13","9725.07655","286","1","10010.07655"
"SIN","NES","14","9773.17894","209","0","9982.17894"
"SIN","NES","15","9839.66429","145","0","9984.66429"
"SIN","NES","16","9769.69909","115","0","9884.69909"
"SIN","NES","17","9466.68474","119","0","9585.68474"
"SIN","NES","18","9617.35522","117","0","9734.35522"
"SIN","NES","19","9874.25517","170","1","10043.25517"
"SIN","NES","20","9991.49829","171","1","10161.49829"
"SIN","NES","21","9976.36503","311","1","10286.36503"
"SIN","NES","22","9904.09141","411","1","10314.09141"
"SIN","NES","23","9916.68071","406","0","10322.68071"
"SIN","NES","24","9863.54088","410","0","10273.54088"
"SIN","NOR","1","3144.17236","0","0","3144.17236"
"SIN","NOR","2","3163.00293","0","0","3163.00293"
"SIN","NOR","3","2974.17983","0","0","2974.17983"
"SIN","NOR","4","2928.28952","0","0","2928.28952"
"SIN","NOR","5","2864.81355","0","0","2864.81355"
"SIN","NOR","6","2762.37233","0","0","2762.37233"
"SIN","NOR","7","2707.57046","0","0","2707.57046"
"SIN","NOR","8","2678.33561","0","0","2678.33561"
"SIN","NOR","9","2691.24358","0","0","2691.24358"
"SIN","NOR","10","2749.69526","0","0","2749.69526"
"SIN","NOR","11","2853.3623","0","0","2853.3623"
"SIN","NOR","12","2910.92867","0","0","2910.92867"
"SIN","NOR","13","2897.16274","0","0","2897.16274"
"SIN","NOR","14","2935.61736","0","0","2935.61736"
"SIN","NOR","15","3030.29647","0","0","3030.29647"
"SIN","NOR","16","3083.18187","0","0","3083.18187"
"SIN","NOR","17","3205.33989","0","0","3205.33989"
"SIN","NOR","18","3244.87762","0","0","3244.87762"
"SIN","NOR","19","3292.51632","0","0","3292.51632"
"SIN","NOR","20","3145.23934","0","0","3145.23934"
"SIN","NOR","21","3145.3106","0","0","3145.3106"
"SIN","NOR","22","3146.04764","0","0","3146.04764"
"SIN","NOR","23","3227.03731","0","0","3227.03731"
"SIN","NOR","24","3233.56799","0","0","3233.56799"
"SIN","NTE","1","2998.72519","0","0","2998.72519"
"SIN","NTE","2","2891.3549","0","0","2891.3549"
"SIN","NTE","3","2782.31461","0","0","2782.31461"
"SIN","NTE","4","2715.33477","0","0","2715.33477"
"SIN","NTE","5","2714.62553","0","0","2714.62553"
"SIN","NTE","6","2725.64502","0","0","2725.64502"
"SIN","NTE","7","2804.91777","0","0","2804.91777"
"SIN","NTE","8","2998.08625","0","0","2998.08625"
"SIN","NTE","9","3256.52862","0","0","3256.52862"
"SIN","NTE","10","3469.17797","0","0","3469.17797"
"SIN","NTE","11","3547.67784","0","0","3547.67784"
"SIN","NTE","12","3523.7801","0","0","3523.7801"
"SIN","NTE","13","3511.99309","0","0","3511.99309"
"SIN","NTE","14","3508.24536","0","0","3508.24536"
"SIN","NTE","15","3482.93368","0","0","3482.93368"
"SIN","NTE","16","3639.88326","0","0","3639.88326"
"SIN","NTE","17","3601.93869","0","0","3601.93869"
"SIN","NTE","18","3534.77557","0","0","3534.77557"
"SIN","NTE","19","3450.18879","0","0","3450.18879"
"SIN","NTE","20","3398.67775","0","0","3398.67775"
"SIN","NTE","21","3290.55077","0","0","3290.55077"
"SIN","NTE","22","3204.95278","0","0","3204.95278"
"SIN","NTE","23","3189.0387","0","0","3189.0387"
"SIN","NTE","24","3164.06833","0","0","3164.06833"
"SIN","OCC","1","6131.71591","0","0","6131.71591"
"SIN","OCC","2","5441.26851","0","0","5441.26851"
"SIN","OCC","3","5401.42573","0","0","5401.42573"
"SIN","OCC","4","5157.32206","0","0","5157.32206"
"SIN","OCC","5","5362.65113","0","0","5362.65113"
"SIN","OCC","6","5356.74224","0","0","5356.74224"
"SIN","OCC","7","5225.39012","0","0","5225.39012"
"SIN","OCC","8","5518.18136","0","0","5518.18136"
"SIN","OCC","9","5549.66531","0","0","5549.66531"
"SIN","OCC","10","6185.1339","0","0","6185.1339"
"SIN","OCC","11","6680.06928","0","0","6680.06928"
"SIN","OCC","12","6839.72692","0","0","6839.72692"
"SIN","OCC","13","7253.69759","0","0","7253.69759"
"SIN","OCC","14","7416.52179","0","0","7416.52179"
"SIN","OCC","15","7878.26472","0","0","7878.26472"
"SIN","OCC","16","7666.95377","0","0","7666.95377"
"SIN","OCC","17","7850.6825","0","0","7850.6825"
"SIN","OCC","18","7779.76228","0","0","7779.76228"
"SIN","OCC","19","7791.37019","0","0","7791.37019"
"SIN","OCC","20","7798.13108","0","0","7798.13108"
"SIN","OCC","21","7755.55838","0","0","7755.55838"
"SIN","OCC","22","7752.24108","0","0","7752.24108"
"SIN","OCC","23","7793.83787","0","0","7793.83787"
"SIN","OCC","24","7395.60121","0","0","7395.60121"
"SIN","ORI","1","9027.28727","236","70.07626","9193.21101"
"SIN","ORI","2","8418.54678","236","5.05115","8649.49563"
"SIN","ORI","3","7627.80858","242.84412","0","7870.6527"
"SIN","ORI","4","7435.46757","245.67026","0","7681.13783"
"SIN","ORI","5","7224.02375","236","0.31084","7459.71291"
"SIN","ORI","6","7551.07035","236","1.38157","7785.68878"
"SIN","ORI","7","8453.18466","214","4.65386","8662.5308"
"SIN","ORI","8","8488.15786","186.02523","0","8674.18309"
"SIN","ORI","9","8987.92551","180","7.44101","9160.4845"
"SIN","ORI","10","9324.84116","180","9.64749","9495.19367"
"SIN","ORI","11","9591.15859","180","15.35201","9755.80658"
"SIN","ORI","12","10045.88633","183.99546","0","10229.88179"
"SIN","ORI","13","9903.30757","180","2.85728","10080.45029"
"SIN","ORI","14","9850.43301","180","2.8565","10027.57651"
"SIN","ORI","15","9851.35642","181.09789","0","10032.45431"
"SIN","ORI","16","10104.67984","180","3.96658","10280.71326"
"SIN","ORI","17","10178.08985","180","0.84219","10357.24766"
"SIN","ORI","18","9542.35379","180","5.9052","9716.44859"
"SIN","ORI","19","8755.09194","86.94985","0","8842.04179"
"SIN","ORI","20","8392.78852","0","6.87064","8385.91788"
"SIN","ORI","21","8803.28383","0","5.7513","8797.53253"
"SIN","ORI","22","9378.43555","12.65835","0","9391.0939"
"SIN","ORI","23","9183.44807","29.01134","0","9212.45941"
"SIN","ORI","24","8638.59496","236","16.03262","8858.56234"
"SIN","PEN","1","766.074642892","0.46254029","1.832929289","764.704253893"
