"Centro Nacional de Control de Energia"
"Estimacion de la Demanda Real del Sistema -Por Balance"
"Sistema Electrico Nacional"
"Reporte Diario"
"Fecha de Publicacion: 08/jun/2019"
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 08/jun/2019 12:50:02 hrs."
"Nota 1: Los acentos de este reporte se omiten intencionalmente por sistema."
"LIQUIDACION 4 (Dia de Operacion: 26/04/2018)"
"Sistema"," Area"," Hora"," Generacion (MWh)"," Flujo Real de Importacion (MWh)"," Flujo Real de Exportacion (MWh)"," Estimacion de Demanda por Balance (MWh) "
"BCA","BCA","1","1504.00033","79.39435","39.79164","1543.60304"
"BCA","BCA","2","1438.82983","56.00598","25.68909","1469.14672"
"BCA","BCA","3","1383.35796","30.04889","0","1413.40685"
"BCA","BCA","4","1339.63639","26.79775","5.78404","1360.6501"
"BCA","BCA","5","1322.31119","38.41475","14.86739","1345.85855"
"BCA","BCA","6","1331.41338","29.0853","8.24715","1352.25153"
"BCA","BCA","7","1359.06188","45.42354","25.1751","1379.31032"
"BCA","BCA","8","1447.24464","42.65961","27.73741","1462.16684"
"BCA","BCA","9","1510.74715","44.80131","30.70336","1524.8451"
"BCA","BCA","10","1552.0094","44.57583","28.21169","1568.37354"
"BCA","BCA","11","1615.58016","16.10406","4.22227","1627.46195"
"BCA","BCA","12","1675.88833","34.15801","27.78004","1682.2663"
"BCA","BCA","13","1716.45181","60.4689","53.90321","1723.0175"
"BCA","BCA","14","1785.612","86.80183","74.69507","1797.71876"
"BCA","BCA","15","1845.15927","109.58796","100.20739","1854.53984"
"BCA","BCA","16","1880.23708","145.58637","135.83548","1889.98797"
"BCA","BCA","17","1896.64314","157.84587","142.43677","1912.05224"
"BCA","BCA","18","1864.9179","170.9127","156.22844","1879.60216"
"BCA","BCA","19","1830.54269","160.13431","152.53782","1838.13918"
"BCA","BCA","20","1832.33477","145.13946","126.2842","1851.19003"
"BCA","BCA","21","1902.02096","166.71558","158.67429","1910.06225"
"BCA","BCA","22","1851.51278","137.40177","124.72498","1864.18957"
"BCA","BCA","23","1761.61316","116.54932","110.25304","1767.90944"
"BCA","BCA","24","1630.64372","87.74947","63.23853","1655.15466"
"BCS","BCS","1","281.6451","0","0","281.6451"
"BCS","BCS","2","268.00131","0","0","268.00131"
"BCS","BCS","3","256.80118","0","0","256.80118"
"BCS","BCS","4","248.45569","0","0","248.45569"
"BCS","BCS","5","243.41983","0","0","243.41983"
"BCS","BCS","6","246.04378","0","0","246.04378"
"BCS","BCS","7","250.61651","0","0","250.61651"
"BCS","BCS","8","251.66294","0","0","251.66294"
"BCS","BCS","9","267.51167","0","0","267.51167"
"BCS","BCS","10","287.52738","0","0","287.52738"
"BCS","BCS","11","303.25778","0","0","303.25778"
"BCS","BCS","12","314.81675","0","0","314.81675"
"BCS","BCS","13","323.86778","0","0","323.86778"
"BCS","BCS","14","332.04561","0","0","332.04561"
"BCS","BCS","15","340.62918","0","0","340.62918"
"BCS","BCS","16","348.55822","0","0","348.55822"
"BCS","BCS","17","354.27855","0","0","354.27855"
"BCS","BCS","18","354.19262","0","0","354.19262"
"BCS","BCS","19","340.29485","0","0","340.29485"
"BCS","BCS","20","332.02236","0","0","332.02236"
"BCS","BCS","21","346.45473","0","0","346.45473"
"BCS","BCS","22","346.10279","0","0","346.10279"
"BCS","BCS","23","339.54593","0","0","339.54593"
"BCS","BCS","24","322.37106","0","0","322.37106"
"SIN","CEN","1","4565.48962","0","0","4565.48962"
"SIN","CEN","2","4477.13006","0","0","4477.13006"
"SIN","CEN","3","4373.64617","0","0","4373.64617"
"SIN","CEN","4","4573.63011","0","0","4573.63011"
"SIN","CEN","5","4554.1026","0","0","4554.1026"
"SIN","CEN","6","4564.25357","0","0","4564.25357"
