"Centro Nacional de Control de Energia"
"Estimacion de la Demanda Real del Sistema -Por Balance"
"Sistema Electrico Nacional"
"Reporte Diario"
"Fecha de Publicacion: 11/oct/2019"
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 11/oct/2019 12:50:02 hrs."
"Nota 1: Los acentos de este reporte se omiten intencionalmente por sistema."
"LIQUIDACION 4 (Dia de Operacion: 05/09/2018)"
"Sistema"," Area"," Hora"," Generacion (MWh)"," Flujo Real de Importacion (MWh)"," Flujo Real de Exportacion (MWh)"," Estimacion de Demanda por Balance (MWh) "
"BCA","BCA","1","1803.19652","117.62995","59.4392","1861.38727"
"BCA","BCA","2","1721.1105","137.62471","83.93177","1774.80344"
"BCA","BCA","3","1636.9207","129.21687","85.99434","1680.14323"
"BCA","BCA","4","1600.90679","121.08227","62.00637","1659.98269"
"BCA","BCA","5","1605.17882","134.79265","96.89719","1643.07428"
"BCA","BCA","6","1633.66619","159.39558","151.5194","1641.54237"
"BCA","BCA","7","1629.45393","165.88153","121.82364","1673.51182"
"BCA","BCA","8","1708.04112","149.73225","82.13223","1775.64114"
"BCA","BCA","9","1828.2656","119.4686","61.7856","1885.9486"
"BCA","BCA","10","1925.52171","72.85118","20.43111","1977.94178"
"BCA","BCA","11","2014.9147","69.25676","4.05915","2080.11231"
"BCA","BCA","12","2132.78749","115.0348","58.63583","2189.18646"
"BCA","BCA","13","2211.43565","152.7285","92.89273","2271.27142"
"BCA","BCA","14","2238.28785","211.28139","115.05282","2334.51642"
"BCA","BCA","15","2270.08247","216.53309","98.6203","2387.99526"
"BCA","BCA","16","2234.28907","278.88391","95.20535","2417.96763"
"BCA","BCA","17","2230.98526","271.82691","92.90919","2409.90298"
"BCA","BCA","18","2226.24345","178.87822","49.63296","2355.48871"
"BCA","BCA","19","2184.92248","120","11.49129","2293.43119"
"BCA","BCA","20","2200.46265","143.7013","21.22913","2322.93482"
"BCA","BCA","21","2189.77718","168.46656","19.57123","2338.67251"
"BCA","BCA","22","2177.62537","125.83669","27.63231","2275.82975"
"BCA","BCA","23","2100.44876","107.52913","57.43075","2150.54714"
"BCA","BCA","24","1963.25687","61.62982","6.86837","2018.01832"
