"Centro Nacional de Control de Energia"
"Estimacion de la Demanda Real del Sistema -Por Balance"
"Sistema Electrico Nacional"
"Reporte Diario"
"Fecha de Publicacion: 26/feb/2020"
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 26/feb/2020 12:50:01 hrs."
"Nota 1: Los acentos de este reporte se omiten intencionalmente por sistema."
"LIQUIDACION 4 (Dia de Operacion: 30/12/2018)"
"Sistema"," Area"," Hora"," Generacion (MWh)"," Flujo Real de Importacion (MWh)"," Flujo Real de Exportacion (MWh)"," Estimacion de Demanda por Balance (MWh) "
"BCA","BCA","1","1133.11719","139.05899","142.25467","1129.92151"
"BCA","BCA","2","1072.53603","150.49107","137.78133","1085.24577"
"BCA","BCA","3","1047.74841","142.75088","147.43392","1043.06537"
"BCA","BCA","4","1039.01946","137.40395","151.25221","1025.1712"
"BCA","BCA","5","1042.77023","158.07177","174.77721","1026.06479"
"BCA","BCA","6","1050.70509","110.44149","140.0809","1021.06568"
"BCA","BCA","7","1097.92909","111.93239","191.88075","1017.98073"
"BCA","BCA","8","1114.72659","137.68739","226.69721","1025.71677"
"BCA","BCA","9","1108.62052","38.16092","95.61151","1051.16993"
"BCA","BCA","10","1112.86213","42.78538","74.83411","1080.8134"
"BCA","BCA","11","1117.73617","58.33612","79.19895","1096.87334"
"BCA","BCA","12","1103.73569","78.22592","95.22416","1086.73745"
"BCA","BCA","13","1121.37181","70.205","83.09416","1108.48265"
"BCA","BCA","14","1114.43673","70.54609","84.2249","1100.75792"
"BCA","BCA","15","1114.97857","66.70227","86.39448","1095.28636"
"BCA","BCA","16","1129.2075","84.20665","102.92114","1110.49301"
"BCA","BCA","17","1213.59052","121.01094","198.98883","1135.61263"
"BCA","BCA","18","1265.52125","105.84642","100.59138","1270.77629"
"BCA","BCA","19","1304.71534","98.77642","91.34772","1312.14404"
"BCA","BCA","20","1302.60227","97.42403","87.09172","1312.93458"
"BCA","BCA","21","1290.31902","103.79977","89.00653","1305.11226"
"BCA","BCA","22","1273.44486","112.54275","106.97337","1279.01424"
"BCA","BCA","23","1210.73714","103.83639","95.59943","1218.9741"
"BCA","BCA","24","1136.77075","129.75027","121.75441","1144.76661"
"BCS","BCA","1","212.99675","0","0","212.99675"
"BCS","BCA","2","203.3265","0","0","203.3265"
"BCS","BCA","3","197.81669","0","0","197.81669"
"BCS","BCA","4","194.41882","0","0","194.41882"
"BCS","BCA","5","193.13428","0","0","193.13428"
"BCS","BCA","6","195.15376","0","0","195.15376"
"BCS","BCA","7","192.59079","0","0","192.59079"
"BCS","BCA","8","199.5243","0","0","199.5243"
"BCS","BCA","9","215.13199","0","0","215.13199"
"BCS","BCA","10","227.67661","0","0","227.67661"
"BCS","BCA","11","235.19723","0","0","235.19723"
"BCS","BCA","12","237.24874","0","0","237.24874"
"BCS","BCA","13","237.46069","0","0","237.46069"
"BCS","BCA","14","237.54139","0","0","237.54139"
"BCS","BCA","15","237.80618","0","0","237.80618"
"BCS","BCA","16","238.3945","0","0","238.3945"
"BCS","BCA","17","238.76417","0","0","238.76417"
"BCS","BCA","18","245.54528","0","0","245.54528"
"BCS","BCA","19","266.17047","0","0","266.17047"
"BCS","BCA","20","264.66926","0","0","264.66926"
"BCS","BCA","21","259.23694","0","0","259.23694"
"BCS","BCA","22","248.99329","0","0","248.99329"
"BCS","BCA","23","234.1623","0","0","234.1623"
"BCS","BCA","24","216.49565","0","0","216.49565"
"SIN","CEN","1","2624.24332","0","0","2624.24332"
"SIN","CEN","2","1918.06474","0","0","1918.06474"
"SIN","CEN","3","1603.42142","0","0","1603.42142"
"SIN","CEN","4","1586.74557","0","0","1586.74557"
"SIN","CEN","5","1622.91673","0","0","1622.91673"
"SIN","CEN","6","1626.10762","0","0","1626.10762"
