"Centro Nacional de Control de Energia"
"Estimacion de la Demanda Real del Sistema -Por Balance"
"Sistema Electrico Nacional"
"Reporte Diario"
"Fecha de Publicacion: 16/sep/2019"
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 16/sep/2019 12:50:01 hrs."
"Nota 1: Los acentos de este reporte se omiten intencionalmente por sistema."
"LIQUIDACION 4 (Dia de Operacion: 09/08/2018)"
"Sistema"," Area"," Hora"," Generacion (MWh)"," Flujo Real de Importacion (MWh)"," Flujo Real de Exportacion (MWh)"," Estimacion de Demanda por Balance (MWh) "
"BCA","BCA","1","2090.73999","507.19388","333.96938","2263.96449"
"BCA","BCA","2","2053.1255","453.87384","311.02583","2195.97351"
"BCA","BCA","3","1932.89911","490.20215","289.35301","2133.74825"
"BCA","BCA","4","1909.28532","431.40457","269.70772","2070.98217"
"BCA","BCA","5","1963.02874","366.85501","286.82946","2043.05429"
"BCA","BCA","6","1938.66832","367.13418","294.56814","2011.23436"
"BCA","BCA","7","1940.96605","379.15423","300.9473","2019.17298"
"BCA","BCA","8","2081.98467","412.24369","315.78813","2178.44023"
"BCA","BCA","9","2108.45559","538.42402","323.10228","2323.77733"
"BCA","BCA","10","2068.46657","751.74827","385.48758","2434.72726"
"BCA","BCA","11","2168.37692","896.88585","501.35099","2563.91178"
"BCA","BCA","12","2230.99137","915.65532","517.65114","2628.99555"
"BCA","BCA","13","2225.04258","925.77279","526.12272","2624.69265"
"BCA","BCA","14","2258.94483","885.13848","498.92407","2645.15924"
"BCA","BCA","15","2259.47341","910.43556","508.07084","2661.83813"
"BCA","BCA","16","2269.15728","912.45757","512.91242","2668.70243"
"BCA","BCA","17","2250.00838","894.48799","500.70144","2643.79493"
"BCA","BCA","18","2195.31453","874.27307","493.20366","2576.38394"
"BCA","BCA","19","2103.14771","760.99372","380.77423","2483.3672"
"BCA","BCA","20","2062.14346","737.52888","360.52702","2439.14532"
"BCA","BCA","21","2098.88201","831.47162","434.35953","2495.9941"
"BCA","BCA","22","2125.12051","759.2431","414.67003","2469.69358"
"BCA","BCA","23","2076.45081","771.78484","389.24959","2458.98606"
