"Centro Nacional de Control de Energia"
"Estimacion de la Demanda Real del Sistema -Por Balance"
"Sistema Electrico Nacional"
"Reporte Diario"
"Fecha de Publicacion: 12/abr/2019"
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 12/abr/2019 12:50:01 hrs."
"Nota 1: Los acentos de este reporte se omiten intencionalmente por sistema."
"LIQUIDACION 4 (Dia de Operacion: 01/03/2018)"
"Sistema"," Area"," Hora"," Generacion (MWh)"," Flujo Real de Importacion (MWh)"," Flujo Real de Exportacion (MWh)"," Estimacion de Demanda por Balance (MWh) "
"BCA","BCA","1","1219.83509","52.64537","49.83763","1222.64283"
"BCA","BCA","2","1173.59565","46.25667","42.16776","1177.68456"
"BCA","BCA","3","1141.5581","55.64272","45.46506","1151.73576"
"BCA","BCA","4","1132.338","52.21843","43.36035","1141.19608"
"BCA","BCA","5","1141.44337","56.40371","52.71615","1145.13093"
"BCA","BCA","6","1196.61592","63.25935","53.87733","1205.99794"
"BCA","BCA","7","1252.58553","88.6112","71.98021","1269.21652"
"BCA","BCA","8","1347.3279","92.92939","77.41829","1362.839"
"BCA","BCA","9","1371.71314","86.17365","74.51521","1383.37158"
"BCA","BCA","10","1407.53783","84.65313","79.52163","1412.66933"
"BCA","BCA","11","1428.50887","93.50624","91.53536","1430.47975"
"BCA","BCA","12","1430.4676","94.09475","88.02162","1436.54073"
"BCA","BCA","13","1413.75953","116.25729","112.37524","1417.64158"
"BCA","BCA","14","1420.5151","126.15831","122.38474","1424.28867"
"BCA","BCA","15","1394.3268","112.13553","103.15018","1403.31215"
"BCA","BCA","16","1393.77769","105.12242","102.37809","1396.52202"
"BCA","BCA","17","1399.56112","94.47306","88.87408","1405.1601"
"BCA","BCA","18","1418.9954","95.08782","92.22044","1421.86278"
"BCA","BCA","19","1533.94936","127.189","119.71099","1541.42737"
"BCA","BCA","20","1540.53642","170.84269","162.65096","1548.72815"
"BCA","BCA","21","1525.41413","164.79439","161.13077","1529.07775"
"BCA","BCA","22","1461.36294","157.30202","148.56508","1470.09988"
"BCA","BCA","23","1374.65931","105.1901","101.07457","1378.77484"
"BCA","BCA","24","1272.87637","110.02969","96.20521","1286.70085"
"BCS","BCS","1","189.69731","0","0","189.69731"
"BCS","BCS","2","180.303","0","0","180.303"
"BCS","BCS","3","176.17162","0","0","176.17162"
"BCS","BCS","4","175.12505","0","0","175.12505"
"BCS","BCS","5","176.57029","0","0","176.57029"
"BCS","BCS","6","186.59643","0","0","186.59643"
"BCS","BCS","7","202.7122","0","0","202.7122"
"BCS","BCS","8","208.23095","0","0","208.23095"
"BCS","BCS","9","217.70811","0","0","217.70811"
"BCS","BCS","10","226.95868","0","0","226.95868"
"BCS","BCS","11","233.59033","0","0","233.59033"
"BCS","BCS","12","236.51349","0","0","236.51349"
"BCS","BCS","13","238.93357","0","0","238.93357"
"BCS","BCS","14","237.25549","0","0","237.25549"
"BCS","BCS","15","237.53602","0","0","237.53602"
"BCS","BCS","16","240.16023","0","0","240.16023"
"BCS","BCS","17","238.42738","0","0","238.42738"
"BCS","BCS","18","238.79696","0","0","238.79696"
"BCS","BCS","19","252.02684","0","0","252.02684"
"BCS","BCS","20","265.84409","0","0","265.84409"
"BCS","BCS","21","259.14093","0","0","259.14093"
"BCS","BCS","22","248.1774","0","0","248.1774"
"BCS","BCS","23","227.51139","0","0","227.51139"
"BCS","BCS","24","207.06167","0","0","207.06167"
"SIN","CEN","1","4171.58264","0","0","4171.58264"
"SIN","CEN","2","4116.371","0","0","4116.371"
"SIN","CEN","3","3785.02112","0","0","3785.02112"
"SIN","CEN","4","3282.07519","0","0","3282.07519"
"SIN","CEN","5","3261.27529","0","0","3261.27529"
"SIN","CEN","6","3688.40973","0","0","3688.40973"
"SIN","CEN","7","4641.68494","0","0","4641.68494"
"SIN","CEN","8","4857.15485","0","0","4857.15485"
"SIN","CEN","9","5541.812436411","0","0","5541.812436411"
"SIN","CEN","10","5747.00305781","0","0","5747.00305781"
"SIN","CEN","11","5852.59220272","0","0","5852.59220272"
"SIN","CEN","12","5843.02200829","0","0","5843.02200829"
"SIN","CEN","13","5803.39979892","0","0","5803.39979892"
"SIN","CEN","14","5823.26867801","0","0","5823.26867801"
"SIN","CEN","15","6009.1088384","0","0","6009.1088384"
"SIN","CEN","16","6018.17108735","0","0","6018.17108735"
"SIN","CEN","17","5826.606466738","0","0","5826.606466738"
"SIN","CEN","18","5847.135953267","0","0","5847.135953267"
"SIN","CEN","19","5856.777020137","0","0","5856.777020137"
"SIN","CEN","20","5844.87581784","0","0","5844.87581784"
"SIN","CEN","21","5778.46651997","0","0","5778.46651997"
"SIN","CEN","22","5663.097246035","0","0","5663.097246035"
"SIN","CEN","23","5464.85817","0","0","5464.85817"
"SIN","CEN","24","5047.77884","0","0","5047.77884"
"SIN","NES","1","10087.767799797","306","1","10392.767799797"
"SIN","NES","2","9371.203098306","306","5","9672.203098306"
"SIN","NES","3","9487.584096665","147","0","9634.584096665"
"SIN","NES","4","9514.739330202","144","0","9658.739330202"
"SIN","NES","5","9213.508780678","144","0","9357.508780678"
"SIN","NES","6","9217.479797983","144","0","9361.479797983"
"SIN","NES","7","9658.09323672558","44","0","9702.09323672558"
"SIN","NES","8","10200.68582828","174","3","10371.68582828"
"SIN","NES","9","10284.029909778","175","0","10459.029909778"
"SIN","NES","10","10078.681309398","152","3","10227.681309398"
"SIN","NES","11","9742.582751597","140","0","9882.582751597"
"SIN","NES","12","9681.6856789","168","6","9843.6856789"
"SIN","NES","13","9710.0407022714","168","1","9877.0407022714"
"SIN","NES","14","9786.5553136881","159","1","9944.5553136881"
"SIN","NES","15","9852.196262885","158","1","10009.196262885"
"SIN","NES","16","9922.45104762","145","1","10066.45104762"
"SIN","NES","17","9955.94948846","145","1","10099.94948846"
"SIN","NES","18","9917.406812126","126","4","10039.406812126"
"SIN","NES","19","9889.841400682","27","0","9916.841400682"
"SIN","NES","20","10277.879173257","36","2","10311.879173257"
"SIN","NES","21","10353.741433009","61","1","10413.741433009"
"SIN","NES","22","10313.815960296","99","1","10411.815960296"
"SIN","NES","23","9987.79350864453","107","0","10094.79350864453"
"SIN","NES","24","9649.144843361","100","0","9749.144843361"
"SIN","NOR","1","2059.35387","0","0","2059.35387"
"SIN","NOR","2","1995.5454","0","0","1995.5454"
"SIN","NOR","3","1889.13947","0","0","1889.13947"
"SIN","NOR","4","1900.77484","0","0","1900.77484"
"SIN","NOR","5","1893.49501","0","0","1893.49501"
"SIN","NOR","6","1898.30385","0","0","1898.30385"
"SIN","NOR","7","1916.80477","0","0","1916.80477"
"SIN","NOR","8","1976.35327","0","0","1976.35327"
"SIN","NOR","9","1947.4305","0","0","1947.4305"
"SIN","NOR","10","2065.66906","0","0","2065.66906"
"SIN","NOR","11","2083.76037","0","0","2083.76037"
"SIN","NOR","12","2124.03928","0","0","2124.03928"
"SIN","NOR","13","2132.88072","0","0","2132.88072"
"SIN","NOR","14","2190.0505","0","0","2190.0505"
"SIN","NOR","15","2220.69488","0","0","2220.69488"
"SIN","NOR","16","2353.53119","0","0","2353.53119"
"SIN","NOR","17","2439.73424","0","0","2439.73424"
"SIN","NOR","18","2433.78248","0","0","2433.78248"
"SIN","NOR","19","2399.81623","0","0","2399.81623"
"SIN","NOR","20","2296.32776","0","0","2296.32776"
"SIN","NOR","21","2298.69702","0","0","2298.69702"
"SIN","NOR","22","2271.83783","0","0","2271.83783"
"SIN","NOR","23","2161.99497","0","0","2161.99497"
"SIN","NOR","24","2091.28054","0","0","2091.28054"
"SIN","NTE","1","2504.10445","0","0","2504.10445"
"SIN","NTE","2","2466.5006","0","0","2466.5006"
"SIN","NTE","3","2439.24031","0","0","2439.24031"
"SIN","NTE","4","2445.8003","0","0","2445.8003"
"SIN","NTE","5","2444.4178","0","0","2444.4178"
"SIN","NTE","6","2483.77623","0","0","2483.77623"
"SIN","NTE","7","2514.32648","0","0","2514.32648"
"SIN","NTE","8","2551.29791","0","0","2551.29791"
"SIN","NTE","9","2593.79518","0","0","2593.79518"
"SIN","NTE","10","2586.77876","0","0","2586.77876"
"SIN","NTE","11","2666.18803","0","0","2666.18803"
"SIN","NTE","12","2703.39988","0","0","2703.39988"
"SIN","NTE","13","2831.64094","0","0","2831.64094"
"SIN","NTE","14","2758.89102","0","0","2758.89102"
"SIN","NTE","15","2765.52185","0","0","2765.52185"
"SIN","NTE","16","2782.41606","0","0","2782.41606"
"SIN","NTE","17","2823.85548","0","0","2823.85548"
"SIN","NTE","18","2820.53579","0","0","2820.53579"
"SIN","NTE","19","2745.54451","0","0","2745.54451"
"SIN","NTE","20","2746.90481","0","0","2746.90481"
"SIN","NTE","21","2723.50362","0","0","2723.50362"
"SIN","NTE","22","2722.26261","0","0","2722.26261"
"SIN","NTE","23","2723.44057","0","0","2723.44057"
"SIN","NTE","24","2525.2649","0","0","2525.2649"
"SIN","OCC","1","4758.42802","0","0","4758.42802"
"SIN","OCC","2","4629.71666","0","0","4629.71666"
"SIN","OCC","3","4384.65308","0","0","4384.65308"
"SIN","OCC","4","4593.03632","0","0","4593.03632"
"SIN","OCC","5","4501.78305","0","0","4501.78305"
"SIN","OCC","6","4555.44709","0","0","4555.44709"
"SIN","OCC","7","4574.93849","0","0","4574.93849"
"SIN","OCC","8","4917.96613","0","0","4917.96613"
"SIN","OCC","9","5183.25861","0","0","5183.25861"
"SIN","OCC","10","5304.12302","0","0","5304.12302"
"SIN","OCC","11","5270.79186","0","0","5270.79186"
"SIN","OCC","12","5335.92319","0","0","5335.92319"
"SIN","OCC","13","5138.44128","0","0","5138.44128"
"SIN","OCC","14","5177.47786","0","0","5177.47786"
