"Centro Nacional de Control de Energia"
"Estimacion de la Demanda Real del Sistema -Por Balance"
"Sistema Electrico Nacional"
"Reporte Diario"
"Fecha de Publicacion: 03/nov/2019"
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 03/nov/2019 12:50:01 hrs."
"Nota 1: Los acentos de este reporte se omiten intencionalmente por sistema."
"LIQUIDACION 4 (Dia de Operacion: 21/09/2018)"
"Sistema"," Area"," Hora"," Generacion (MWh)"," Flujo Real de Importacion (MWh)"," Flujo Real de Exportacion (MWh)"," Estimacion de Demanda por Balance (MWh) "
"BCA","BCA","1","1897.71615","320.24638","263.23487","1954.72766"
"BCA","BCA","2","1817.78111","283.92435","228.26418","1873.44128"
"BCA","BCA","3","1761.09604","282.92569","231.01667","1813.00506"
"BCA","BCA","4","1706.36312","284.04452","229.9084","1760.49924"
"BCA","BCA","5","1687.03566","277.00703","230.91781","1733.12488"
"BCA","BCA","6","1685.23596","274.62407","226.76617","1733.09386"
"BCA","BCA","7","1703.20153","274.95686","212.67258","1765.48581"
"BCA","BCA","8","1790.41983","278.12766","212.59946","1855.94803"
"BCA","BCA","9","1907.949","312.3483","250.70243","1969.59487"
"BCA","BCA","10","1998.9364","371.30166","304.5429","2065.69516"
"BCA","BCA","11","2107.41959","388.56896","316.05349","2179.93506"
"BCA","BCA","12","2155.4923","463.19102","338.19935","2280.48397"
"BCA","BCA","13","2137.67727","539.7077","331.10424","2346.28073"
"BCA","BCA","14","2151.68519","584.11927","341.21296","2394.5915"
"BCA","BCA","15","2155.82434","594.9458","341.01145","2409.75869"
"BCA","BCA","16","2082.85754","629.43387","313.67004","2398.62137"
"BCA","BCA","17","2012.37007","666.78093","297.9889","2381.1621"
"BCA","BCA","18","2007.0874","705.11001","396.39844","2315.79897"
"BCA","BCA","19","1997.18332","639.56027","374.55321","2262.19038"
"BCA","BCA","20","2020.40666","659.16219","355.50895","2324.0599"
"BCA","BCA","21","2068.08962","478.85505","243.38997","2303.5547"
"BCA","BCA","22","2008.09699","443.94193","225.12653","2226.91239"
"BCA","BCA","23","1955.0195","544.29419","360.29145","2139.02224"
"BCA","BCA","24","1888.06349","454.98302","315.53085","2027.51566"
"BCS","BCS","1","343.07562","0","0","343.07562"
"BCS","BCS","2","324.36056","0","0","324.36056"
"BCS","BCS","3","309.26787","0","0","309.26787"
"BCS","BCS","4","296.64346","0","0","296.64346"
"BCS","BCS","5","287.89738","0","0","287.89738"
"BCS","BCS","6","284.02333","0","0","284.02333"
"BCS","BCS","7","285.59203","0","0","285.59203"
"BCS","BCS","8","288.72252","0","0","288.72252"
"BCS","BCS","9","310.02399","0","0","310.02399"
"BCS","BCS","10","330.91758","0","0","330.91758"
"BCS","BCS","11","346.62952","0","0","346.62952"
"BCS","BCS","12","356.04201","0","0","356.04201"
"BCS","BCS","13","363.84032","0","0","363.84032"
"BCS","BCS","14","374.41193","0","0","374.41193"
"BCS","BCS","15","387.96346","0","0","387.96346"
"BCS","BCS","16","402.41427","0","0","402.41427"
"BCS","BCS","17","407.96681","0","0","407.96681"
"BCS","BCS","18","401.86215","0","0","401.86215"
"BCS","BCS","19","384.92187","0","0","384.92187"
"BCS","BCS","20","383.06605","0","0","383.06605"
"BCS","BCS","21","392.94065","0","0","392.94065"
"BCS","BCS","22","395.4873","0","0","395.4873"
"BCS","BCS","23","390.91973","0","0","390.91973"
"BCS","BCS","24","376.40223","0","0","376.40223"
"SIN","CEN","1","3485.90337","0","0","3485.90337"
"SIN","CEN","2","3104.54506","0","0","3104.54506"
"SIN","CEN","3","3093.65559","0","0","3093.65559"
"SIN","CEN","4","3008.45036","0","0","3008.45036"
"SIN","CEN","5","2903.30976","0","0","2903.30976"
"SIN","CEN","6","2875.09281","0","0","2875.09281"
"SIN","CEN","7","3041.61826","0","0","3041.61826"
"SIN","CEN","8","3137.73758","0","0","3137.73758"
"SIN","CEN","9","3594.41446","0","0","3594.41446"
"SIN","CEN","10","3941.36019","0","0","3941.36019"
"SIN","CEN","11","4202.88531","0","0","4202.88531"
"SIN","CEN","12","4755.71116","0","0","4755.71116"
"SIN","CEN","13","4820.28841","0","0","4820.28841"
"SIN","CEN","14","5027.74057","0","0","5027.74057"
"SIN","CEN","15","5110.27726","0","0","5110.27726"
"SIN","CEN","16","5103.73596","0","0","5103.73596"
"SIN","CEN","17","4836.04837","0","0","4836.04837"
"SIN","CEN","18","4532.50848","0","0","4532.50848"
"SIN","CEN","19","4254.13642","0","0","4254.13642"
"SIN","CEN","20","4207.55955","0","0","4207.55955"
"SIN","CEN","21","4676.03718","0","0","4676.03718"
"SIN","CEN","22","4741.43696","0","0","4741.43696"
"SIN","CEN","23","4310.41421","0","0","4310.41421"
"SIN","CEN","24","3964.19396","0","0","3964.19396"
"SIN","NES","1","10187.84167","420","3","10604.84167"
"SIN","NES","2","10247.81672","420","3","10664.81672"
"SIN","NES","3","10124.96982","420","2","10542.96982"
"SIN","NES","4","10004.64853","420","2","10422.64853"
"SIN","NES","5","9799.10162","421","3","10217.10162"
"SIN","NES","6","9741.12654","421","3","10159.12654"
"SIN","NES","7","9854.2653","421","2","10273.2653"
"SIN","NES","8","10000.68601","421","2","10419.68601"
"SIN","NES","9","10148.19636","421","3","10566.19636"
"SIN","NES","10","10237.60806","420","4","10653.60806"
"SIN","NES","11","10167.641","131","3","10295.641"
"SIN","NES","12","10186.41831","130","4","10312.41831"
"SIN","NES","13","10155.32787","130","5","10280.32787"
"SIN","NES","14","10087.4099","125","5","10207.4099"
"SIN","NES","15","9746.54318","129","6","9869.54318"
"SIN","NES","16","9732.55092","129","6","9855.55092"
"SIN","NES","17","9905.01027","154","7","10052.01027"
"SIN","NES","18","10451.51985","204","26","10629.51985"
"SIN","NES","19","10685.95221","289","7","10967.95221"
"SIN","NES","20","10844.11832","310","8","11146.11832"
"SIN","NES","21","10668.98646","330","7","10991.98646"
"SIN","NES","22","10461.74752","370","35","10796.74752"
"SIN","NES","23","10573.61562","391","5","10959.61562"
"SIN","NES","24","10560.41028","391","4","10947.41028"
"SIN","NOR","1","3368.20896","0","0","3368.20896"
"SIN","NOR","2","3286.16024","0","0","3286.16024"
"SIN","NOR","3","3251.19588","0","0","3251.19588"
"SIN","NOR","4","3125.95133","0","0","3125.95133"
"SIN","NOR","5","3170.49308","0","0","3170.49308"
"SIN","NOR","6","3091.5629","0","0","3091.5629"
"SIN","NOR","7","3111.16533","0","0","3111.16533"
"SIN","NOR","8","3166.49777","0","0","3166.49777"
"SIN","NOR","9","3157.87163","0","0","3157.87163"
"SIN","NOR","10","3191.38594","0","0","3191.38594"
"SIN","NOR","11","3305.35335","0","0","3305.35335"
"SIN","NOR","12","3421.07345","0","0","3421.07345"
"SIN","NOR","13","3504.59952","0","0","3504.59952"
"SIN","NOR","14","3529.33848","0","0","3529.33848"
"SIN","NOR","15","3597.30487","0","0","3597.30487"
"SIN","NOR","16","3673.86984","0","0","3673.86984"
"SIN","NOR","17","3633.51526","0","0","3633.51526"
"SIN","NOR","18","3782.00085","0","0","3782.00085"
"SIN","NOR","19","3796.62435","0","0","3796.62435"
"SIN","NOR","20","3779.05304","0","0","3779.05304"
"SIN","NOR","21","3743.90488","0","0","3743.90488"
"SIN","NOR","22","3687.98516","0","0","3687.98516"
"SIN","NOR","23","3633.86751","0","0","3633.86751"
"SIN","NOR","24","3563.75342","0","0","3563.75342"
"SIN","NTE","1","3084.40241","0","0","3084.40241"
"SIN","NTE","2","3081.57562","0","0","3081.57562"
"SIN","NTE","3","3070.74729","0","0","3070.74729"
"SIN","NTE","4","3077.38239","0","0","3077.38239"
"SIN","NTE","5","3077.49401","0","0","3077.49401"
"SIN","NTE","6","3058.52209","0","0","3058.52209"
"SIN","NTE","7","3083.35106","0","0","3083.35106"
"SIN","NTE","8","3136.369","0","0","3136.369"
"SIN","NTE","9","3272.05724","0","0","3272.05724"
"SIN","NTE","10","3415.99109","0","0","3415.99109"
"SIN","NTE","11","3569.26558","0","0","3569.26558"
"SIN","NTE","12","3692.23208","0","0","3692.23208"
"SIN","NTE","13","3726.79253","0","0","3726.79253"
"SIN","NTE","14","3697.60077","0","0","3697.60077"
"SIN","NTE","15","3677.85879","0","0","3677.85879"
"SIN","NTE","16","3690.80437","0","0","3690.80437"
"SIN","NTE","17","3823.45471","0","0","3823.45471"
"SIN","NTE","18","3781.74837","0","0","3781.74837"
"SIN","NTE","19","3628.56421","0","0","3628.56421"
"SIN","NTE","20","3409.7479","0","0","3409.7479"
"SIN","NTE","21","3351.88198","0","0","3351.88198"
"SIN","NTE","22","3352.21189","0","0","3352.21189"
"SIN","NTE","23","3283.78562","0","0","3283.78562"
"SIN","NTE","24","3028.02015","0","0","3028.02015"
"SIN","OCC","1","5266.55328","0","0","5266.55328"
"SIN","OCC","2","5282.84488","0","0","5282.84488"
"SIN","OCC","3","5173.4775","0","0","5173.4775"
"SIN","OCC","4","5004.06944","0","0","5004.06944"
"SIN","OCC","5","4877.75197","0","0","4877.75197"
"SIN","OCC","6","5346.85238","0","0","5346.85238"
"SIN","OCC","7","5852.2717","0","0","5852.2717"
"SIN","OCC","8","6141.62695","0","0","6141.62695"
"SIN","OCC","9","6395.52406","0","0","6395.52406"
"SIN","OCC","10","6883.8466","0","0","6883.8466"
"SIN","OCC","11","7224.96204","0","0","7224.96204"
"SIN","OCC","12","7181.45691","0","0","7181.45691"
"SIN","OCC","13","7186.3318","0","0","7186.3318"
"SIN","OCC","14","7198.38116","0","0","7198.38116"
"SIN","OCC","15","7156.46669","0","0","7156.46669"
"SIN","OCC","16","7470.26251","0","0","7470.26251"
"SIN","OCC","17","7668.5284","0","0","7668.5284"
"SIN","OCC","18","7530.78056","0","0","7530.78056"
"SIN","OCC","19","7227.15934","0","0","7227.15934"
"SIN","OCC","20","7378.16494","0","0","7378.16494"
"SIN","OCC","21","7691.75151","0","0","7691.75151"
"SIN","OCC","22","7706.11801","0","0","7706.11801"
"SIN","OCC","23","7627.61793","0","0","7627.61793"
"SIN","OCC","24","6846.59755","0","0","6846.59755"
"SIN","ORI","1","7869.9044","179.79705","120","7929.70145"
"SIN","ORI","2","7109.04691","145.79054","120","7134.83745"
"SIN","ORI","3","6765.24579","61.47158","120","6706.71737"
"SIN","ORI","4","6686.09813","61","122.31436","6624.78377"
"SIN","ORI","5","6738.95876","65.69224","120","6684.651"
"SIN","ORI","6","6489.84083","61","123.171","6427.66983"
"SIN","ORI","7","7070.74383","70.92725","120","7021.67108"
"SIN","ORI","8","7365.40212","73.74982","120","7319.15194"
"SIN","ORI","9","7282.19277","68.47792","120","7230.67069"
"SIN","ORI","10","7343.47436","61","121.3124","7283.16196"
"SIN","ORI","11","7585.24615","80.32344","120","7545.56959"
"SIN","ORI","12","7558.9568","61","130.93752","7489.01928"
"SIN","ORI","13","7783.44718","51.11774","120","7714.56492"
"SIN","ORI","14","7989.71111","61","124.95723","7925.75388"
"SIN","ORI","15","8432.55875","145","128.27348","8449.28527"
"SIN","ORI","16","8630.48371","8.61678","120","8519.10049"
"SIN","ORI","17","8280.42649","71.03463","120","8231.46112"
"SIN","ORI","18","7676.49974","61","127.02792","7610.47182"
"SIN","ORI","19","7064.59354","43","131.31689","6976.27665"
"SIN","ORI","20","7190.57899","8.00527","120","7078.58426"
"SIN","ORI","21","8117.37931","2.68255","120","8000.06186"
"SIN","ORI","22","8039.85953","1.65717","120","7921.5167"
"SIN","ORI","23","8013.27255","51.5636","120","7944.83615"
"SIN","ORI","24","8084.47192","145","122.73663","8106.73529"
"SIN","PEN","1","845.7631955870004","0","22.46069629","823.3024992970004"
"SIN","PEN","2","763.567763446","0","20.890356811","742.677406635"
"SIN","PEN","3","679.588667114","0","21.949570678","657.639096436"
"SIN","PEN","4","653.276762718","0","20.756981933","632.519780785"
"SIN","PEN","5","649.622435335","0","20.759864135","628.8625712"
"SIN","PEN","6","649.528152708","0","20.066275025","629.461877683"
"SIN","PEN","7","648.315010204","0","16.877163085","631.437847119"
"SIN","PEN","8","626.675270968","0","18.330815065","608.344455903"
"SIN","PEN","9","624.160691665","0","19.24255652","604.918135145"
"SIN","PEN","10","621.452494755","0","20.199871827","601.252622928"
"SIN","PEN","11","667.57271368","0","20.543046875","647.029666805"
"SIN","PEN","12","728.454307454","0","20.043087037","708.411220417"
"SIN","PEN","13","788.4543486849998","0","11.667322693","776.7870259919998"
"SIN","PEN","14","727.9864896299997","0.009529378","0.354573817","727.6414451909997"
"SIN","PEN","15","725.7375663229996","0.005706086","0.634219084","725.1090533249996"
"SIN","PEN","16","721.707434878","0.046234345","0.46449058","721.289178643"
"SIN","PEN","17","787.8142971829995","0.049061911","0.322092904","787.5412661899995"
"SIN","PEN","18","854.5573957880001","0.007403907","14.759287815","839.8055118800001"
"SIN","PEN","19","885.5867707720001","0","21.287517945","864.2992528270001"
"SIN","PEN","20","847.5553129999996","0.214932424","0.794931098","846.9753143259996"
"SIN","PEN","21","851.6474091730002","0.000082862","0.730966715","850.9165253200002"
"SIN","PEN","22","834.0079012490001","0.002036256","0.579272919","833.4306645860001"
"SIN","PEN","23","796.305168726","0.014004133","0.382233034","795.936939825"
"SIN","PEN","24","790.584058138","0.108562216","0.681098819","790.011521535"
