"Centro Nacional de Control de Energia"
"Estimacion de la Demanda Real del Sistema -Por Balance"
"Sistema Electrico Nacional"
"Reporte Diario"
"Fecha de Publicacion: 07/may/2019"
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 07/may/2019 12:50:01 hrs."
"Nota 1: Los acentos de este reporte se omiten intencionalmente por sistema."
"LIQUIDACION 4 (Dia de Operacion: 26/03/2018)"
"Sistema"," Area"," Hora"," Generacion (MWh)"," Flujo Real de Importacion (MWh)"," Flujo Real de Exportacion (MWh)"," Estimacion de Demanda por Balance (MWh) "
"BCA","BCA","1","1114.46796","29.49993","145.24092","998.72697"
"BCA","BCA","2","1088.46288","37.51552","158.62021","967.35819"
"BCA","BCA","3","1083.02519","32.50582","164.14773","951.38328"
"BCA","BCA","4","1081.14324","30.73941","163.72669","948.15596"
"BCA","BCA","5","1083.84127","40.58102","152.56762","971.85467"
"BCA","BCA","6","1125.79056","34.43974","129.90477","1030.32553"
"BCA","BCA","7","1161.68065","63.61379","93.07087","1132.22357"
"BCA","BCA","8","1253.17284","29.04516","20.06861","1262.14939"
"BCA","BCA","9","1310.12586","21.86291","3.04701","1328.94176"
"BCA","BCA","10","1363.62333","35.10994","25.85606","1372.87721"
"BCA","BCA","11","1397.16663","120.63738","106.95457","1410.84944"
"BCA","BCA","12","1429.93514","127.92183","118.49913","1439.35784"
"BCA","BCA","13","1427.94987","140.21769","126.09356","1442.074"
"BCA","BCA","14","1438.85334","151.29227","137.76845","1452.37716"
"BCA","BCA","15","1439.22241","151.04024","135.3025","1454.96015"
"BCA","BCA","16","1434.81506","151.50205","138.8427","1447.47441"
"BCA","BCA","17","1417.14306","133.41405","123.74808","1426.80903"
"BCA","BCA","18","1393.2603","119.67292","112.26314","1400.67008"
"BCA","BCA","19","1384.66229","110.16292","103.48211","1391.3431"
"BCA","BCA","20","1477.43136","113.39629","95.8397","1494.98795"
"BCA","BCA","21","1496.93721","97.08705","84.33895","1509.68531"
"BCA","BCA","22","1450.11743","104.68259","91.16293","1463.63709"
"BCA","BCA","23","1373.35004","108.50345","112.7728","1369.08069"
"BCA","BCA","24","1267.38844","91.49874","86.80667","1272.08051"
"BCS","BCS","1","235.31822","0","0","235.31822"
"BCS","BCS","2","226.86455","0","0","226.86455"
"BCS","BCS","3","219.73898","0","0","219.73898"
"BCS","BCS","4","213.40431","0","0","213.40431"
"BCS","BCS","5","211.86922","0","0","211.86922"
"BCS","BCS","6","215.47082","0","0","215.47082"
"BCS","BCS","7","218.63749","0","0","218.63749"
"BCS","BCS","8","233.77716","0","0","233.77716"
"BCS","BCS","9","253.32553","0","0","253.32553"
"BCS","BCS","10","268.84923","0","0","268.84923"
"BCS","BCS","11","277.81532","0","0","277.81532"
"BCS","BCS","12","282.98321","0","0","282.98321"
"BCS","BCS","13","285.07363","0","0","285.07363"
"BCS","BCS","14","287.87595","0","0","287.87595"
"BCS","BCS","15","289.62475","0","0","289.62475"
"BCS","BCS","16","290.96297","0","0","290.96297"
"BCS","BCS","17","292.23427","0","0","292.23427"
"BCS","BCS","18","290.11543","0","0","290.11543"
"BCS","BCS","19","291.94312","0","0","291.94312"
"BCS","BCS","20","303.15632","0","0","303.15632"
"BCS","BCS","21","296.3308","0","0","296.3308"
"BCS","BCS","22","284.41776","0","0","284.41776"
"BCS","BCS","23","266.73975","0","0","266.73975"
"BCS","BCS","24","246.24212","0","0","246.24212"
"SIN","CEN","1","4287.62235","0","0","4287.62235"
"SIN","CEN","2","4177.61929","0","0","4177.61929"
"SIN","CEN","3","3868.32307","0","0","3868.32307"
"SIN","CEN","4","3412.11088","0","0","3412.11088"
"SIN","CEN","5","3527.95192","0","0","3527.95192"
"SIN","CEN","6","4042.79375","0","0","4042.79375"
"SIN","CEN","7","4338.65629","0","0","4338.65629"
"SIN","CEN","8","4924.278930795","0","0","4924.278930795"
"SIN","CEN","9","5053.40446566","0","0","5053.40446566"
"SIN","CEN","10","5075.13862921","0","0","5075.13862921"
"SIN","CEN","11","5201.88219485","0","0","5201.88219485"
"SIN","CEN","12","5222.09345656","0","0","5222.09345656"
"SIN","CEN","13","5188.09707435","0","0","5188.09707435"
"SIN","CEN","14","5198.81289769","0","0","5198.81289769"
"SIN","CEN","15","5224.42076165","0","0","5224.42076165"
"SIN","CEN","16","5345.70463727","0","0","5345.70463727"
"SIN","CEN","17","5367.50516466","0","0","5367.50516466"
"SIN","CEN","18","5380.37865205","0","0","5380.37865205"
"SIN","CEN","19","5427.79619344","0","0","5427.79619344"
"SIN","CEN","20","5434.39657626","0","0","5434.39657626"
"SIN","CEN","21","5414.80005692","0","0","5414.80005692"
"SIN","CEN","22","5405.34250543","0","0","5405.34250543"
"SIN","CEN","23","5154.29949789","0","0","5154.29949789"
"SIN","CEN","24","4980.92662809","0","0","4980.92662809"
"SIN","NES","1","9405.369845577","421","1","9825.369845577"
"SIN","NES","2","9413.103071507","421","1","9833.103071507"
"SIN","NES","3","9333.013794834","421","1","9753.013794834"
"SIN","NES","4","8841.83034953","421","3","9259.83034953"
"SIN","NES","5","8831.267848886","375","2","9204.267848886"
"SIN","NES","6","9039.392173778","336","0","9375.392173778"
"SIN","NES","7","9056.260862801","331","1","9386.260862801"
"SIN","NES","8","9134.088949038","330","1","9463.088949038"
"SIN","NES","9","9174.054603307","330","2","9502.054603307"
"SIN","NES","10","9650.626565274","330","1","9979.626565274"
"SIN","NES","11","9984.065626108","330","2","10312.065626108"
"SIN","NES","12","9971.092119651","330","1","10300.092119651"
"SIN","NES","13","10000.276219024","329","2","10327.276219024"
"SIN","NES","14","9929.609165456","320","4","10245.609165456"
"SIN","NES","15","9796.363872945","320","5","10111.363872945"
"SIN","NES","16","9731.487513487","320","6","10045.487513487"
"SIN","NES","17","9823.554605457","330","7","10146.554605457"
"SIN","NES","18","9951.01724389","330","8","10273.01724389"
"SIN","NES","19","10026.63549520365157943638","330","6","10350.63549520365157943638"
"SIN","NES","20","10289.867589048055265","330","6","10613.867589048055265"
"SIN","NES","21","10426.632446374452118","330","4","10752.632446374452118"
"SIN","NES","22","10295.917927536006241","330","4","10621.917927536006241"
"SIN","NES","23","10176.156817104012734","330","2","10504.156817104012734"
"SIN","NES","24","10007.62257102090018","330","5","10332.62257102090018"
"SIN","NOR","1","2222.51096","0","0","2222.51096"
"SIN","NOR","2","2070.9637","0","0","2070.9637"
"SIN","NOR","3","2009.21054","0","0","2009.21054"
"SIN","NOR","4","1971.34955","0","0","1971.34955"
"SIN","NOR","5","1962.31156","0","0","1962.31156"
"SIN","NOR","6","1964.60531","0","0","1964.60531"
"SIN","NOR","7","2054.84642","0","0","2054.84642"
"SIN","NOR","8","2111.33241","0","0","2111.33241"
"SIN","NOR","9","2168.21749","0","0","2168.21749"
"SIN","NOR","10","2235.08076","0","0","2235.08076"
"SIN","NOR","11","2408.42168","0","0","2408.42168"
"SIN","NOR","12","2574.88248","0","0","2574.88248"
"SIN","NOR","13","2611.01762","0","0","2611.01762"
"SIN","NOR","14","2630.57803","0","0","2630.57803"
"SIN","NOR","15","2653.43285","0","0","2653.43285"
"SIN","NOR","16","2604.74554","0","0","2604.74554"
"SIN","NOR","17","2613.80284","0","0","2613.80284"
"SIN","NOR","18","2465.10019","0","0","2465.10019"
"SIN","NOR","19","2313.63478","0","0","2313.63478"
"SIN","NOR","20","2436.20503","0","0","2436.20503"
"SIN","NOR","21","2450.33053","0","0","2450.33053"
"SIN","NOR","22","2367.37157","0","0","2367.37157"
"SIN","NOR","23","2223.2029","0","0","2223.2029"
"SIN","NOR","24","2215.43064","0","0","2215.43064"
"SIN","NTE","1","2580.64082","0","0","2580.64082"
"SIN","NTE","2","2592.3575","0","0","2592.3575"
"SIN","NTE","3","2591.60238","0","0","2591.60238"
"SIN","NTE","4","2593.04282","0","0","2593.04282"
"SIN","NTE","5","2592.51999","0","0","2592.51999"
"SIN","NTE","6","2591.53285","0","0","2591.53285"
"SIN","NTE","7","2599.15557","0","0","2599.15557"
"SIN","NTE","8","2648.90543","0","0","2648.90543"
"SIN","NTE","9","2759.6487","0","0","2759.6487"
"SIN","NTE","10","2832.5167","0","0","2832.5167"
"SIN","NTE","11","2857.4526","0","0","2857.4526"
"SIN","NTE","12","2860.8047","0","0","2860.8047"
"SIN","NTE","13","3038.22532","0","0","3038.22532"
"SIN","NTE","14","3025.2953","0","0","3025.2953"
"SIN","NTE","15","3026.50055","0","0","3026.50055"
"SIN","NTE","16","3029.68871","0","0","3029.68871"
"SIN","NTE","17","2991.57475","0","0","2991.57475"
