,RegionName,ProcessName,Timeslice,electricity,hfo,gas,geo,heat,CO2f,wind,cook,biomass,water,uranium,solar,coal,diesel,e_demand
2,BajaCalifSouth,e_tec,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8212368
3,BajaCalifSouth,e_tec,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36424736
4,BajaCalifSouth,e_tec,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68212368
5,BajaCalifSouth,e_tec,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68212368
0,BajaCalifSouth,e_tec2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04637104
1,BajaCalifSouth,e_tec2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36424736
2,BajaCalifSouth,e_tec2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4106184
3,BajaCalifSouth,e_tec2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68212368
4,BajaCalifSouth,e_tec2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34106184
5,BajaCalifSouth,e_tec2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34106184
0,Peninsular,e_tec,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19019488
1,Peninsular,e_tec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38038976
2,Peninsular,e_tec,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9509744
3,Peninsular,e_tec,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19019488
4,Peninsular,e_tec,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59509744
5,Peninsular,e_tec,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59509744
0,Peninsular,e_tec2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59509744
1,Peninsular,e_tec2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19019488
2,Peninsular,e_tec2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9754872
3,Peninsular,e_tec2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59509744
4,Peninsular,e_tec2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29754872
5,Peninsular,e_tec2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29754872
