year,dst_region,asset,region,technology,installed,capacity
2045,Central,12,BajaCalifSouth,OC_GAS,2025,709.24460000000
2045,Central,23,Central,CC_GAS,2020,77.11810000000
2045,Central,25,Central,CC_GAS,2030,41.69060000000
2045,Central,26,Central,CC_GAS,2035,42.10750000000
2045,Central,27,Central,HYD_LS,2020,18.85220000000
2045,Central,28,Central,OC_GAS,2020,0.06940000000
2045,Central,29,Central,PV_SSG,2020,3.90230000000
2045,Central,33,Eastern,CC_GAS,2030,1000.00000000000
2045,Central,34,Eastern,CC_GAS,2035,1000.00000000000
2045,Central,97,Western,CC_GAS,2025,1000.00000000000
2045,Central,99,Western,CC_GAS,2035,1000.00000000000
2045,Eastern,7,BajaCalif,ON_WIND,2025,1497.96000000000
2045,Eastern,8,BajaCalif,ON_WIND,2030,1497.96000000000
2045,Eastern,9,BajaCalif,ON_WIND,2035,1497.96000000000
2045,Eastern,19,BajaCalifSouth,ON_WIND,2025,742.92200000000
2045,Eastern,20,BajaCalifSouth,ON_WIND,2040,190.47740000000
2045,Eastern,24,Central,CC_GAS,2025,885.01370000000
2045,Eastern,25,Central,CC_GAS,2030,134.59560000000
2045,Eastern,31,Eastern,CC_GAS,2020,50.46830000000
2045,Eastern,35,Eastern,CSP,2020,154.93640000000
2045,Eastern,36,Eastern,C_H2,2030,1000.00000000000
2045,Eastern,37,Eastern,C_H2,2040,1000.00000000000
2045,Eastern,39,Eastern,HYD_LS,2020,17.45640000000
2045,Eastern,40,Eastern,NUCL,2020,103.05960000000
2045,Eastern,42,Eastern,ON_WIND,2020,14.23850000000
2045,Eastern,46,Eastern,PV_GND,2020,27.80210000000
2045,Eastern,47,Eastern,PV_GND,2040,789.46800000000
2045,Eastern,49,Eastern,PV_SSG,2020,3.50840000000
2045,Eastern,110,Western,HYD_SS,2040,37.21250000000
2045,Western,24,Central,CC_GAS,2025,984.83910000000
2045,Western,32,Eastern,CC_GAS,2025,1000.00000000000
2045,Western,96,Western,CC_GAS,2020,76.31780000000
2045,Western,101,Western,C_H2,2030,1000.00000000000
2045,Western,102,Western,C_H2,2035,1000.00000000000
2045,Western,103,Western,C_H2,2040,1000.00000000000
2045,Western,105,Western,GEOTH,2020,3.27970000000
2045,Western,106,Western,HYD_LS,2020,101.57300000000
2045,Western,107,Western,HYD_LS,2030,1000.00000000000
2045,Western,112,Western,PV_GND,2020,4.24600000000
2045,Western,113,Western,PV_SSG,2020,19.34100000000
2045,Northwest,77,Northwest,CC_GAS,2020,204.83890000000
2045,Northwest,81,Northwest,HYD_LS,2020,26.61640000000
2045,Northwest,86,Northwest,PV_GND,2020,22.00710000000
2045,Northwest,87,Northwest,PV_SSG,2020,4.45040000000
2045,North,2,BajaCalif,OC_GAS,2025,199.31610000000
2045,North,3,BajaCalif,OC_GAS,2030,11.63000000000
2045,North,4,BajaCalif,OC_GAS,2035,382.27110000000
2045,North,5,BajaCalif,OC_GAS,2040,579.25680000000
2045,North,13,BajaCalifSouth,OC_GAS,2030,1000.00000000000
2045,North,14,BajaCalifSouth,OC_GAS,2040,1000.00000000000
