asset,dst_region,year,region,technology,installed,capacity
0,BajaCalif,2035,BajaCalif,CC_GAS,2020,51.55570000000
0,BajaCalif,2040,BajaCalif,CC_GAS,2020,47.28570000000
0,BajaCalif,2045,BajaCalif,CC_GAS,2020,42.23990000000
0,BajaCalif,2049,BajaCalif,CC_GAS,2020,8.44800000000
1,BajaCalif,2035,BajaCalif,OC_GAS,2020,16.81310000000
1,BajaCalif,2040,BajaCalif,OC_GAS,2020,16.81310000000
1,BajaCalif,2045,BajaCalif,OC_GAS,2020,4.46550000000
1,BajaCalif,2049,BajaCalif,OC_GAS,2020,0.89310000000
3,BajaCalif,2035,BajaCalif,OC_OIL,2020,0.21000000000
4,BajaCalif,2035,BajaCalif,ON_WIND,2020,11.73140000000
4,BajaCalif,2040,BajaCalif,ON_WIND,2020,11.73140000000
6,BajaCalif,2035,BajaCalif,PV_GND,2020,0.06560000000
7,BajaCalif,2035,BajaCalif,PV_SSG,2020,4.22580000000
7,BajaCalif,2040,BajaCalif,PV_SSG,2020,4.22580000000
7,BajaCalif,2045,BajaCalif,PV_SSG,2020,1.65170000000
7,BajaCalif,2049,BajaCalif,PV_SSG,2020,0.33030000000
8,BajaCalifSouth,2035,BajaCalifSouth,OC_GAS,2020,2.90130000000
8,BajaCalifSouth,2040,BajaCalifSouth,OC_GAS,2020,2.90130000000
10,BajaCalifSouth,2035,BajaCalifSouth,OC_OIL,2020,9.92440000000
10,BajaCalifSouth,2040,BajaCalifSouth,OC_OIL,2020,1.26140000000
13,BajaCalifSouth,2035,BajaCalifSouth,PV_GND,2020,3.53010000000
13,BajaCalifSouth,2040,BajaCalifSouth,PV_GND,2020,1.57680000000
14,BajaCalifSouth,2035,BajaCalifSouth,PV_SSG,2020,1.07200000000
14,BajaCalifSouth,2040,BajaCalifSouth,PV_SSG,2020,1.07200000000
14,BajaCalifSouth,2045,BajaCalifSouth,PV_SSG,2020,0.00030000000
14,BajaCalifSouth,2049,BajaCalifSouth,PV_SSG,2020,0.00010000000
15,Central,2035,Central,BIO,2020,2.29140000000
15,Central,2040,Central,BIO,2020,2.12300000000
18,Central,2035,Central,CC_GAS,2020,77.11810000000
18,Central,2040,Central,CC_GAS,2020,77.11810000000
18,Central,2045,Central,CC_GAS,2020,77.11810000000
18,Central,2049,Central,CC_GAS,2020,44.01740000000
18,Central,2050,Central,CC_GAS,2020,35.74230000000
18,Central,2054,Central,CC_GAS,2020,33.63980000000
18,Central,2055,Central,CC_GAS,2020,33.11420000000
18,Central,2059,Central,CC_GAS,2020,31.01170000000
18,Central,2060,Central,CC_GAS,2020,30.48610000000
18,Central,2064,Central,CC_GAS,2020,28.38360000000
18,Central,2065,Central,CC_GAS,2020,27.85790000000
18,Central,2069,Central,CC_GAS,2020,25.75550000000
18,Central,2070,Central,CC_GAS,2020,25.22980000000
18,Central,2074,Central,CC_GAS,2020,23.12740000000
18,Central,2075,Central,CC_GAS,2020,22.60170000000
18,Central,2079,Central,CC_GAS,2020,20.49920000000
18,Central,2080,Central,CC_GAS,2020,19.97360000000
18,Central,2084,Central,CC_GAS,2020,17.87110000000
18,Central,2085,Central,CC_GAS,2020,17.87110000000
18,Central,2089,Central,CC_GAS,2020,17.87110000000
18,Central,2090,Central,CC_GAS,2020,17.87110000000
18,Central,2094,Central,CC_GAS,2020,17.87110000000
18,Central,2095,Central,CC_GAS,2020,17.87110000000
18,Central,2099,Central,CC_GAS,2020,17.87110000000
18,Central,2100,Central,CC_GAS,2020,17.87110000000
21,Central,2035,Central,HYD_LS,2020,18.85220000000
21,Central,2040,Central,HYD_LS,2020,18.85220000000
21,Central,2045,Central,HYD_LS,2020,18.85220000000
21,Central,2049,Central,HYD_LS,2020,4.11860000000
21,Central,2050,Central,HYD_LS,2020,0.43520000000
21,Central,2054,Central,HYD_LS,2020,0.40960000000
21,Central,2055,Central,HYD_LS,2020,0.40320000000
21,Central,2059,Central,HYD_LS,2020,0.37760000000
21,Central,2060,Central,HYD_LS,2020,0.37120000000
21,Central,2064,Central,HYD_LS,2020,0.34560000000
21,Central,2065,Central,HYD_LS,2020,0.33920000000
21,Central,2069,Central,HYD_LS,2020,0.31360000000
21,Central,2070,Central,HYD_LS,2020,0.30720000000
21,Central,2074,Central,HYD_LS,2020,0.28160000000
21,Central,2075,Central,HYD_LS,2020,0.27520000000
21,Central,2079,Central,HYD_LS,2020,0.24960000000
21,Central,2080,Central,HYD_LS,2020,0.24320000000
21,Central,2084,Central,HYD_LS,2020,0.21760000000
21,Central,2085,Central,HYD_LS,2020,0.21760000000
21,Central,2089,Central,HYD_LS,2020,0.21760000000
21,Central,2090,Central,HYD_LS,2020,0.21760000000
21,Central,2094,Central,HYD_LS,2020,0.21760000000
21,Central,2095,Central,HYD_LS,2020,0.21760000000
21,Central,2099,Central,HYD_LS,2020,0.21760000000
21,Central,2100,Central,HYD_LS,2020,0.21760000000
22,Central,2035,Central,OC_GAS,2020,23.39400000000
22,Central,2040,Central,OC_GAS,2020,17.68980000000
22,Central,2045,Central,OC_GAS,2020,0.06940000000
22,Central,2049,Central,OC_GAS,2020,0.01390000000
23,Central,2035,Central,OC_OIL,2020,0.54180000000
23,Central,2040,Central,OC_OIL,2020,0.37840000000
24,Central,2035,Central,ON_WIND,2020,0.41690000000
25,Central,2035,Central,PV_GND,2020,1.34600000000
25,Central,2040,Central,PV_GND,2020,1.34600000000
26,Central,2035,Central,PV_SSG,2020,15.16090000000
26,Central,2040,Central,PV_SSG,2020,15.16090000000
26,Central,2045,Central,PV_SSG,2020,3.90230000000
26,Central,2049,Central,PV_SSG,2020,0.78050000000
27,Eastern,2035,Eastern,BIO,2020,15.18460000000
27,Eastern,2040,Eastern,BIO,2020,11.33910000000
29,Eastern,2035,Eastern,CC_GAS,2020,97.26770000000
29,Eastern,2040,Eastern,CC_GAS,2020,57.91080000000
29,Eastern,2045,Eastern,CC_GAS,2020,50.46830000000
29,Eastern,2049,Eastern,CC_GAS,2020,10.09370000000
36,Eastern,2035,Eastern,HYD_LS,2020,82.48560000000
36,Eastern,2040,Eastern,HYD_LS,2020,18.15210000000
36,Eastern,2045,Eastern,HYD_LS,2020,17.45640000000
36,Eastern,2049,Eastern,HYD_LS,2020,17.39290000000
36,Eastern,2050,Eastern,HYD_LS,2020,17.37700000000
36,Eastern,2054,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2055,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2059,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2060,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2064,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2065,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2069,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2070,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2074,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2075,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2079,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2080,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2084,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2085,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2089,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2090,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2094,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2095,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2099,Eastern,HYD_LS,2020,8.68850000000
36,Eastern,2100,Eastern,HYD_LS,2020,8.68850000000
37,Eastern,2035,Eastern,NUCL,2020,103.05960000000
37,Eastern,2040,Eastern,NUCL,2020,103.05960000000
37,Eastern,2045,Eastern,NUCL,2020,103.05960000000
37,Eastern,2049,Eastern,NUCL,2020,103.05960000000
37,Eastern,2050,Eastern,NUCL,2020,103.05960000000
37,Eastern,2054,Eastern,NUCL,2020,51.52980000000
37,Eastern,2055,Eastern,NUCL,2020,51.52980000000
37,Eastern,2059,Eastern,NUCL,2020,51.52980000000
37,Eastern,2060,Eastern,NUCL,2020,51.52980000000
37,Eastern,2064,Eastern,NUCL,2020,51.52980000000
37,Eastern,2065,Eastern,NUCL,2020,51.52980000000
37,Eastern,2069,Eastern,NUCL,2020,51.52980000000
37,Eastern,2070,Eastern,NUCL,2020,51.52980000000
37,Eastern,2074,Eastern,NUCL,2020,51.52980000000
37,Eastern,2075,Eastern,NUCL,2020,51.52980000000
37,Eastern,2079,Eastern,NUCL,2020,51.52980000000
37,Eastern,2080,Eastern,NUCL,2020,51.52980000000
