asset,dst_region,year,region,technology,installed,capacity
6,Central,2050,Central,CC_GAS,2020,35.74230000000
6,Central,2054,Central,CC_GAS,2020,19.34290000000
6,Central,2055,Central,CC_GAS,2020,15.24300000000
6,Central,2059,Central,CC_GAS,2020,13.14050000000
6,Central,2060,Central,CC_GAS,2020,12.61490000000
6,Central,2064,Central,CC_GAS,2020,10.51240000000
6,Central,2065,Central,CC_GAS,2020,9.98680000000
6,Central,2069,Central,CC_GAS,2020,7.88430000000
6,Central,2070,Central,CC_GAS,2020,7.35870000000
6,Central,2074,Central,CC_GAS,2020,5.25620000000
6,Central,2075,Central,CC_GAS,2020,4.73060000000
6,Central,2079,Central,CC_GAS,2020,2.62810000000
6,Central,2080,Central,CC_GAS,2020,2.10250000000
9,Central,2050,Central,HYD_LS,2020,0.43520000000
9,Central,2054,Central,HYD_LS,2020,0.23550000000
9,Central,2055,Central,HYD_LS,2020,0.18560000000
9,Central,2059,Central,HYD_LS,2020,0.16000000000
9,Central,2060,Central,HYD_LS,2020,0.15360000000
9,Central,2064,Central,HYD_LS,2020,0.12800000000
9,Central,2065,Central,HYD_LS,2020,0.12160000000
9,Central,2069,Central,HYD_LS,2020,0.09600000000
9,Central,2070,Central,HYD_LS,2020,0.08960000000
9,Central,2074,Central,HYD_LS,2020,0.06400000000
9,Central,2075,Central,HYD_LS,2020,0.05760000000
9,Central,2079,Central,HYD_LS,2020,0.03200000000
9,Central,2080,Central,HYD_LS,2020,0.02560000000
13,Eastern,2050,Eastern,HYD_LS,2020,17.37700000000
13,Eastern,2054,Eastern,HYD_LS,2020,1.73770000000
14,Eastern,2050,Eastern,NUCL,2020,103.05960000000
14,Eastern,2054,Eastern,NUCL,2020,10.30600000000
16,North,2050,North,CC_GAS,2020,61.17290000000
16,North,2054,North,CC_GAS,2020,27.96480000000
16,North,2055,North,CC_GAS,2020,19.66270000000
16,North,2059,North,CC_GAS,2020,10.92370000000
16,North,2060,North,CC_GAS,2020,8.73900000000
19,North,2050,North,HYD_LS,2020,1.24440000000
19,North,2054,North,HYD_LS,2020,0.56890000000
19,North,2055,North,HYD_LS,2020,0.40000000000
19,North,2059,North,HYD_LS,2020,0.22220000000
19,North,2060,North,HYD_LS,2020,0.17780000000
24,Northwest,2050,Northwest,CC_GAS,2020,5.48730000000
24,Northwest,2054,Northwest,CC_GAS,2020,2.96960000000
24,Northwest,2055,Northwest,CC_GAS,2020,2.34020000000
24,Northwest,2059,Northwest,CC_GAS,2020,2.01740000000
24,Northwest,2060,Northwest,CC_GAS,2020,1.93670000000
24,Northwest,2064,Northwest,CC_GAS,2020,1.61390000000
24,Northwest,2065,Northwest,CC_GAS,2020,1.53320000000
24,Northwest,2069,Northwest,CC_GAS,2020,1.21040000000
24,Northwest,2070,Northwest,CC_GAS,2020,1.12970000000
24,Northwest,2074,Northwest,CC_GAS,2020,0.80700000000
24,Northwest,2075,Northwest,CC_GAS,2020,0.72630000000
24,Northwest,2079,Northwest,CC_GAS,2020,0.40350000000
24,Northwest,2080,Northwest,CC_GAS,2020,0.32280000000
32,Western,2050,Western,CC_GAS,2020,55.15650000000
32,Western,2054,Western,CC_GAS,2020,5.51560000000
36,Western,2050,Western,HYD_LS,2020,101.57300000000
36,Western,2054,Western,HYD_LS,2020,10.15730000000
