year,asset,dst_region,region,technology,installed,capacity
2025,0,BajaCalif,BajaCalif,CC_GAS,2020,236.08040000000
2025,1,BajaCalif,BajaCalif,GEOTH,2020,36.25690000000
2025,2,BajaCalif,BajaCalif,OC_GAS,2020,38.57290000000
2025,4,BajaCalif,BajaCalif,OC_OIL,2020,6.44970000000
2025,6,BajaCalif,BajaCalif,ON_WIND,2020,12.36210000000
2025,8,BajaCalif,BajaCalif,PV_GND,2020,2.87990000000
2025,9,BajaCalifSouth,BajaCalifSouth,CC_OIL,2020,36.61270000000
2025,10,BajaCalifSouth,BajaCalifSouth,GEOTH,2020,0.63070000000
2025,11,BajaCalifSouth,BajaCalifSouth,OC_GAS,2020,2.90130000000
2025,13,BajaCalifSouth,BajaCalifSouth,OC_OIL,2020,60.64180000000
2025,14,Eastern,BajaCalifSouth,ON_WIND,2020,15.16050000000
2025,16,BajaCalifSouth,BajaCalifSouth,PV_GND,2020,3.53010000000
2025,17,Central,Central,BIO,2020,2.35260000000
2025,18,Central,Central,CC_GAS,2020,211.96100000000
2025,21,Central,Central,HYD_LS,2020,23.25020000000
2025,22,Central,Central,OC_GAS,2020,185.19770000000
2025,23,Central,Central,OC_OIL,2020,6.30720000000
2025,24,Central,Central,ON_WIND,2020,0.41690000000
2025,25,Central,Central,PV_GND,2020,8.77580000000
2025,26,Eastern,Eastern,BIO,2020,21.57440000000
2025,27,Eastern,Eastern,CC_GAS,2020,336.76350000000
2025,29,Eastern,Eastern,CC_OIL,2020,1.52630000000
2025,30,Eastern,Eastern,COALP,2020,175.23670000000
2025,34,Eastern,Eastern,GEOTH,2020,6.81180000000
2025,35,Eastern,Eastern,HYD_LS,2020,407.91690000000
2025,36,Eastern,Eastern,NUCL,2020,103.05960000000
2025,37,Eastern,Eastern,OC_GAS,2020,98.32550000000
2025,38,Eastern,Eastern,OC_OIL,2020,222.65170000000
2025,39,Eastern,Eastern,ON_WIND,2020,194.95680000000
2025,39,BajaCalifSouth,Eastern,ON_WIND,2020,895.28850000000
2025,39,Peninsular,Eastern,ON_WIND,2020,1000.00000000000
2025,41,Eastern,Eastern,PV_GND,2020,27.80210000000
2025,43,North,North,BIO,2020,0.71590000000
2025,44,North,North,CC_GAS,2020,298.92530000000
2025,45,North,North,COALP,2020,4.09970000000
2025,46,North,North,HYD_LS,2020,3.01040000000
2025,47,North,North,OC_GAS,2020,15.01620000000
2025,48,North,North,OC_OIL,2020,46.78370000000
2025,49,North,North,PV_GND,2020,58.33280000000
2025,50,Northeast,Northeast,BIO,2020,5.33840000000
2025,51,Northeast,Northeast,CC_GAS,2020,788.94370000000
2025,52,Northeast,Northeast,COALP,2020,171.55580000000
2025,53,Northeast,Northeast,HYD_LS,2020,6.14950000000
2025,54,Northeast,Northeast,OC_GAS,2020,134.43100000000
2025,55,Northeast,Northeast,OC_OIL,2020,7.88720000000
2025,56,Northeast,Northeast,ON_WIND,2020,168.91940000000
2025,57,Northeast,Northeast,PV_GND,2020,54.97730000000
2025,58,Northwest,Northwest,CC_GAS,2020,289.92430000000
2025,59,Northwest,Northwest,CC_OIL,2020,0.60550000000
2025,60,Northwest,Northwest,HYD_LS,2020,59.36340000000
2025,61,Northwest,Northwest,OC_GAS,2020,98.89690000000
2025,62,Northwest,Northwest,OC_OIL,2020,40.46700000000
2025,63,Northwest,Northwest,ON_WIND,2020,0.12610000000
2025,64,Northwest,Northwest,PV_GND,2020,77.61890000000
2025,65,Peninsular,Peninsular,BIO,2020,5.22870000000
2025,66,Peninsular,Peninsular,CC_GAS,2020,132.76210000000
2025,67,Peninsular,Peninsular,CC_OIL,2020,24.16980000000
2025,68,Peninsular,Peninsular,OC_GAS,2020,3.66010000000
2025,69,Peninsular,Peninsular,OC_OIL,2020,81.84290000000
2025,70,Peninsular,Peninsular,ON_WIND,2020,15.63550000000
