ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050,2055
comBoilerHydrogen_solarT,Eastern,PJ/y,0,0,0,0,0,0,0,0
comBoilerLPG,Eastern,PJ/y,0.051033128,0.033681865,0.016840932,0.005103313,0,0,0,0
comCHPFuelCellHdg,Eastern,PJ/y,0,0,0,0,0,0,0,0
comCHPHydrogen,Eastern,PJ/y,0,0,0,0,0,0,0,0
comCookingHydrogen,Eastern,PJ/y,0,0,0,0,0,0,0,0
comCookingLPG,Eastern,PJ/y,0.123161551,0.081286624,0.040643312,0.012316155,0,0,0,0
comMicroCHPHydrogen,Eastern,PJ/y,0,0,0,0,0,0,0,0
comLightingFluorescent,North,PJ/y,1.293881451,0.853961757,0.426980879,0.129388145,0,0,0,0
comLightingOtherCCL,North,PJ/y,0.492907219,0.325318765,0.162659382,0.049290722,0,0,0,0
comLightingLED,North,PJ/y,1.293881451,0.853961757,0.426980879,0.129388145,0,0,0,0
comAppliancesCon,North,PJ/y,1.421622313,0.938270727,0.469135363,0.142162231,0,0,0,0
comCookingElec,North,PJ/y,0.531083879,0.35051536,0.17525768,0.053108388,0,0,0,0
comCookingNG,North,PJ/y,0.531083879,0.35051536,0.17525768,0.053108388,0,0,0,0
comCookingBiomass,North,PJ/y,0,0,0,0,0,0,0,0
comAC,North,PJ/y,1.495409431,0.986970225,0.493485112,0.149540943,0,0,0,0
comACHFC_HC,North,PJ/y,0,0,0,0,0,0,0,0
comACHFO_HC,North,PJ/y,0,0,0,0,0,0,0,0
comBoilerNG,North,PJ/y,0.380067057,0.250844257,0.125422129,0.038006706,0,0,0,0
comBoilerElectric,North,PJ/y,0.369592779,0.243931234,0.121965617,0.036959278,0,0,0,0
comBoilerBiomass,North,PJ/y,0.003600156,0.002376103,0.001188051,0.000360016,0,0,0,0
comBoilerNG_HC,North,PJ/y,0,0,0,0,0,0,0,0
comBoilerElectric_HC,North,PJ/y,0,0,0,0,0,0,0,0
comBoilerBiomass_HC,North,PJ/y,0,0,0,0,0,0,0,0
comBoilerNG_solarT,North,PJ/y,0,0,0,0,0,0,0,0
comBoilerElectriciy_solarT,North,PJ/y,0,0,0,0,0,0,0,0
comBoilerBiomass_solarT,North,PJ/y,0,0,0,0,0,0,0,0
comASHeatPump,North,PJ/y,0,0,0,0,0,0,0,0
comGSHeatPump,North,PJ/y,0,0,0,0,0,0,0,0
comASHeatPump_solarT,North,PJ/y,0,0,0,0,0,0,0,0
comGSHeatPump_solarT,North,PJ/y,0,0,0,0,0,0,0,0
comElectricNightStorage,North,PJ/y,0,0,0,0,0,0,0,0
comElectricResSA_storage,North,PJ/y,0,0,0,0,0,0,0,0
comElectricResSA,North,PJ/y,0,0,0,0,0,0,0,0
comCHPNG,North,PJ/y,0.109490627,0.072263814,0.036131907,0.010949063,0,0,0,0
comCHPBiomass,North,PJ/y,0.03742168,0.024698309,0.012349155,0.003742168,0,0,0,0
comMicroCHPNG,North,PJ/y,0,0,0,0,0,0,0,0
comMicroCHPBiomass,North,PJ/y,0,0,0,0,0,0,0,0
comHVAC_HFC_HC,North,PJ/y,0,0,0,0,0,0,0,0
comHVAC_HFO_HC,North,PJ/y,0,0,0,0,0,0,0,0
comBoilerHydrogen,North,PJ/y,0,0,0,0,0,0,0,0
comBoilerHydrogen_solarT,North,PJ/y,0,0,0,0,0,0,0,0
comBoilerLPG,North,PJ/y,0.009000389,0.005940257,0.002970128,0.000900039,0,0,0,0
