ProcessName,RegionName,Time,Level,cap_par,cap_exp,fix_par,fix_exp,var_par,var_exp,MaxCapacityAddition,MaxCapacityGrowth,TotalCapacityLimit,TechnicalLife,UtilizationFactor,ScalingSize,efficiency,InterestRate,Type,Fuel,EndUse,Agent2,Agent1
cars_battery,Central,2020,fixed,3.61,1.00,0.25,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,electricity,cars,1,0
bus_diesel,Central,2020,fixed,0.22,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_hybriddiesel,Central,2020,fixed,0.60,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_battery,Central,2020,fixed,0.71,1.00,0.05,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_cng,Central,2020,fixed,0.24,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_hybridhydrogenfc,Central,2020,fixed,1.34,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
passengertrain_diesel,Central,2020,fixed,296.00,1.00,3.07,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,diesel,psg_rail,1,0
passengertrain_electric,Central,2020,fixed,280.00,1.00,2.20,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,electricity,psg_rail,1,0
passengertrain_hydrogenfc,Central,2020,fixed,370.00,1.00,7.73,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,hydrogen,psg_rail,1,0
passengertrain_addtrackelec,Central,2020,fixed,323.00,1.00,2.20,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,electricity,psg_rail,1,0
freightjet_kerosene,Central,2020,fixed,2090.00,1.00,41.50,1,0.00,0,10000,100,1000000,30,0.78,7.4052,70,0.1,energy,kerosene,cargo_air,1,0
lightlorry_diesel,Central,2020,fixed,329.00,1.00,114.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,diesel,lorries,1,0
lightlorry_petrol,Central,2020,fixed,320.00,1.00,113.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,gasoline,lorries,1,0
lightlorry_hybridhydrogenfc,Central,2020,fixed,1640.00,1.00,330.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,hydrogen,lorries,1,0
lightlorry_hybridliquidhydrogen,Central,2020,fixed,457.00,1.00,125.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,hydrogen,lorries,1,0
lightlorry_hybridpetrol,Central,2020,fixed,425.00,1.00,131.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,gasoline,lorries,1,0
lightlorry_pluginhybridpetrol,Central,2020,fixed,719.00,1.00,182.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,electricity,lorries,1,0
lightlorry_hybriddiesel,Central,2020,fixed,434.00,1.00,132.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,diesel,lorries,1,0
lightlorry_pluginhybriddiesel,Central,2020,fixed,729.00,1.00,172.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,electricity,lorries,1,0
lightlorry_cng,Central,2020,fixed,352.00,1.00,115.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,cng,lorries,1,0
lightlorry_lpg,Central,2020,fixed,359.00,1.00,116.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,lp_gas,lorries,1,0
heavylorry_diesel,Central,2020,fixed,505.00,1.00,105.00,1,0.00,0,10000,100,1000000,7,0.6,2.5,70,0.1,energy,diesel,lorries,1,0
heavylorry_hybriddiesel,Central,2020,fixed,1330.00,1.00,115.00,1,0.00,0,10000,100,1000000,7,0.6,2.5,70,0.1,energy,diesel,lorries,1,0
heavylorry_hybridhydrogenfc,Central,2020,fixed,2950.00,1.00,128.00,1,0.00,0,10000,100,1000000,7,0.6,2.5,70,0.1,energy,hydrogen,lorries,1,0
heavylorry_cng,Central,2020,fixed,541.00,1.00,115.00,1,0.00,0,10000,100,1000000,7,0.6,2.5,70,0.1,energy,cng,lorries,1,0
heavylorry_petrol,Central,2020,fixed,505.00,1.00,105.00,1,0.00,0,10000,100,1000000,7,0.6,2.5,70,0.1,energy,gasoline,lorries,1,0
freighttrain_diesel,Central,2020,fixed,66.80,1.00,0.87,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,diesel,cargo_rail,1,0
freighttrain_electric,Central,2020,fixed,61.30,1.00,0.60,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,electricity,cargo_rail,1,0
freighttrain_hydrogenfc,Central,2020,fixed,112.00,1.00,2.89,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,hydrogen,cargo_rail,1,0
freighttrain_addtrackelec,Central,2020,fixed,80.20,1.00,0.60,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,electricity,cargo_rail,1,0
shipping_heavyoil,Central,2020,fixed,66.80,1.00,0.87,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,hfo,cargo_mar,1,0
freighttrain_coal,Central,2020,fixed,66.80,1.00,0.87,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,hardcoal,cargo_rail,1,0
passengerjet_kerosene,Eastern,2020,fixed,1530.00,1.00,28.50,1,0.00,0,10000,100,1000000,30,0.78,7.4052,70,0.1,energy,kerosene,psg_air,1,0
cars_petrol,Eastern,2020,fixed,1.04,1.00,0.13,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,gasoline,cars,1,0
cars_lpg,Eastern,2020,fixed,1.17,1.00,0.13,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,lp_gas,cars,1,0
cars_hybridpetrol,Eastern,2020,fixed,1.39,1.00,0.15,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,gasoline,cars,1,0
cars_diesel,Eastern,2020,fixed,1.07,1.00,0.13,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,diesel,cars,1,0
cars_hybriddiesel,Eastern,2020,fixed,1.41,1.00,0.15,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,diesel,cars,1,0
cars_pluginhybriddiesel,Eastern,2020,fixed,2.55,1.00,0.19,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,diesel,cars,1,0
cars_hydrogenfc,Eastern,2020,fixed,6.01,1.00,0.40,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,hydrogen,cars,1,0
cars_hybridhydrogenfc,Eastern,2020,fixed,5.36,1.00,0.37,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,hydrogen,cars,1,0
cars_pluginhybridhydrogenfc,Eastern,2020,fixed,5.62,1.00,0.37,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,electricity,cars,1,0
cars_hybridliquidhydrogen,Eastern,2020,fixed,1.49,1.00,0.14,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,hydrogen,cars,1,0
cars_cng,Eastern,2020,fixed,1.15,1.00,0.13,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,cng,cars,1,0
cars_flexiblefuel,Eastern,2020,fixed,1.05,1.00,0.13,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,gasoline,cars,1,0
cars_battery,Eastern,2020,fixed,3.61,1.00,0.25,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,electricity,cars,1,0
bus_diesel,Eastern,2020,fixed,0.22,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_hybriddiesel,Eastern,2020,fixed,0.60,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_battery,Eastern,2020,fixed,0.71,1.00,0.05,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_cng,Eastern,2020,fixed,0.24,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_hybridhydrogenfc,Eastern,2020,fixed,1.34,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
passengertrain_diesel,Eastern,2020,fixed,296.00,1.00,3.07,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,diesel,psg_rail,1,0
passengertrain_electric,Eastern,2020,fixed,280.00,1.00,2.20,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,electricity,psg_rail,1,0
passengertrain_hydrogenfc,Eastern,2020,fixed,370.00,1.00,7.73,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,hydrogen,psg_rail,1,0
passengertrain_addtrackelec,Eastern,2020,fixed,323.00,1.00,2.20,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,electricity,psg_rail,1,0
freightjet_kerosene,Eastern,2020,fixed,2090.00,1.00,41.50,1,0.00,0,10000,100,1000000,30,0.78,7.4052,70,0.1,energy,kerosene,cargo_air,1,0
lightlorry_diesel,Eastern,2020,fixed,329.00,1.00,114.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,diesel,lorries,1,0
lightlorry_petrol,Eastern,2020,fixed,320.00,1.00,113.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,gasoline,lorries,1,0
lightlorry_hybridhydrogenfc,Eastern,2020,fixed,1640.00,1.00,330.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,hydrogen,lorries,1,0
lightlorry_hybridliquidhydrogen,Eastern,2020,fixed,457.00,1.00,125.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,hydrogen,lorries,1,0
lightlorry_hybridpetrol,Eastern,2020,fixed,425.00,1.00,131.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,gasoline,lorries,1,0
lightlorry_pluginhybridpetrol,Eastern,2020,fixed,719.00,1.00,182.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,electricity,lorries,1,0
lightlorry_hybriddiesel,Eastern,2020,fixed,434.00,1.00,132.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,diesel,lorries,1,0
lightlorry_pluginhybriddiesel,Eastern,2020,fixed,729.00,1.00,172.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,electricity,lorries,1,0
lightlorry_cng,Eastern,2020,fixed,352.00,1.00,115.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,cng,lorries,1,0
lightlorry_lpg,Eastern,2020,fixed,359.00,1.00,116.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,lp_gas,lorries,1,0
heavylorry_diesel,Eastern,2020,fixed,505.00,1.00,105.00,1,0.00,0,10000,100,1000000,7,0.6,2.5,70,0.1,energy,diesel,lorries,1,0
heavylorry_hybriddiesel,Eastern,2020,fixed,1330.00,1.00,115.00,1,0.00,0,10000,100,1000000,7,0.6,2.5,70,0.1,energy,diesel,lorries,1,0
heavylorry_hybridhydrogenfc,Eastern,2020,fixed,2950.00,1.00,128.00,1,0.00,0,10000,100,1000000,7,0.6,2.5,70,0.1,energy,hydrogen,lorries,1,0
heavylorry_cng,Eastern,2020,fixed,541.00,1.00,115.00,1,0.00,0,10000,100,1000000,7,0.6,2.5,70,0.1,energy,cng,lorries,1,0
heavylorry_petrol,Eastern,2020,fixed,505.00,1.00,105.00,1,0.00,0,10000,100,1000000,7,0.6,2.5,70,0.1,energy,gasoline,lorries,1,0
freighttrain_diesel,Eastern,2020,fixed,66.80,1.00,0.87,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,diesel,cargo_rail,1,0
freighttrain_electric,Eastern,2020,fixed,61.30,1.00,0.60,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,electricity,cargo_rail,1,0
freighttrain_hydrogenfc,Eastern,2020,fixed,112.00,1.00,2.89,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,hydrogen,cargo_rail,1,0
freighttrain_addtrackelec,Eastern,2020,fixed,80.20,1.00,0.60,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,electricity,cargo_rail,1,0
shipping_heavyoil,Eastern,2020,fixed,66.80,1.00,0.87,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,hfo,cargo_mar,1,0
freighttrain_coal,Eastern,2020,fixed,66.80,1.00,0.87,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,hardcoal,cargo_rail,1,0
passengerjet_kerosene,Western,2020,fixed,1530.00,1.00,28.50,1,0.00,0,10000,100,1000000,30,0.78,7.4052,70,0.1,energy,kerosene,psg_air,1,0
cars_petrol,Western,2020,fixed,1.04,1.00,0.13,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,gasoline,cars,1,0
cars_lpg,Western,2020,fixed,1.17,1.00,0.13,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,lp_gas,cars,1,0
cars_hybridpetrol,Western,2020,fixed,1.39,1.00,0.15,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,gasoline,cars,1,0
cars_diesel,Western,2020,fixed,1.07,1.00,0.13,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,diesel,cars,1,0
cars_hybriddiesel,Western,2020,fixed,1.41,1.00,0.15,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,diesel,cars,1,0
cars_pluginhybriddiesel,Western,2020,fixed,2.55,1.00,0.19,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,diesel,cars,1,0
cars_hydrogenfc,Western,2020,fixed,6.01,1.00,0.40,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,hydrogen,cars,1,0
cars_hybridhydrogenfc,Western,2020,fixed,5.36,1.00,0.37,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,hydrogen,cars,1,0
cars_pluginhybridhydrogenfc,Western,2020,fixed,5.62,1.00,0.37,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,electricity,cars,1,0
cars_hybridliquidhydrogen,Western,2020,fixed,1.49,1.00,0.14,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,hydrogen,cars,1,0
cars_cng,Western,2020,fixed,1.15,1.00,0.13,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,cng,cars,1,0
cars_flexiblefuel,Western,2020,fixed,1.05,1.00,0.13,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,gasoline,cars,1,0
cars_battery,Western,2020,fixed,3.61,1.00,0.25,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,electricity,cars,1,0
bus_diesel,Western,2020,fixed,0.22,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_hybriddiesel,Western,2020,fixed,0.60,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_battery,Western,2020,fixed,0.71,1.00,0.05,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_cng,Western,2020,fixed,0.24,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_hybridhydrogenfc,Western,2020,fixed,1.34,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
passengertrain_diesel,Western,2020,fixed,296.00,1.00,3.07,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,diesel,psg_rail,1,0
passengertrain_electric,Western,2020,fixed,280.00,1.00,2.20,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,electricity,psg_rail,1,0
passengertrain_hydrogenfc,Western,2020,fixed,370.00,1.00,7.73,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,hydrogen,psg_rail,1,0
passengertrain_addtrackelec,Western,2020,fixed,323.00,1.00,2.20,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,electricity,psg_rail,1,0
freightjet_kerosene,Western,2020,fixed,2090.00,1.00,41.50,1,0.00,0,10000,100,1000000,30,0.78,7.4052,70,0.1,energy,kerosene,cargo_air,1,0
lightlorry_diesel,Western,2020,fixed,329.00,1.00,114.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,diesel,lorries,1,0
lightlorry_petrol,Western,2020,fixed,320.00,1.00,113.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,gasoline,lorries,1,0
lightlorry_hybridhydrogenfc,Western,2020,fixed,1640.00,1.00,330.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,hydrogen,lorries,1,0
lightlorry_hybridliquidhydrogen,Western,2020,fixed,457.00,1.00,125.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,hydrogen,lorries,1,0
lightlorry_hybridpetrol,Western,2020,fixed,425.00,1.00,131.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,gasoline,lorries,1,0
lightlorry_pluginhybridpetrol,Western,2020,fixed,719.00,1.00,182.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,electricity,lorries,1,0
lightlorry_hybriddiesel,Western,2020,fixed,434.00,1.00,132.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,diesel,lorries,1,0
lightlorry_pluginhybriddiesel,Western,2020,fixed,729.00,1.00,172.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,electricity,lorries,1,0
lightlorry_cng,Western,2020,fixed,352.00,1.00,115.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,cng,lorries,1,0
lightlorry_lpg,Western,2020,fixed,359.00,1.00,116.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,lp_gas,lorries,1,0
heavylorry_diesel,Western,2020,fixed,505.00,1.00,105.00,1,0.00,0,10000,100,1000000,7,0.6,2.5,70,0.1,energy,diesel,lorries,1,0
heavylorry_hybriddiesel,Western,2020,fixed,1330.00,1.00,115.00,1,0.00,0,10000,100,1000000,7,0.6,2.5,70,0.1,energy,diesel,lorries,1,0
heavylorry_hybridhydrogenfc,Western,2020,fixed,2950.00,1.00,128.00,1,0.00,0,10000,100,1000000,7,0.6,2.5,70,0.1,energy,hydrogen,lorries,1,0
heavylorry_cng,Western,2020,fixed,541.00,1.00,115.00,1,0.00,0,10000,100,1000000,7,0.6,2.5,70,0.1,energy,cng,lorries,1,0
heavylorry_petrol,Western,2020,fixed,505.00,1.00,105.00,1,0.00,0,10000,100,1000000,7,0.6,2.5,70,0.1,energy,gasoline,lorries,1,0
freighttrain_diesel,Western,2020,fixed,66.80,1.00,0.87,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,diesel,cargo_rail,1,0
freighttrain_electric,Western,2020,fixed,61.30,1.00,0.60,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,electricity,cargo_rail,1,0
freighttrain_hydrogenfc,Western,2020,fixed,112.00,1.00,2.89,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,hydrogen,cargo_rail,1,0
freighttrain_addtrackelec,Western,2020,fixed,80.20,1.00,0.60,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,electricity,cargo_rail,1,0
shipping_heavyoil,Western,2020,fixed,66.80,1.00,0.87,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,hfo,cargo_mar,1,0
freighttrain_coal,Western,2020,fixed,66.80,1.00,0.87,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,hardcoal,cargo_rail,1,0
passengerjet_kerosene,Northwest,2020,fixed,1530.00,1.00,28.50,1,0.00,0,10000,100,1000000,30,0.78,7.4052,70,0.1,energy,kerosene,psg_air,1,0
cars_petrol,Northwest,2020,fixed,1.04,1.00,0.13,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,gasoline,cars,1,0
cars_lpg,Northwest,2020,fixed,1.17,1.00,0.13,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,lp_gas,cars,1,0
cars_hybridpetrol,Northwest,2020,fixed,1.39,1.00,0.15,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,gasoline,cars,1,0
cars_diesel,Northwest,2020,fixed,1.07,1.00,0.13,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,diesel,cars,1,0
cars_hybriddiesel,Northwest,2020,fixed,1.41,1.00,0.15,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,diesel,cars,1,0
cars_pluginhybriddiesel,Northwest,2020,fixed,2.55,1.00,0.19,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,diesel,cars,1,0
cars_hydrogenfc,Northwest,2020,fixed,6.01,1.00,0.40,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,hydrogen,cars,1,0
cars_hybridhydrogenfc,Northwest,2020,fixed,5.36,1.00,0.37,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,hydrogen,cars,1,0
cars_pluginhybridhydrogenfc,Northwest,2020,fixed,5.62,1.00,0.37,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,electricity,cars,1,0
cars_hybridliquidhydrogen,Northwest,2020,fixed,1.49,1.00,0.14,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,hydrogen,cars,1,0
cars_cng,Northwest,2020,fixed,1.15,1.00,0.13,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,cng,cars,1,0
cars_flexiblefuel,Northwest,2020,fixed,1.05,1.00,0.13,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,gasoline,cars,1,0
cars_battery,Northwest,2020,fixed,3.61,1.00,0.25,1,0.00,0,10000,100,1000000,12,0.08,2.5,70,0.1,energy,electricity,cars,1,0
bus_diesel,Northwest,2020,fixed,0.22,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_hybriddiesel,Northwest,2020,fixed,0.60,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_battery,Northwest,2020,fixed,0.71,1.00,0.05,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_cng,Northwest,2020,fixed,0.24,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
bus_hybridhydrogenfc,Northwest,2020,fixed,1.34,1.00,0.02,1,0.00,0,10000,100,1000000,15,0.8,2.5,70,0.1,energy,diesel,buses,1,0
passengertrain_diesel,Northwest,2020,fixed,296.00,1.00,3.07,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,diesel,psg_rail,1,0
passengertrain_electric,Northwest,2020,fixed,280.00,1.00,2.20,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,electricity,psg_rail,1,0
passengertrain_hydrogenfc,Northwest,2020,fixed,370.00,1.00,7.73,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,hydrogen,psg_rail,1,0
passengertrain_addtrackelec,Northwest,2020,fixed,323.00,1.00,2.20,1,0.00,0,10000,100,1000000,40,0.55,7.4052,70,0.1,energy,electricity,psg_rail,1,0
freightjet_kerosene,Northwest,2020,fixed,2090.00,1.00,41.50,1,0.00,0,10000,100,1000000,30,0.78,7.4052,70,0.1,energy,kerosene,cargo_air,1,0
lightlorry_diesel,Northwest,2020,fixed,329.00,1.00,114.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,diesel,lorries,1,0
lightlorry_petrol,Northwest,2020,fixed,320.00,1.00,113.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,gasoline,lorries,1,0
lightlorry_hybridhydrogenfc,Northwest,2020,fixed,1640.00,1.00,330.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,hydrogen,lorries,1,0
lightlorry_hybridliquidhydrogen,Northwest,2020,fixed,457.00,1.00,125.00,1,0.00,0,10000,100,1000000,10,0.6,2.5,70,0.1,energy,hydrogen,lorries,1,0
