ProcessName,RegionName,Time,Level,cap_exp,fix_exp,var_par,var_exp,TechnicalLife,UtilizationFactor,ScalingSize,efficiency,InterestRate,Type,Fuel,EndUse,AgentShare
livestock_milk,Eastern,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,milk,1
livestock_other,Eastern,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,other_agri,1
agrTraditionalCropping_fruits,Western,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,fruits,1
agrModernCropping_fruits,Western,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,fruits,1
agrTraditionalCropping_vegt,Western,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,vegt,1
agrModernCropping_vegt,Western,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,vegt,1
agrTraditionalCropping_seeds,Western,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,seeds,1
agrModernCropping_seeds,Western,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,seeds,1
agrTraditionalCropping_plants,Western,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,plants,1
agrModernCropping_plants,Western,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,plants,1
livestock_meat,Western,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,livestock,1
livestock_milk,Western,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,milk,1
livestock_other,Western,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,other_agri,1
agrTraditionalCropping_fruits,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,fruits,1
agrModernCropping_fruits,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,fruits,1
agrTraditionalCropping_vegt,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,vegt,1
agrModernCropping_vegt,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,vegt,1
agrTraditionalCropping_seeds,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,seeds,1
agrModernCropping_seeds,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,seeds,1
agrTraditionalCropping_plants,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,plants,1
agrModernCropping_plants,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,plants,1
livestock_meat,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,livestock,1
livestock_milk,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,milk,1
livestock_other,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,other_agri,1
agrTraditionalCropping_fruits,North,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,fruits,1
agrModernCropping_fruits,North,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,fruits,1
agrTraditionalCropping_vegt,North,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,vegt,1
agrModernCropping_vegt,North,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,vegt,1
agrTraditionalCropping_seeds,North,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,seeds,1
agrModernCropping_seeds,North,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,seeds,1
agrTraditionalCropping_plants,North,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,plants,1
agrModernCropping_plants,North,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,plants,1
livestock_meat,North,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,livestock,1
livestock_milk,North,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,milk,1
livestock_other,North,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,other_agri,1
agrTraditionalCropping_fruits,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,fruits,1
agrModernCropping_fruits,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,fruits,1
agrTraditionalCropping_vegt,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,vegt,1
agrModernCropping_vegt,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,vegt,1
agrTraditionalCropping_seeds,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,seeds,1
agrModernCropping_seeds,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,seeds,1
agrTraditionalCropping_plants,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,plants,1
agrModernCropping_plants,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,plants,1
livestock_meat,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,livestock,1
livestock_milk,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,milk,1
livestock_other,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,other_agri,1
agrTraditionalCropping_fruits,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,fruits,1
agrModernCropping_fruits,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,fruits,1
agrTraditionalCropping_vegt,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,vegt,1
agrModernCropping_vegt,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,vegt,1
agrTraditionalCropping_seeds,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,seeds,1
agrModernCropping_seeds,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,seeds,1
agrTraditionalCropping_plants,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,plants,1
agrModernCropping_plants,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,plants,1
livestock_meat,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,livestock,1
livestock_milk,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,milk,1
livestock_other,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,other_agri,1
agrTraditionalCropping_fruits,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,fruits,1
agrModernCropping_fruits,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,fruits,1
agrTraditionalCropping_vegt,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,vegt,1
agrModernCropping_vegt,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,vegt,1
agrTraditionalCropping_seeds,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,seeds,1
agrModernCropping_seeds,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,seeds,1
agrTraditionalCropping_plants,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,plants,1
agrModernCropping_plants,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,plants,1
livestock_meat,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,livestock,1
livestock_milk,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,milk,1
livestock_other,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,other_agri,1
agrTraditionalCropping_fruits,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,fruits,1
agrModernCropping_fruits,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,fruits,1
agrTraditionalCropping_vegt,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,vegt,1
agrModernCropping_vegt,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,vegt,1
agrTraditionalCropping_seeds,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,seeds,1
agrModernCropping_seeds,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,seeds,1
agrTraditionalCropping_plants,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,plants,1
agrModernCropping_plants,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,plants,1
livestock_meat,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,livestock,1
livestock_milk,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,milk,1
livestock_other,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,food,diesel,other_agri,1
com_tec,Central,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec2,Central,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec,Eastern,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec2,Eastern,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec,Western,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec2,Western,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec2,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec,North,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec2,North,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec2,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec2,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec2,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
com_tec2,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,appl,1
gassupply1,Central,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,cement,1
gassupply1,Eastern,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cement,1
gassupply1,Western,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,cement,1
gassupply1,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cement,1
gassupply1,North,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,cement,1
gassupply1,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cement,1
gassupply1,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,cement,1
gassupply1,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cement,1
gassupply1,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,cement,1
indr_tec,Central,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cement,1
indr_tec2,Central,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,cement,1
indr_tec,Eastern,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cement,1
indr_tec2,Eastern,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,cement,1
indr_tec,Western,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cement,1
indr_tec2,Western,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,cement,1
indr_tec,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cement,1
indr_tec2,Northwest,2020,fixed,0,0,0,0,0,0,0,0,0,energy,electricity,cement,1
indr_tec,North,2020,fixed,0,0,0,0,0,0,0,0,0,energy,hydrogen,cement,1
indr_tec2,North,2020,fixed,0,0,0,0,0,0,0,0,0,energy,gas,gas,1
indr_tec,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,energy,gas,gas,1
indr_tec2,Northeast,2020,fixed,0,0,0,0,0,0,0,0,0,energy,gas,gas,1
indr_tec,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,energy,gas,gas,1
indr_tec2,BajaCalif,2020,fixed,0,0,0,0,0,0,0,0,0,energy,gas,gas,1
indr_tec,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,energy,gas,gas,1
indr_tec2,BajaCalifSouth,2020,fixed,0,0,0,0,0,0,0,0,0,energy,gas,gas,1
indr_tec,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,energy,gas,gas,1
indr_tec2,Peninsular,2020,fixed,0,0,0,0,0,0,0,0,0,energy,gas,gas,1
BIO,Central,2020,fixed,1,1,0,1,25,0.5,0.00000189,35,0.1,energy,biomass,electricity,1
BIO_CCS,Central,2020,fixed,1,1,0,1,25,0.5,0.00000189,34,0.1,energy,biomass,electricity,1
COAL,Central,2020,fixed,1,1,0,1,25,0.7,0.00000189,35,0.1,energy,coal,electricity,1
COAL_CCS,Central,2020,fixed,1,1,0,1,25,0.7,0.00000189,34,0.1,energy,coal,electricity,1
GAS_GT,Central,2020,fixed,1,1,0,1,25,0.9,0.00000189,38,0.1,energy,gas,electricity,1
GAS_CC,Central,2020,fixed,1,1,0,1,25,0.9,0.00000189,50,0.1,energy,gas,electricity,1
GAS_CC_CCS,Central,2020,fixed,1,1,0,1,25,0.9,0.00000189,45,0.1,energy,gas,electricity,1
OIL,Central,2020,fixed,1,1,0,1,25,0.8,0.00000189,35,0.1,energy,hfo,electricity,1
GEOTH,Central,2020,fixed,1,1,0,1,25,0.9,0.00000189,35,0.1,energy,geo,electricity,1
HYD,Central,2020,fixed,1,1,0,1,25,0.9,0.00000189,90,0.1,energy,water,electricity,1
WIND_ON,Central,2020,fixed,1,1,0,1,25,0.2,0.00000189,100,0.1,energy,wind,electricity,1
WIND_OFF,Central,2020,fixed,1,1,0,1,25,0.25,0.00000189,100,0.1,energy,wind,electricity,1
PV_GND,Central,2020,fixed,1,1,0,1,25,0.13,0.00000189,100,0.1,energy,solar,electricity,1
PV_RFT,Central,2020,fixed,1,1,0,1,25,0.13,0.00000189,100,0.1,energy,solar,electricity,1
NUCL,Central,2020,fixed,1,1,0,1,25,0.9,0.00000189,100,0.1,energy,uranium,electricity,1
BIO,Eastern,2020,fixed,1,1,0,1,25,0.5,0.00000189,35,0.1,energy,biomass,electricity,1
BIO_CCS,Eastern,2020,fixed,1,1,0,1,25,0.5,0.00000189,34,0.1,energy,biomass,electricity,1
COAL,Eastern,2020,fixed,1,1,0,1,25,0.7,0.00000189,35,0.1,energy,coal,electricity,1
COAL_CCS,Eastern,2020,fixed,1,1,0,1,25,0.7,0.00000189,34,0.1,energy,coal,electricity,1
GAS_GT,Eastern,2020,fixed,1,1,0,1,25,0.9,0.00000189,38,0.1,energy,gas,electricity,1
GAS_CC,Eastern,2020,fixed,1,1,0,1,25,0.9,0.00000189,50,0.1,energy,gas,electricity,1
GAS_CC_CCS,Eastern,2020,fixed,1,1,0,1,25,0.9,0.00000189,45,0.1,energy,gas,electricity,1
OIL,Eastern,2020,fixed,1,1,0,1,25,0.8,0.00000189,35,0.1,energy,hfo,electricity,1
GEOTH,Eastern,2020,fixed,1,1,0,1,25,0.9,0.00000189,35,0.1,energy,geo,electricity,1
HYD,Eastern,2020,fixed,1,1,0,1,25,0.9,0.00000189,90,0.1,energy,water,electricity,1
WIND_ON,Eastern,2020,fixed,1,1,0,1,25,0.2,0.00000189,100,0.1,energy,wind,electricity,1
WIND_OFF,Eastern,2020,fixed,1,1,0,1,25,0.25,0.00000189,100,0.1,energy,wind,electricity,1
PV_GND,Eastern,2020,fixed,1,1,0,1,25,0.13,0.00000189,100,0.1,energy,solar,electricity,1
PV_RFT,Eastern,2020,fixed,1,1,0,1,25,0.13,0.00000189,100,0.1,energy,solar,electricity,1
NUCL,Eastern,2020,fixed,1,1,0,1,25,0.9,0.00000189,100,0.1,energy,uranium,electricity,1
BIO,Western,2020,fixed,1,1,0,1,25,0.5,0.00000189,35,0.1,energy,biomass,electricity,1
BIO_CCS,Western,2020,fixed,1,1,0,1,25,0.5,0.00000189,34,0.1,energy,biomass,electricity,1
COAL,Western,2020,fixed,1,1,0,1,25,0.7,0.00000189,35,0.1,energy,coal,electricity,1
COAL_CCS,Western,2020,fixed,1,1,0,1,25,0.7,0.00000189,34,0.1,energy,coal,electricity,1
GAS_GT,Western,2020,fixed,1,1,0,1,25,0.9,0.00000189,38,0.1,energy,gas,electricity,1
GAS_CC,Western,2020,fixed,1,1,0,1,25,0.9,0.00000189,50,0.1,energy,gas,electricity,1
GAS_CC_CCS,Western,2020,fixed,1,1,0,1,25,0.9,0.00000189,45,0.1,energy,gas,electricity,1
OIL,Western,2020,fixed,1,1,0,1,25,0.8,0.00000189,35,0.1,energy,hfo,electricity,1
GEOTH,Western,2020,fixed,1,1,0,1,25,0.9,0.00000189,35,0.1,energy,geo,electricity,1
HYD,Western,2020,fixed,1,1,0,1,25,0.9,0.00000189,90,0.1,energy,water,electricity,1
WIND_ON,Western,2020,fixed,1,1,0,1,25,0.2,0.00000189,100,0.1,energy,wind,electricity,1
WIND_OFF,Western,2020,fixed,1,1,0,1,25,0.25,0.00000189,100,0.1,energy,wind,electricity,1
PV_GND,Western,2020,fixed,1,1,0,1,25,0.13,0.00000189,100,0.1,energy,solar,electricity,1
PV_RFT,Western,2020,fixed,1,1,0,1,25,0.13,0.00000189,100,0.1,energy,solar,electricity,1
NUCL,Western,2020,fixed,1,1,0,1,25,0.9,0.00000189,100,0.1,energy,uranium,electricity,1
BIO,Northwest,2020,fixed,1,1,0,1,25,0.5,0.00000189,35,0.1,energy,biomass,electricity,1
BIO_CCS,Northwest,2020,fixed,1,1,0,1,25,0.5,0.00000189,34,0.1,energy,biomass,electricity,1
COAL,Northwest,2020,fixed,1,1,0,1,25,0.7,0.00000189,35,0.1,energy,coal,electricity,1
COAL_CCS,Northwest,2020,fixed,1,1,0,1,25,0.7,0.00000189,34,0.1,energy,coal,electricity,1
GAS_GT,Northwest,2020,fixed,1,1,0,1,25,0.9,0.00000189,38,0.1,energy,gas,electricity,1
GAS_CC,Northwest,2020,fixed,1,1,0,1,25,0.9,0.00000189,50,0.1,energy,gas,electricity,1
GAS_CC_CCS,Northwest,2020,fixed,1,1,0,1,25,0.9,0.00000189,45,0.1,energy,gas,electricity,1
OIL,Northwest,2020,fixed,1,1,0,1,25,0.8,0.00000189,35,0.1,energy,hfo,electricity,1
GEOTH,Northwest,2020,fixed,1,1,0,1,25,0.9,0.00000189,35,0.1,energy,geo,electricity,1
HYD,Northwest,2020,fixed,1,1,0,1,25,0.9,0.00000189,90,0.1,energy,water,electricity,1
WIND_ON,Northwest,2020,fixed,1,1,0,1,25,0.2,0.00000189,100,0.1,energy,wind,electricity,1
WIND_OFF,Northwest,2020,fixed,1,1,0,1,25,0.25,0.00000189,100,0.1,energy,wind,electricity,1
PV_GND,Northwest,2020,fixed,1,1,0,1,25,0.13,0.00000189,100,0.1,energy,solar,electricity,1
PV_RFT,Northwest,2020,fixed,1,1,0,1,25,0.13,0.00000189,100,0.1,energy,solar,electricity,1
NUCL,Northwest,2020,fixed,1,1,0,1,25,0.9,0.00000189,100,0.1,energy,uranium,electricity,1
BIO,North,2020,fixed,1,1,0,1,25,0.5,0.00000189,35,0.1,energy,biomass,electricity,1
BIO_CCS,North,2020,fixed,1,1,0,1,25,0.5,0.00000189,34,0.1,energy,biomass,electricity,1
COAL,North,2020,fixed,1,1,0,1,25,0.7,0.00000189,35,0.1,energy,coal,electricity,1
COAL_CCS,North,2020,fixed,1,1,0,1,25,0.7,0.00000189,34,0.1,energy,coal,electricity,1
GAS_GT,North,2020,fixed,1,1,0,1,25,0.9,0.00000189,38,0.1,energy,gas,electricity,1
GAS_CC,North,2020,fixed,1,1,0,1,25,0.9,0.00000189,50,0.1,energy,gas,electricity,1
GAS_CC_CCS,North,2020,fixed,1,1,0,1,25,0.9,0.00000189,45,0.1,energy,gas,electricity,1
OIL,North,2020,fixed,1,1,0,1,25,0.8,0.00000189,35,0.1,energy,hfo,electricity,1
GEOTH,North,2020,fixed,1,1,0,1,25,0.9,0.00000189,35,0.1,energy,geo,electricity,1
HYD,North,2020,fixed,1,1,0,1,25,0.9,0.00000189,90,0.1,energy,water,electricity,1
WIND_ON,North,2020,fixed,1,1,0,1,25,0.2,0.00000189,100,0.1,energy,wind,electricity,1
WIND_OFF,North,2020,fixed,1,1,0,1,25,0.25,0.00000189,100,0.1,energy,wind,electricity,1
PV_GND,North,2020,fixed,1,1,0,1,25,0.13,0.00000189,100,0.1,energy,solar,electricity,1
PV_RFT,North,2020,fixed,1,1,0,1,25,0.13,0.00000189,100,0.1,energy,solar,electricity,1
NUCL,North,2020,fixed,1,1,0,1,25,0.9,0.00000189,100,0.1,energy,uranium,electricity,1
BIO,Northeast,2020,fixed,1,1,0,1,25,0.5,0.00000189,35,0.1,energy,biomass,electricity,1
BIO_CCS,Northeast,2020,fixed,1,1,0,1,25,0.5,0.00000189,34,0.1,energy,biomass,electricity,1
COAL,Northeast,2020,fixed,1,1,0,1,25,0.7,0.00000189,35,0.1,energy,coal,electricity,1
COAL_CCS,Northeast,2020,fixed,1,1,0,1,25,0.7,0.00000189,34,0.1,energy,coal,electricity,1
GAS_GT,Northeast,2020,fixed,1,1,0,1,25,0.9,0.00000189,38,0.1,energy,gas,electricity,1
GAS_CC,Northeast,2020,fixed,1,1,0,1,25,0.9,0.00000189,50,0.1,energy,gas,electricity,1
GAS_CC_CCS,Northeast,2020,fixed,1,1,0,1,25,0.9,0.00000189,45,0.1,energy,gas,electricity,1
OIL,Northeast,2020,fixed,1,1,0,1,25,0.8,0.00000189,35,0.1,energy,hfo,electricity,1
GEOTH,Northeast,2020,fixed,1,1,0,1,25,0.9,0.00000189,35,0.1,energy,geo,electricity,1
HYD,Northeast,2020,fixed,1,1,0,1,25,0.9,0.00000189,90,0.1,energy,water,electricity,1
WIND_ON,Northeast,2020,fixed,1,1,0,1,25,0.2,0.00000189,100,0.1,energy,wind,electricity,1
WIND_OFF,Northeast,2020,fixed,1,1,0,1,25,0.25,0.00000189,100,0.1,energy,wind,electricity,1
PV_GND,Northeast,2020,fixed,1,1,0,1,25,0.13,0.00000189,100,0.1,energy,solar,electricity,1
PV_RFT,Northeast,2020,fixed,1,1,0,1,25,0.13,0.00000189,100,0.1,energy,solar,electricity,1
NUCL,Northeast,2020,fixed,1,1,0,1,25,0.9,0.00000189,100,0.1,energy,uranium,electricity,1
BIO,BajaCalif,2020,fixed,1,1,0,1,25,0.5,0.00000189,35,0.1,energy,biomass,electricity,1
BIO_CCS,BajaCalif,2020,fixed,1,1,0,1,25,0.5,0.00000189,34,0.1,energy,biomass,electricity,1
COAL,BajaCalif,2020,fixed,1,1,0,1,25,0.7,0.00000189,35,0.1,energy,coal,electricity,1
COAL_CCS,BajaCalif,2020,fixed,1,1,0,1,25,0.7,0.00000189,34,0.1,energy,coal,electricity,1
GAS_GT,BajaCalif,2020,fixed,1,1,0,1,25,0.9,0.00000189,38,0.1,energy,gas,electricity,1
GAS_CC,BajaCalif,2020,fixed,1,1,0,1,25,0.9,0.00000189,50,0.1,energy,gas,electricity,1
GAS_CC_CCS,BajaCalif,2020,fixed,1,1,0,1,25,0.9,0.00000189,45,0.1,energy,gas,electricity,1
OIL,BajaCalif,2020,fixed,1,1,0,1,25,0.8,0.00000189,35,0.1,energy,hfo,electricity,1
GEOTH,BajaCalif,2020,fixed,1,1,0,1,25,0.9,0.00000189,35,0.1,energy,geo,electricity,1
HYD,BajaCalif,2020,fixed,1,1,0,1,25,0.9,0.00000189,90,0.1,energy,water,electricity,1
WIND_ON,BajaCalif,2020,fixed,1,1,0,1,25,0.2,0.00000189,100,0.1,energy,wind,electricity,1
WIND_OFF,BajaCalif,2020,fixed,1,1,0,1,25,0.25,0.00000189,100,0.1,energy,wind,electricity,1
PV_GND,BajaCalif,2020,fixed,1,1,0,1,25,0.13,0.00000189,100,0.1,energy,solar,electricity,1
PV_RFT,BajaCalif,2020,fixed,1,1,0,1,25,0.13,0.00000189,100,0.1,energy,solar,electricity,1
NUCL,BajaCalif,2020,fixed,1,1,0,1,25,0.9,0.00000189,100,0.1,energy,uranium,electricity,1
BIO,BajaCalifSouth,2020,fixed,1,1,0,1,25,0.5,0.00000189,35,0.1,energy,biomass,electricity,1
BIO_CCS,BajaCalifSouth,2020,fixed,1,1,0,1,25,0.5,0.00000189,34,0.1,energy,biomass,electricity,1
COAL,BajaCalifSouth,2020,fixed,1,1,0,1,25,0.7,0.00000189,35,0.1,energy,coal,electricity,1
COAL_CCS,BajaCalifSouth,2020,fixed,1,1,0,1,25,0.7,0.00000189,34,0.1,energy,coal,electricity,1
GAS_GT,BajaCalifSouth,2020,fixed,1,1,0,1,25,0.9,0.00000189,38,0.1,energy,gas,electricity,1
GAS_CC,BajaCalifSouth,2020,fixed,1,1,0,1,25,0.9,0.00000189,50,0.1,energy,gas,electricity,1
GAS_CC_CCS,BajaCalifSouth,2020,fixed,1,1,0,1,25,0.9,0.00000189,45,0.1,energy,gas,electricity,1
