year,asset,dst_region,region,technology,installed,capacity
2030,0,BajaCalif,BajaCalif,CC_GAS,2020,236.08040000000
2030,1,BajaCalif,BajaCalif,GEOTH,2020,36.25690000000
2030,2,BajaCalif,BajaCalif,OC_GAS,2020,38.57290000000
2030,4,BajaCalif,BajaCalif,OC_OIL,2020,6.44970000000
2030,5,BajaCalif,BajaCalif,ON_WIND,2020,12.36210000000
2030,7,BajaCalif,BajaCalif,PV_GND,2020,2.87990000000
2030,8,BajaCalifSouth,BajaCalifSouth,CC_OIL,2020,36.61270000000
2030,9,BajaCalifSouth,BajaCalifSouth,GEOTH,2020,0.63070000000
2030,10,BajaCalifSouth,BajaCalifSouth,OC_GAS,2020,2.90130000000
2030,12,BajaCalifSouth,BajaCalifSouth,OC_OIL,2020,60.64180000000
2030,15,BajaCalifSouth,BajaCalifSouth,PV_GND,2020,3.53010000000
2030,16,Central,Central,BIO,2020,2.35260000000
2030,17,Central,Central,CC_GAS,2020,211.96100000000
2030,20,Central,Central,HYD_LS,2020,23.25020000000
2030,21,Central,Central,OC_GAS,2020,185.19770000000
2030,22,Central,Central,OC_OIL,2020,6.30720000000
2030,23,Central,Central,ON_WIND,2020,0.41690000000
2030,24,Central,Central,PV_GND,2020,8.77580000000
2030,25,Eastern,Eastern,BIO,2020,21.57440000000
2030,26,Eastern,Eastern,CC_GAS,2020,336.76350000000
2030,28,Eastern,Eastern,CC_OIL,2020,1.52630000000
2030,29,Eastern,Eastern,COALP,2020,175.23670000000
2030,33,Eastern,Eastern,GEOTH,2020,6.81180000000
2030,34,Eastern,Eastern,HYD_LS,2020,407.91690000000
2030,35,Eastern,Eastern,NUCL,2020,103.05960000000
2030,36,Eastern,Eastern,OC_GAS,2020,98.32550000000
2030,37,Eastern,Eastern,OC_OIL,2020,222.65170000000
2030,38,Eastern,Eastern,ON_WIND,2020,194.95680000000
2030,40,Eastern,Eastern,PV_GND,2020,27.80210000000
2030,42,North,North,BIO,2020,0.71590000000
2030,43,North,North,CC_GAS,2020,298.92530000000
2030,44,North,North,COALP,2020,4.09970000000
2030,45,North,North,HYD_LS,2020,3.01040000000
2030,46,North,North,OC_GAS,2020,15.01620000000
2030,47,North,North,OC_OIL,2020,46.78370000000
2030,48,North,North,PV_GND,2020,58.33280000000
2030,49,Northeast,Northeast,BIO,2020,5.33840000000
2030,50,Northeast,Northeast,CC_GAS,2020,788.94370000000
2030,51,Northeast,Northeast,COALP,2020,171.55580000000
2030,52,Northeast,Northeast,HYD_LS,2020,6.14950000000
2030,53,Northeast,Northeast,OC_GAS,2020,134.43100000000
2030,54,Northeast,Northeast,OC_OIL,2020,7.88720000000
2030,55,Northeast,Northeast,ON_WIND,2020,168.91940000000
2030,56,Northeast,Northeast,PV_GND,2020,54.97730000000
2030,57,Northwest,Northwest,CC_GAS,2020,289.92430000000
2030,58,Northwest,Northwest,CC_OIL,2020,0.60550000000
2030,59,Northwest,Northwest,HYD_LS,2020,59.36340000000
2030,60,Northwest,Northwest,OC_GAS,2020,98.89690000000
