ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
BIO,Central,PJ/y,1.1762928,1.1762928,1.14570288,1.14570288,1.06150176,0,0
BIO_CCS,Central,PJ/y,0,0,0,0,0,0,0
C_H2,Central,PJ/y,0,0,0,0,0,0,0
CC_GAS,Central,PJ/y,79.17491232,105.9805123,38.5590672,38.5590672,38.5590672,38.5590672,17.87113584
CC_OIL,Central,PJ/y,0,0,0,0,0,0,0
COAL,Central,PJ/y,0,0,0,0,0,0,0
COAL_CCS,Central,PJ/y,0,0,0,0,0,0,0
CSP,Central,PJ/y,0,0,0,0,0,0,0
FB,Central,PJ/y,0,0,0,0,0,0,0
FC_H2,Central,PJ/y,0,0,0,0,0,0,0
GAS_CC_CCS,Central,PJ/y,0,0,0,0,0,0,0
GEOTH,Central,PJ/y,0,0,0,0,0,0,0
HYD_LS,Central,PJ/y,11.55573648,11.62511568,9.4261104,9.4261104,9.4261104,9.4261104,0.2175984
HYD_SS,Central,PJ/y,0,0,0,0,0,0,0
NUCL,Central,PJ/y,0,0,0,0,0,0,0
OC_GAS,Central,PJ/y,92.42066304,92.59884144,35.56535472,11.69701776,8.84490192,0.0346896,0
OC_OIL,Central,PJ/y,3.1536,3.1536,2.302128,0.27089424,0.189216,0,0
OFF_WIND,Central,PJ/y,0,0,0,0,0,0,0
ON_WIND,Central,PJ/y,0.20845296,0.20845296,0.20845296,0.20845296,0,0,0
PV_GND,Central,PJ/y,0.67297824,4.38791904,0.67297824,0.67297824,0.67297824,0,0
PV_SSG,Central,PJ/y,5.629296715,7.58045223,7.58045223,7.58045223,7.58045223,1.951155515,0
BIO,Eastern,PJ/y,10.31416416,10.78720416,7.994376,7.592292,5.66954208,0,0
BIO_CCS,Eastern,PJ/y,0,0,0,0,0,0,0
C_H2,Eastern,PJ/y,0,0,0,0,0,0,0
CC_GAS,Eastern,PJ/y,168.3817416,168.3817416,110.9704536,48.63387312,28.95540912,25.23416112,0
CC_OIL,Eastern,PJ/y,0.7631712,0.7631712,0,0,0,0,0
COAL,Eastern,PJ/y,87.61836096,87.61836096,87.61836096,0,0,0,0
COAL_CCS,Eastern,PJ/y,0,0,0,0,0,0,0
CSP,Eastern,PJ/y,0,0,0,0,0,0,0
FB,Eastern,PJ/y,0,0,0,0,0,0,0
FC_H2,Eastern,PJ/y,0,0,0,0,0,0,0
GAS_CC_CCS,Eastern,PJ/y,0,0,0,0,0,0,0
GEOTH,Eastern,PJ/y,3.405888,3.405888,0,0,0,0,0
HYD_LS,Eastern,PJ/y,203.9584493,203.9584493,116.9291808,41.2427808,9.0760608,8.72821872,8.68848336
