ProcessName,RegionName,Time,Level,cap_par,cap_exp,fix_par,fix_exp,var_par,var_exp,MaxCapacityAddition,MaxCapacityGrowth,TotalCapacityLimit,TechnicalLife,UtilizationFactor,ScalingSize,efficiency,AvailabiliyYear,Type,Fuel,EndUse,InterestRate,Agent2,Agent1
Unit,-,Year,-,MUS$2010/PJ_a,-,MUS$2010/PJ,-,MUS$2010/PJ,-,PJ,%,PJ,Years,-,PJ,%,-,-,-,-,,Retrofit,New
res_comAC,BajaCalif,2020,fixed,8.975720478,1,0.448786024,1,0,1,54.45865269,100,243.7781554,15,1,1,0.555555556,1,energy,electricity,cool,0.1,1,0
resAppliancesAdv,BajaCalif,2020,fixed,30.60392092,1,7.577901609,1,0,1,54.45865269,100,549.9234635,11,1,1,0.841176768,1,energy,electricity,appl,0.1,1,0
res_comAppliancesCon,BajaCalif,2020,fixed,29.71845485,1,2.604155701,1,0,1,77.79807525,100,549.9234635,11,1,1,0.753690083,1,energy,electricity,appl,0.1,1,0
res_comBoilerBiomass,BajaCalif,2020,fixed,41.20036898,1,4.120036898,1,0,1,5.59837035,100,130.8582883,20,0.95,1,0.74,1,energy,biomass,heating,0.1,1,0
res_comBoilerBiomass_solarT,BajaCalif,2020,fixed,48.43641548,1,4.843641548,1,0,1,4.47869628,100,130.8582883,20,0.95,1,0.74,1,energy,biomass,heating,0.1,1,0
res_comBoilerCoal,BajaCalif,2020,fixed,11.02595945,1,1.095639504,1,0,1,3.36,100,130.8582883,15,0.95,1,0.6,1,energy,coal,heating,0.1,1,0
res_comBoilerCoal_solarT,BajaCalif,2020,fixed,20.94932296,1,2.081715058,1,0,1,12,100,130.8582883,20,0.95,1,0.6,1,energy,coal,heating,0.1,1,0
res_comBoilerElectric,BajaCalif,2020,fixed,3.80886809,1,0.380886809,1,0,1,1.115578134,100,130.8582883,15,0.95,1,0.95,1,energy,electricity,heating,0.1,1,0
res_comBoilerElectriciy_solarT,BajaCalif,2020,fixed,11.89087615,1,1.189087615,1,0,1,0.892462506,100,130.8582883,15,0.95,1,0.95,1,energy,electricity,heating,0.1,1,0
res_comBoilerKerosene,BajaCalif,2020,fixed,8.164157979,1,0.816415798,1,0,1,3.356974242,100,130.8582883,15,0.95,1,0.84,1,energy,kerosene,heating,0.1,1,0
res_comBoilerKerosene_solarT,BajaCalif,2020,fixed,16.14763007,1,1.614763007,1,0,1,0.652812822,100,130.8582883,15,0.95,1,0.84,1,energy,kerosene,heating,0.1,1,0
res_comBoilerNG,BajaCalif,2020,fixed,4.958037512,1,0.495803751,1,0,1,3.356974242,100,130.8582883,15,0.95,1,0.84,1,energy,gas,heating,0.1,1,0
res_comBoilerNG_solarT,BajaCalif,2020,fixed,13.01404627,1,1.301404627,1,0,1,58.30966074,100,130.8582883,15,0.95,1,0.84,1,energy,gas,heating,0.1,1,0
res_comCHPBiomass,BajaCalif,2020,fixed,29.4778833,1,1.324848687,1,0,1,5.970798768,100,130.8582883,25,0.845335431,1,0.8,0.35,energy,biomass,heating,0.1,1,0
res_comCHPCoal,BajaCalif,2020,fixed,31.54253359,1,1.253864689,1,0,1,30,100,130.8582883,25,0.845335431,1,0.7,0.35,energy,coal,heating,0.1,1,0
res_comCHPNG,BajaCalif,2020,fixed,23.3648397,1,0.928788659,1,0,1,23.97141915,100,130.8582883,25,0.845335431,1,0.8,0.35,energy,gas,heating,0.1,1,0
res_comCookingBiomass,BajaCalif,2020,fixed,2.275955536,1,0.170696665,1,0,1,865.64478,100,30507.34637,14,1,1,0.45,1,energy,biomass,cook,0.1,1,0
res_comCookingCoal,BajaCalif,2020,fixed,2.275955536,1,0.34139333,1,0,1,367.0742454,100,30507.34637,14,1,1,0.4,1,energy,coal,cook,0.1,1,0
res_comCookingElec,BajaCalif,2020,fixed,15.13255183,1,0.756627591,1,0,1,145.5624152,100,30507.34637,14,1,1,1.307298347,1,energy,electricity,cook,0.1,1,0
res_comCookingKerosene,BajaCalif,2020,fixed,5.120899957,1,0.128022499,1,0,1,59.092692,100,30507.34637,14,1,1,0.95,1,energy,kerosene,cook,0.1,1,0
res_comCookingNG,BajaCalif,2020,fixed,16.15014208,1,0.807507104,1,0,1,335.7399126,100,30507.34637,14,1,1,0.957767695,1,energy,gas,cook,0.1,1,0
res_comDHBiomass,BajaCalif,2020,fixed,33.91529837,1,0.16544048,1,0,1,2.640738195,100,130.8582883,25,0.9,1,0.9,0.15,energy,biomass,heating,0.1,1,0
res_comDHCoal,BajaCalif,2020,fixed,33.91265132,1,0.827202399,1,0,1,623.8643415,100,130.8582883,30,0.9,1,0.8,0.15,energy,coal,heating,0.1,1,0
res_comDHHeatPump,BajaCalif,2020,fixed,8.106583512,1,0.055146827,1,0,1,1.366175823,100,130.8582883,25,0.9,1,0.9,0.15,energy,electricity,heating,0.1,1,0
res_comDHNG,BajaCalif,2020,fixed,5.128654875,1,0.16544048,1,0,1,2.72778654,100,130.8582883,25,0.9,1,0.9,0.15,energy,gas,heating,0.1,1,0
res_comDHSolarWater,BajaCalif,2020,fixed,78.80481523,1,0.220587306,1,0,1,10,100,1101.969031,30,0.9,1,0.8,0.15,energy,solar,heating,0.1,1,0
res_comDHThermalStorage,BajaCalif,2020,fixed,1000000,1,0.005762546,1,0,1,10,100,130.8582883,30,0.9,1,0.99,0.15,energy,heat,heating,0.1,1,0
res_comDHWasteHeatOfftake,BajaCalif,2020,fixed,1000000,1,54229.24901,1,0,1,10,100,130.8582883,50,0.9,1,1,0.15,energy,heat,heating,0.1,1,0
res_comElectricNightStorage,BajaCalif,2020,fixed,0.00173911,1,0.00173911,1,0,1,15,100,130.8582883,15,0.95,1,1,1,energy,electricity,heating,0.1,1,0
res_comASHeatPump,BajaCalif,2020,fixed,53.86775792,1,2.693387896,1,0,1,1031.622923,100,130.8582883,20,0.95,1,2.51,1,energy,electricity,heating,0.1,1,0
res_comASHeatPump_solarT,BajaCalif,2020,fixed,71.72623854,1,3.586311927,1,0,1,825.298338,100,130.8582883,20,0.95,1,2.51,1,energy,electricity,heating,0.1,1,0
