timeslice,commodity,asset,year,technology,installed,month,day,hour,supply
0,steel,106,2035,procIron_Biogas,2020,all-year,all-week,night,4.38660000000
0,steel,106,2040,procIron_Biogas,2020,all-year,all-week,night,4.49740000000
0,steel,107,2035,procIron_Biogas,2020,all-year,all-week,night,2.63200000000
0,steel,107,2040,procIron_Biogas,2020,all-year,all-week,night,2.69840000000
0,steel,108,2035,procIron_Biogas,2020,all-year,all-week,night,21.93320000000
0,steel,108,2040,procIron_Biogas,2020,all-year,all-week,night,22.48700000000
0,steel,109,2035,procIron_Biogas,2020,all-year,all-week,night,8.77330000000
0,steel,109,2040,procIron_Biogas,2020,all-year,all-week,night,8.99480000000
0,steel,110,2035,procIron_Biogas,2020,all-year,all-week,night,8.77330000000
0,steel,110,2040,procIron_Biogas,2020,all-year,all-week,night,8.99480000000
0,steel,111,2035,procIron_Biogas,2030,all-year,all-week,night,8.77330000000
0,steel,111,2040,procIron_Biogas,2030,all-year,all-week,night,8.99480000000
0,steel,112,2035,procIron_Biogas,2020,all-year,all-week,night,17.54660000000
0,steel,112,2040,procIron_Biogas,2020,all-year,all-week,night,17.98960000000
0,steel,113,2035,procIron_Biogas,2020,all-year,all-week,night,13.15990000000
0,steel,113,2040,procIron_Biogas,2020,all-year,all-week,night,13.49220000000
0,steel,114,2035,procIron_Biogas,2020,all-year,all-week,night,1.75470000000
0,steel,114,2040,procIron_Biogas,2020,all-year,all-week,night,1.79900000000
0,steel,115,2035,procIron_Biogas,2025,all-year,all-week,night,8.77330000000
0,steel,115,2040,procIron_Biogas,2025,all-year,all-week,night,8.99480000000
0,steel,116,2035,procIron_Biogas_CCS,2020,all-year,all-week,night,4.38660000000
0,steel,116,2040,procIron_Biogas_CCS,2020,all-year,all-week,night,4.49740000000
0,steel,117,2035,procIron_Biogas_CCS,2020,all-year,all-week,night,2.63200000000
0,steel,117,2040,procIron_Biogas_CCS,2020,all-year,all-week,night,2.69840000000
0,steel,118,2035,procIron_Biogas_CCS,2020,all-year,all-week,night,21.93320000000
0,steel,118,2040,procIron_Biogas_CCS,2020,all-year,all-week,night,22.48700000000
0,steel,119,2035,procIron_Biogas_CCS,2020,all-year,all-week,night,8.77330000000
0,steel,119,2040,procIron_Biogas_CCS,2020,all-year,all-week,night,8.99480000000
0,steel,120,2035,procIron_Biogas_CCS,2020,all-year,all-week,night,8.77330000000
0,steel,120,2040,procIron_Biogas_CCS,2020,all-year,all-week,night,8.99480000000
0,steel,121,2035,procIron_Biogas_CCS,2030,all-year,all-week,night,8.77330000000
0,steel,121,2040,procIron_Biogas_CCS,2030,all-year,all-week,night,8.99480000000
0,steel,122,2035,procIron_Biogas_CCS,2020,all-year,all-week,night,17.54660000000
0,steel,122,2040,procIron_Biogas_CCS,2020,all-year,all-week,night,17.98960000000
0,steel,123,2035,procIron_Biogas_CCS,2020,all-year,all-week,night,13.15990000000
0,steel,123,2040,procIron_Biogas_CCS,2020,all-year,all-week,night,13.49220000000
