asset,year,region,installed,technology,capacity
0,2045,BajaCalif,2020,gassupply1,20000.00000000000
0,2050,BajaCalif,2020,gassupply1,20000.00000000000
1,2045,BajaCalif,2030,gassupply1,1980000.00000000000
1,2050,BajaCalif,2030,gassupply1,1980000.00000000000
1,2069,BajaCalif,2030,gassupply1,1980000.00000000000
2,2045,BajaCalifSouth,2020,gassupply1,20000.00000000000
2,2050,BajaCalifSouth,2020,gassupply1,20000.00000000000
3,2045,BajaCalifSouth,2030,gassupply1,1980000.00000000000
3,2050,BajaCalifSouth,2030,gassupply1,1980000.00000000000
3,2069,BajaCalifSouth,2030,gassupply1,1980000.00000000000
4,2045,Central,2020,gassupply1,20000.00000000000
4,2050,Central,2020,gassupply1,20000.00000000000
5,2045,Central,2030,gassupply1,1980000.00000000000
5,2050,Central,2030,gassupply1,1980000.00000000000
5,2069,Central,2030,gassupply1,1980000.00000000000
6,2045,Eastern,2020,gassupply1,20000.00000000000
6,2050,Eastern,2020,gassupply1,20000.00000000000
7,2045,Eastern,2030,gassupply1,1980000.00000000000
7,2050,Eastern,2030,gassupply1,1980000.00000000000
7,2069,Eastern,2030,gassupply1,1980000.00000000000
8,2045,North,2020,gassupply1,20000.00000000000
8,2050,North,2020,gassupply1,20000.00000000000
9,2045,North,2030,gassupply1,1980000.00000000000
9,2050,North,2030,gassupply1,1980000.00000000000
9,2069,North,2030,gassupply1,1980000.00000000000
10,2045,Northeast,2020,gassupply1,20000.00000000000
10,2050,Northeast,2020,gassupply1,20000.00000000000
11,2045,Northeast,2030,gassupply1,1980000.00000000000
11,2050,Northeast,2030,gassupply1,1980000.00000000000
11,2069,Northeast,2030,gassupply1,1980000.00000000000
12,2045,Northwest,2020,gassupply1,20000.00000000000
12,2050,Northwest,2020,gassupply1,20000.00000000000
13,2045,Northwest,2030,gassupply1,1980000.00000000000
13,2050,Northwest,2030,gassupply1,1980000.00000000000
13,2069,Northwest,2030,gassupply1,1980000.00000000000
14,2045,Peninsular,2020,gassupply1,20000.00000000000
14,2050,Peninsular,2020,gassupply1,20000.00000000000
15,2045,Peninsular,2030,gassupply1,1980000.00000000000
15,2050,Peninsular,2030,gassupply1,1980000.00000000000
15,2069,Peninsular,2030,gassupply1,1980000.00000000000
16,2045,Western,2020,gassupply1,20000.00000000000
16,2050,Western,2020,gassupply1,20000.00000000000
17,2045,Western,2030,gassupply1,1980000.00000000000
17,2050,Western,2030,gassupply1,1980000.00000000000
17,2069,Western,2030,gassupply1,1980000.00000000000
