ProcessName,RegionName,Time,Central,Eastern,Western,Northwest,North,Northeast,BajaCalif,BajaCalifSouth,Peninsular
Unit,-,Year,PJ/y,PJ/y,PJ/y,PJ/y,PJ/y,PJ/y,PJ/y,PJ/y,PJ/y
BIO,Central,2020,1.1762928,0,0,0,0,0,0,0,0
BIO,Eastern,2020,0,10.31416416,0,0,0,0,0,0,0
BIO,Western,2020,0,0,5.73135264,0,0,0,0,0,0
BIO,Northwest,2020,0,0,0,0,0,0,0,0,0
BIO,North,2020,0,0,0,0,0.3579336,0,0,0,0
BIO,Northeast,2020,0,0,0,0,0,2.35384704,0,0,0
BIO,BajaCalif,2020,0,0,0,0,0,0,0,0,0
BIO,BajaCalifSouth,2020,0,0,0,0,0,0,0,0,0
BIO,Peninsular,2020,0,0,0,0,0,0,0,0,2.6143344
BIO,Central,2025,1.1762928,0,0,0,0,0,0,0,0
BIO,Eastern,2025,0,10.78720416,0,0,0,0,0,0,0
BIO,Western,2025,0,0,6.36207264,0,0,0,0,0,0
BIO,Northwest,2025,0,0,0,0,0,0,0,0,0
BIO,North,2025,0,0,0,0,0.3579336,0,0,0,0
BIO,Northeast,2025,0,0,0,0,0,2.66920704,0,0,0
BIO,BajaCalif,2025,0,0,0,0,0,0,0,0,0
BIO,BajaCalifSouth,2025,0,0,0,0,0,0,0,0,0
BIO,Peninsular,2025,0,0,0,0,0,0,0,0,2.6143344
BIO,Central,2030,1.14570288,0,0,0,0,0,0,0,0
BIO,Eastern,2030,0,7.994376,0,0,0,0,0,0,0
BIO,Western,2030,0,0,3.69728064,0,0,0,0,0,0
BIO,Northwest,2030,0,0,0,0,0,0,0,0,0
BIO,North,2030,0,0,0,0,0.3579336,0,0,0,0
BIO,Northeast,2030,0,0,0,0,0,1.52886528,0,0,0
BIO,BajaCalif,2030,0,0,0,0,0,0,0,0,0
BIO,BajaCalifSouth,2030,0,0,0,0,0,0,0,0,0
BIO,Peninsular,2030,0,0,0,0,0,0,0,0,1.0690704
BIO,Central,2035,1.14570288,0,0,0,0,0,0,0,0
BIO,Eastern,2035,0,7.592292,0,0,0,0,0,0,0
BIO,Western,2035,0,0,3.69728064,0,0,0,0,0,0
BIO,Northwest,2035,0,0,0,0,0,0,0,0,0
BIO,North,2035,0,0,0,0,0.3579336,0,0,0,0
BIO,Northeast,2035,0,0,0,0,0,1.52886528,0,0,0
BIO,BajaCalif,2035,0,0,0,0,0,0,0,0,0
BIO,BajaCalifSouth,2035,0,0,0,0,0,0,0,0,0
BIO,Peninsular,2035,0,0,0,0,0,0,0,0,1.0690704
BIO,Central,2040,1.06150176,0,0,0,0,0,0,0,0
BIO,Eastern,2040,0,5.66954208,0,0,0,0,0,0,0
BIO,Western,2040,0,0,1.71335088,0,0,0,0,0,0
BIO,Northwest,2040,0,0,0,0,0,0,0,0,0
BIO,North,2040,0,0,0,0,0.1056456,0,0,0,0
BIO,Northeast,2040,0,0,0,0,0,0.02712096,0,0,0
BIO,BajaCalif,2040,0,0,0,0,0,0,0,0,0
BIO,BajaCalifSouth,2040,0,0,0,0,0,0,0,0,0
BIO,Peninsular,2040,0,0,0,0,0,0,0,0,1.0690704
BIO,Central,2045,0,0,0,0,0,0,0,0,0
BIO,Eastern,2045,0,0,0,0,0,0,0,0,0
BIO,Western,2045,0,0,0,0,0,0,0,0,0
BIO,Northwest,2045,0,0,0,0,0,0,0,0,0
BIO,North,2045,0,0,0,0,0,0,0,0,0
BIO,Northeast,2045,0,0,0,0,0,0,0,0,0
BIO,BajaCalif,2045,0,0,0,0,0,0,0,0,0
BIO,BajaCalifSouth,2045,0,0,0,0,0,0,0,0,0
BIO,Peninsular,2045,0,0,0,0,0,0,0,0,0
BIO,Central,2050,0,0,0,0,0,0,0,0,0
BIO,Eastern,2050,0,0,0,0,0,0,0,0,0
BIO,Western,2050,0,0,0,0,0,0,0,0,0
BIO,Northwest,2050,0,0,0,0,0,0,0,0,0
BIO,North,2050,0,0,0,0,0,0,0,0,0
BIO,Northeast,2050,0,0,0,0,0,0,0,0,0
BIO,BajaCalif,2050,0,0,0,0,0,0,0,0,0
BIO,BajaCalifSouth,2050,0,0,0,0,0,0,0,0,0
BIO,Peninsular,2050,0,0,0,0,0,0,0,0,0
BIO_CCS,Central,2020,0,0,0,0,0,0,0,0,0
BIO_CCS,Eastern,2020,0,0,0,0,0,0,0,0,0
BIO_CCS,Western,2020,0,0,0,0,0,0,0,0,0
BIO_CCS,Northwest,2020,0,0,0,0,0,0,0,0,0
BIO_CCS,North,2020,0,0,0,0,0,0,0,0,0
BIO_CCS,Northeast,2020,0,0,0,0,0,0,0,0,0
BIO_CCS,BajaCalif,2020,0,0,0,0,0,0,0,0,0
BIO_CCS,BajaCalifSouth,2020,0,0,0,0,0,0,0,0,0
BIO_CCS,Peninsular,2020,0,0,0,0,0,0,0,0,0
BIO_CCS,Central,2025,0,0,0,0,0,0,0,0,0
BIO_CCS,Eastern,2025,0,0,0,0,0,0,0,0,0
BIO_CCS,Western,2025,0,0,0,0,0,0,0,0,0
BIO_CCS,Northwest,2025,0,0,0,0,0,0,0,0,0
BIO_CCS,North,2025,0,0,0,0,0,0,0,0,0
BIO_CCS,Northeast,2025,0,0,0,0,0,0,0,0,0
BIO_CCS,BajaCalif,2025,0,0,0,0,0,0,0,0,0
BIO_CCS,BajaCalifSouth,2025,0,0,0,0,0,0,0,0,0
BIO_CCS,Peninsular,2025,0,0,0,0,0,0,0,0,0
BIO_CCS,Central,2030,0,0,0,0,0,0,0,0,0
BIO_CCS,Eastern,2030,0,0,0,0,0,0,0,0,0
BIO_CCS,Western,2030,0,0,0,0,0,0,0,0,0
BIO_CCS,Northwest,2030,0,0,0,0,0,0,0,0,0
BIO_CCS,North,2030,0,0,0,0,0,0,0,0,0
BIO_CCS,Northeast,2030,0,0,0,0,0,0,0,0,0
BIO_CCS,BajaCalif,2030,0,0,0,0,0,0,0,0,0
BIO_CCS,BajaCalifSouth,2030,0,0,0,0,0,0,0,0,0
BIO_CCS,Peninsular,2030,0,0,0,0,0,0,0,0,0
BIO_CCS,Central,2035,0,0,0,0,0,0,0,0,0
BIO_CCS,Eastern,2035,0,0,0,0,0,0,0,0,0
BIO_CCS,Western,2035,0,0,0,0,0,0,0,0,0
BIO_CCS,Northwest,2035,0,0,0,0,0,0,0,0,0
BIO_CCS,North,2035,0,0,0,0,0,0,0,0,0
BIO_CCS,Northeast,2035,0,0,0,0,0,0,0,0,0
BIO_CCS,BajaCalif,2035,0,0,0,0,0,0,0,0,0
BIO_CCS,BajaCalifSouth,2035,0,0,0,0,0,0,0,0,0
BIO_CCS,Peninsular,2035,0,0,0,0,0,0,0,0,0
BIO_CCS,Central,2040,0,0,0,0,0,0,0,0,0
BIO_CCS,Eastern,2040,0,0,0,0,0,0,0,0,0
BIO_CCS,Western,2040,0,0,0,0,0,0,0,0,0
BIO_CCS,Northwest,2040,0,0,0,0,0,0,0,0,0
BIO_CCS,North,2040,0,0,0,0,0,0,0,0,0
BIO_CCS,Northeast,2040,0,0,0,0,0,0,0,0,0
BIO_CCS,BajaCalif,2040,0,0,0,0,0,0,0,0,0
BIO_CCS,BajaCalifSouth,2040,0,0,0,0,0,0,0,0,0
BIO_CCS,Peninsular,2040,0,0,0,0,0,0,0,0,0
BIO_CCS,Central,2045,0,0,0,0,0,0,0,0,0
BIO_CCS,Eastern,2045,0,0,0,0,0,0,0,0,0
BIO_CCS,Western,2045,0,0,0,0,0,0,0,0,0
BIO_CCS,Northwest,2045,0,0,0,0,0,0,0,0,0
BIO_CCS,North,2045,0,0,0,0,0,0,0,0,0
BIO_CCS,Northeast,2045,0,0,0,0,0,0,0,0,0
BIO_CCS,BajaCalif,2045,0,0,0,0,0,0,0,0,0
BIO_CCS,BajaCalifSouth,2045,0,0,0,0,0,0,0,0,0
BIO_CCS,Peninsular,2045,0,0,0,0,0,0,0,0,0
BIO_CCS,Central,2050,0,0,0,0,0,0,0,0,0
BIO_CCS,Eastern,2050,0,0,0,0,0,0,0,0,0
BIO_CCS,Western,2050,0,0,0,0,0,0,0,0,0
BIO_CCS,Northwest,2050,0,0,0,0,0,0,0,0,0
BIO_CCS,North,2050,0,0,0,0,0,0,0,0,0
BIO_CCS,Northeast,2050,0,0,0,0,0,0,0,0,0
BIO_CCS,BajaCalif,2050,0,0,0,0,0,0,0,0,0
BIO_CCS,BajaCalifSouth,2050,0,0,0,0,0,0,0,0,0
BIO_CCS,Peninsular,2050,0,0,0,0,0,0,0,0,0
C_H2,Central,2020,0,0,0,0,0,0,0,0,0
C_H2,Eastern,2020,0,0,0,0,0,0,0,0,0
C_H2,Western,2020,0,0,0,0,0,0,0,0,0
C_H2,Northwest,2020,0,0,0,0,0,0,0,0,0
C_H2,North,2020,0,0,0,0,0,0,0,0,0
C_H2,Northeast,2020,0,0,0,0,0,0,0,0,0
C_H2,BajaCalif,2020,0,0,0,0,0,0,0,0,0
C_H2,BajaCalifSouth,2020,0,0,0,0,0,0,0,0,0
C_H2,Peninsular,2020,0,0,0,0,0,0,0,0,0
C_H2,Central,2025,0,0,0,0,0,0,0,0,0
C_H2,Eastern,2025,0,0,0,0,0,0,0,0,0
C_H2,Western,2025,0,0,0,0,0,0,0,0,0
C_H2,Northwest,2025,0,0,0,0,0,0,0,0,0
C_H2,North,2025,0,0,0,0,0,0,0,0,0
C_H2,Northeast,2025,0,0,0,0,0,0,0,0,0
C_H2,BajaCalif,2025,0,0,0,0,0,0,0,0,0
C_H2,BajaCalifSouth,2025,0,0,0,0,0,0,0,0,0
C_H2,Peninsular,2025,0,0,0,0,0,0,0,0,0
C_H2,Central,2030,0,0,0,0,0,0,0,0,0
C_H2,Eastern,2030,0,0,0,0,0,0,0,0,0
C_H2,Western,2030,0,0,0,0,0,0,0,0,0
C_H2,Northwest,2030,0,0,0,0,0,0,0,0,0
C_H2,North,2030,0,0,0,0,0,0,0,0,0
C_H2,Northeast,2030,0,0,0,0,0,0,0,0,0
C_H2,BajaCalif,2030,0,0,0,0,0,0,0,0,0
C_H2,BajaCalifSouth,2030,0,0,0,0,0,0,0,0,0
C_H2,Peninsular,2030,0,0,0,0,0,0,0,0,0
C_H2,Central,2035,0,0,0,0,0,0,0,0,0
C_H2,Eastern,2035,0,0,0,0,0,0,0,0,0
C_H2,Western,2035,0,0,0,0,0,0,0,0,0
C_H2,Northwest,2035,0,0,0,0,0,0,0,0,0
C_H2,North,2035,0,0,0,0,0,0,0,0,0
C_H2,Northeast,2035,0,0,0,0,0,0,0,0,0
C_H2,BajaCalif,2035,0,0,0,0,0,0,0,0,0
C_H2,BajaCalifSouth,2035,0,0,0,0,0,0,0,0,0
C_H2,Peninsular,2035,0,0,0,0,0,0,0,0,0
C_H2,Central,2040,0,0,0,0,0,0,0,0,0
C_H2,Eastern,2040,0,0,0,0,0,0,0,0,0
C_H2,Western,2040,0,0,0,0,0,0,0,0,0
C_H2,Northwest,2040,0,0,0,0,0,0,0,0,0
C_H2,North,2040,0,0,0,0,0,0,0,0,0
C_H2,Northeast,2040,0,0,0,0,0,0,0,0,0
C_H2,BajaCalif,2040,0,0,0,0,0,0,0,0,0
C_H2,BajaCalifSouth,2040,0,0,0,0,0,0,0,0,0
C_H2,Peninsular,2040,0,0,0,0,0,0,0,0,0
C_H2,Central,2045,0,0,0,0,0,0,0,0,0
C_H2,Eastern,2045,0,0,0,0,0,0,0,0,0
C_H2,Western,2045,0,0,0,0,0,0,0,0,0
C_H2,Northwest,2045,0,0,0,0,0,0,0,0,0
C_H2,North,2045,0,0,0,0,0,0,0,0,0
C_H2,Northeast,2045,0,0,0,0,0,0,0,0,0
C_H2,BajaCalif,2045,0,0,0,0,0,0,0,0,0
C_H2,BajaCalifSouth,2045,0,0,0,0,0,0,0,0,0
C_H2,Peninsular,2045,0,0,0,0,0,0,0,0,0
C_H2,Central,2050,0,0,0,0,0,0,0,0,0
C_H2,Eastern,2050,0,0,0,0,0,0,0,0,0
C_H2,Western,2050,0,0,0,0,0,0,0,0,0
C_H2,Northwest,2050,0,0,0,0,0,0,0,0,0
C_H2,North,2050,0,0,0,0,0,0,0,0,0
C_H2,Northeast,2050,0,0,0,0,0,0,0,0,0
C_H2,BajaCalif,2050,0,0,0,0,0,0,0,0,0
C_H2,BajaCalifSouth,2050,0,0,0,0,0,0,0,0,0
C_H2,Peninsular,2050,0,0,0,0,0,0,0,0,0
CC_GAS,Central,2020,79.17491232,0,0,0,0,0,0,0,0
CC_GAS,Eastern,2020,0,168.3817416,0,0,0,0,0,0,0
CC_GAS,Western,2020,0,0,186.8183179,0,0,0,0,0,0
CC_GAS,Northwest,2020,0,0,0,144.9621619,0,0,0,0,0
CC_GAS,North,2020,0,0,0,0,149.4626645,0,0,0,0
CC_GAS,Northeast,2020,0,0,0,0,0,394.4718403,0,0,0
CC_GAS,BajaCalif,2020,0,0,0,0,0,0,118.0401941,0,0
CC_GAS,BajaCalifSouth,2020,0,0,0,0,0,0,0,0,0
CC_GAS,Peninsular,2020,0,0,0,0,0,0,0,0,66.38107248
CC_GAS,Central,2025,105.9805123,0,0,0,0,0,0,0,0
CC_GAS,Eastern,2025,0,168.3817416,0,0,0,0,0,0,0
CC_GAS,Western,2025,0,0,203.5954699,0,0,0,0,0,0
CC_GAS,Northwest,2025,0,0,0,144.9621619,0,0,0,0,0
CC_GAS,North,2025,0,0,0,0,149.4626645,0,0,0,0
CC_GAS,Northeast,2025,0,0,0,0,0,394.4718403,0,0,0
CC_GAS,BajaCalif,2025,0,0,0,0,0,0,118.0401941,0,0
CC_GAS,BajaCalifSouth,2025,0,0,0,0,0,0,0,0,0
CC_GAS,Peninsular,2025,0,0,0,0,0,0,0,0,66.38107248
CC_GAS,Central,2030,38.5590672,0,0,0,0,0,0,0,0
CC_GAS,Eastern,2030,0,110.9704536,0,0,0,0,0,0,0
CC_GAS,Western,2030,0,0,101.6761637,0,0,0,0,0,0
CC_GAS,Northwest,2030,0,0,0,137.8028592,0,0,0,0,0
CC_GAS,North,2030,0,0,0,0,115.4807323,0,0,0,0
CC_GAS,Northeast,2030,0,0,0,0,0,333.1478808,0,0,0
CC_GAS,BajaCalif,2030,0,0,0,0,0,0,83.57134608,0,0
CC_GAS,BajaCalifSouth,2030,0,0,0,0,0,0,0,0,0
CC_GAS,Peninsular,2030,0,0,0,0,0,0,0,0,61.43591232
CC_GAS,Central,2035,38.5590672,0,0,0,0,0,0,0,0
CC_GAS,Eastern,2035,0,48.63387312,0,0,0,0,0,0,0
CC_GAS,Western,2035,0,0,78.71480208,0,0,0,0,0,0
CC_GAS,Northwest,2035,0,0,0,120.7103472,0,0,0,0,0
CC_GAS,North,2035,0,0,0,0,87.19167888,0,0,0,0
CC_GAS,Northeast,2035,0,0,0,0,0,190.3822013,0,0,0
CC_GAS,BajaCalif,2035,0,0,0,0,0,0,25.77784176,0,0
CC_GAS,BajaCalifSouth,2035,0,0,0,0,0,0,0,0,0
CC_GAS,Peninsular,2035,0,0,0,0,0,0,0,0,22.1745384
CC_GAS,Central,2040,38.5590672,0,0,0,0,0,0,0,0
CC_GAS,Eastern,2040,0,28.95540912,0,0,0,0,0,0,0
CC_GAS,Western,2040,0,0,41.31247536,0,0,0,0,0,0
CC_GAS,Northwest,2040,0,0,0,120.7103472,0,0,0,0,0
CC_GAS,North,2040,0,0,0,0,70.98816672,0,0,0,0
CC_GAS,Northeast,2040,0,0,0,0,0,137.9810376,0,0,0
CC_GAS,BajaCalif,2040,0,0,0,0,0,0,23.64285456,0,0
CC_GAS,BajaCalifSouth,2040,0,0,0,0,0,0,0,0,0
CC_GAS,Peninsular,2040,0,0,0,0,0,0,0,0,0.9744624
CC_GAS,Central,2045,38.5590672,0,0,0,0,0,0,0,0
CC_GAS,Eastern,2045,0,25.23416112,0,0,0,0,0,0,0
CC_GAS,Western,2045,0,0,38.15887536,0,0,0,0,0,0
CC_GAS,Northwest,2045,0,0,0,102.4194672,0,0,0,0,0
CC_GAS,North,2045,0,0,0,0,30.58645104,0,0,0,0
CC_GAS,Northeast,2045,0,0,0,0,0,137.9810376,0,0,0
CC_GAS,BajaCalif,2045,0,0,0,0,0,0,21.11997456,0,0
CC_GAS,BajaCalifSouth,2045,0,0,0,0,0,0,0,0,0
CC_GAS,Peninsular,2045,0,0,0,0,0,0,0,0,0.9744624
CC_GAS,Central,2050,17.87113584,0,0,0,0,0,0,0,0
CC_GAS,Eastern,2050,0,0,0,0,0,0,0,0,0
CC_GAS,Western,2050,0,0,27.578232,0,0,0,0,0,0
CC_GAS,Northwest,2050,0,0,0,2.743632,0,0,0,0,0
CC_GAS,North,2050,0,0,0,0,30.58645104,0,0,0,0
CC_GAS,Northeast,2050,0,0,0,0,0,0,0,0,0
CC_GAS,BajaCalif,2050,0,0,0,0,0,0,0,0,0
CC_GAS,BajaCalifSouth,2050,0,0,0,0,0,0,0,0,0
CC_GAS,Peninsular,2050,0,0,0,0,0,0,0,0,0
CC_OIL,Central,2020,0,0,0,0,0,0,0,0,0
CC_OIL,Eastern,2020,0,0.7631712,0,0,0,0,0,0,0
CC_OIL,Western,2020,0,0,22.2770304,0,0,0,0,0,0
CC_OIL,Northwest,2020,0,0,0,0.3027456,0,0,0,0,0
CC_OIL,North,2020,0,0,0,0,0,0,0,0,0
CC_OIL,Northeast,2020,0,0,0,0,0,0,0,0,0
CC_OIL,BajaCalif,2020,0,0,0,0,0,0,0,0,0
CC_OIL,BajaCalifSouth,2020,0,0,0,0,0,0,0,18.30633264,0
CC_OIL,Peninsular,2020,0,0,0,0,0,0,0,0,12.08491056
CC_OIL,Central,2025,0,0,0,0,0,0,0,0,0
CC_OIL,Eastern,2025,0,0.7631712,0,0,0,0,0,0,0
CC_OIL,Western,2025,0,0,22.2770304,0,0,0,0,0,0
CC_OIL,Northwest,2025,0,0,0,0.3027456,0,0,0,0,0
CC_OIL,North,2025,0,0,0,0,0,0,0,0,0
CC_OIL,Northeast,2025,0,0,0,0,0,0,0,0,0
CC_OIL,BajaCalif,2025,0,0,0,0,0,0,0,0,0
CC_OIL,BajaCalifSouth,2025,0,0,0,0,0,0,0,18.30633264,0
CC_OIL,Peninsular,2025,0,0,0,0,0,0,0,0,12.08491056
CC_OIL,Central,2030,0,0,0,0,0,0,0,0,0
CC_OIL,Eastern,2030,0,0,0,0,0,0,0,0,0
CC_OIL,Western,2030,0,0,0,0,0,0,0,0,0
CC_OIL,Northwest,2030,0,0,0,0,0,0,0,0,0
CC_OIL,North,2030,0,0,0,0,0,0,0,0,0
CC_OIL,Northeast,2030,0,0,0,0,0,0,0,0,0
CC_OIL,BajaCalif,2030,0,0,0,0,0,0,0,0,0
CC_OIL,BajaCalifSouth,2030,0,0,0,0,0,0,0,0,0
CC_OIL,Peninsular,2030,0,0,0,0,0,0,0,0,2.31348096
CC_OIL,Central,2035,0,0,0,0,0,0,0,0,0
CC_OIL,Eastern,2035,0,0,0,0,0,0,0,0,0
CC_OIL,Western,2035,0,0,0,0,0,0,0,0,0
CC_OIL,Northwest,2035,0,0,0,0,0,0,0,0,0
CC_OIL,North,2035,0,0,0,0,0,0,0,0,0
CC_OIL,Northeast,2035,0,0,0,0,0,0,0,0,0
CC_OIL,BajaCalif,2035,0,0,0,0,0,0,0,0,0
CC_OIL,BajaCalifSouth,2035,0,0,0,0,0,0,0,0,0
CC_OIL,Peninsular,2035,0,0,0,0,0,0,0,0,2.31348096
CC_OIL,Central,2040,0,0,0,0,0,0,0,0,0
CC_OIL,Eastern,2040,0,0,0,0,0,0,0,0,0
CC_OIL,Western,2040,0,0,0,0,0,0,0,0,0
CC_OIL,Northwest,2040,0,0,0,0,0,0,0,0,0
CC_OIL,North,2040,0,0,0,0,0,0,0,0,0
CC_OIL,Northeast,2040,0,0,0,0,0,0,0,0,0
CC_OIL,BajaCalif,2040,0,0,0,0,0,0,0,0,0
CC_OIL,BajaCalifSouth,2040,0,0,0,0,0,0,0,0,0
CC_OIL,Peninsular,2040,0,0,0,0,0,0,0,0,0
CC_OIL,Central,2045,0,0,0,0,0,0,0,0,0
CC_OIL,Eastern,2045,0,0,0,0,0,0,0,0,0
CC_OIL,Western,2045,0,0,0,0,0,0,0,0,0
CC_OIL,Northwest,2045,0,0,0,0,0,0,0,0,0
CC_OIL,North,2045,0,0,0,0,0,0,0,0,0
CC_OIL,Northeast,2045,0,0,0,0,0,0,0,0,0
CC_OIL,BajaCalif,2045,0,0,0,0,0,0,0,0,0
CC_OIL,BajaCalifSouth,2045,0,0,0,0,0,0,0,0,0
CC_OIL,Peninsular,2045,0,0,0,0,0,0,0,0,0
CC_OIL,Central,2050,0,0,0,0,0,0,0,0,0
CC_OIL,Eastern,2050,0,0,0,0,0,0,0,0,0
CC_OIL,Western,2050,0,0,0,0,0,0,0,0,0
CC_OIL,Northwest,2050,0,0,0,0,0,0,0,0,0
CC_OIL,North,2050,0,0,0,0,0,0,0,0,0
CC_OIL,Northeast,2050,0,0,0,0,0,0,0,0,0
CC_OIL,BajaCalif,2050,0,0,0,0,0,0,0,0,0
CC_OIL,BajaCalifSouth,2050,0,0,0,0,0,0,0,0,0
CC_OIL,Peninsular,2050,0,0,0,0,0,0,0,0,0
COAL,Central,2020,0,0,0,0,0,0,0,0,0
COAL,Eastern,2020,0,87.61836096,0,0,0,0,0,0,0
COAL,Western,2020,0,0,0,0,0,0,0,0,0
COAL,Northwest,2020,0,0,0,0,0,0,0,0,0
COAL,North,2020,0,0,0,0,2.04984,0,0,0,0
COAL,Northeast,2020,0,0,0,0,0,85.77792,0,0,0
COAL,BajaCalif,2020,0,0,0,0,0,0,0,0,0
COAL,BajaCalifSouth,2020,0,0,0,0,0,0,0,0,0
COAL,Peninsular,2020,0,0,0,0,0,0,0,0,0
COAL,Central,2025,0,0,0,0,0,0,0,0,0
COAL,Eastern,2025,0,87.61836096,0,0,0,0,0,0,0
COAL,Western,2025,0,0,0,0,0,0,0,0,0
COAL,Northwest,2025,0,0,0,0,0,0,0,0,0
COAL,North,2025,0,0,0,0,2.04984,0,0,0,0
COAL,Northeast,2025,0,0,0,0,0,85.77792,0,0,0
COAL,BajaCalif,2025,0,0,0,0,0,0,0,0,0
COAL,BajaCalifSouth,2025,0,0,0,0,0,0,0,0,0
COAL,Peninsular,2025,0,0,0,0,0,0,0,0,0
COAL,Central,2030,0,0,0,0,0,0,0,0,0
COAL,Eastern,2030,0,87.61836096,0,0,0,0,0,0,0
COAL,Western,2030,0,0,0,0,0,0,0,0,0
COAL,Northwest,2030,0,0,0,0,0,0,0,0,0
COAL,North,2030,0,0,0,0,2.04984,0,0,0,0
COAL,Northeast,2030,0,0,0,0,0,44.1504,0,0,0
COAL,BajaCalif,2030,0,0,0,0,0,0,0,0,0
COAL,BajaCalifSouth,2030,0,0,0,0,0,0,0,0,0
COAL,Peninsular,2030,0,0,0,0,0,0,0,0,0
COAL,Central,2035,0,0,0,0,0,0,0,0,0
COAL,Eastern,2035,0,0,0,0,0,0,0,0,0
COAL,Western,2035,0,0,0,0,0,0,0,0,0
COAL,Northwest,2035,0,0,0,0,0,0,0,0,0
COAL,North,2035,0,0,0,0,2.04984,0,0,0,0
COAL,Northeast,2035,0,0,0,0,0,0,0,0,0
COAL,BajaCalif,2035,0,0,0,0,0,0,0,0,0
COAL,BajaCalifSouth,2035,0,0,0,0,0,0,0,0,0
COAL,Peninsular,2035,0,0,0,0,0,0,0,0,0
COAL,Central,2040,0,0,0,0,0,0,0,0,0
COAL,Eastern,2040,0,0,0,0,0,0,0,0,0
COAL,Western,2040,0,0,0,0,0,0,0,0,0
COAL,Northwest,2040,0,0,0,0,0,0,0,0,0
COAL,North,2040,0,0,0,0,2.04984,0,0,0,0
COAL,Northeast,2040,0,0,0,0,0,0,0,0,0
COAL,BajaCalif,2040,0,0,0,0,0,0,0,0,0
COAL,BajaCalifSouth,2040,0,0,0,0,0,0,0,0,0
COAL,Peninsular,2040,0,0,0,0,0,0,0,0,0
COAL,Central,2045,0,0,0,0,0,0,0,0,0
COAL,Eastern,2045,0,0,0,0,0,0,0,0,0
COAL,Western,2045,0,0,0,0,0,0,0,0,0
COAL,Northwest,2045,0,0,0,0,0,0,0,0,0
COAL,North,2045,0,0,0,0,2.04984,0,0,0,0
COAL,Northeast,2045,0,0,0,0,0,0,0,0,0
COAL,BajaCalif,2045,0,0,0,0,0,0,0,0,0
COAL,BajaCalifSouth,2045,0,0,0,0,0,0,0,0,0
COAL,Peninsular,2045,0,0,0,0,0,0,0,0,0
COAL,Central,2050,0,0,0,0,0,0,0,0,0
COAL,Eastern,2050,0,0,0,0,0,0,0,0,0
COAL,Western,2050,0,0,0,0,0,0,0,0,0
COAL,Northwest,2050,0,0,0,0,0,0,0,0,0
COAL,North,2050,0,0,0,0,0,0,0,0,0
COAL,Northeast,2050,0,0,0,0,0,0,0,0,0
COAL,BajaCalif,2050,0,0,0,0,0,0,0,0,0
COAL,BajaCalifSouth,2050,0,0,0,0,0,0,0,0,0
COAL,Peninsular,2050,0,0,0,0,0,0,0,0,0
COAL_CCS,Central,2020,0,0,0,0,0,0,0,0,0
COAL_CCS,Eastern,2020,0,0,0,0,0,0,0,0,0
COAL_CCS,Western,2020,0,0,0,0,0,0,0,0,0
COAL_CCS,Northwest,2020,0,0,0,0,0,0,0,0,0
COAL_CCS,North,2020,0,0,0,0,0,0,0,0,0
COAL_CCS,Northeast,2020,0,0,0,0,0,0,0,0,0
COAL_CCS,BajaCalif,2020,0,0,0,0,0,0,0,0,0
