ProcessName,RegionName,Time,StdUnitCapacity,TechnicalLife,GrossEfficiency,OwnUseRate,Availability,MinLoadRate,CCSCaptureRate,DayStorageOutput,CAPEX,OPEX,DiscountRate,RunningCost
COA_USC_HC,MEX,2085,3000,40,50,7,95,0,0,0,1886.537155,37.73074309,5,0.001
COA_USC_HC,MEX,2090,3000,40,50,7,95,0,0,0,1886.537155,37.73074309,5,0.001
COA_USC_HC,MEX,2095,3000,40,50,7,95,0,0,0,1886.537155,37.73074309,5,0.001
COA_USC_HC,MEX,2100,3000,40,50,7,95,0,0,0,1886.537155,37.73074309,5,0.001
COA_IGCC_HC,MEX,2010,3000,40,44,7,95,0,0,0,2902.364853,58.04729707,5,0.001
COA_IGCC_HC,MEX,2015,3000,40,44,7,95,0,0,0,2902.364853,58.04729707,5,0.001
COA_IGCC_HC,MEX,2020,3000,40,45.33333333,7,95,0,0,0,2827.945242,56.55890484,5,0.001
COA_IGCC_HC,MEX,2025,3000,40,46.66666667,7,95,0,0,0,2753.52563,55.0705126,5,0.001
COA_IGCC_HC,MEX,2030,3000,40,48,7,95,0,0,0,2679.106019,53.58212037,5,0.001
COA_IGCC_HC,MEX,2035,3000,40,49,7,95,0,0,0,2623.29131,52.4658262,5,0.001
COA_IGCC_HC,MEX,2040,3000,40,50,7,95,0,0,0,2567.476601,51.34953202,5,0.001
COA_IGCC_HC,MEX,2045,3000,40,51,7,95,0,0,0,2511.661892,50.23323785,5,0.001
COA_IGCC_HC,MEX,2050,3000,40,52,7,95,0,0,0,2455.847184,49.11694367,5,0.001
COA_IGCC_HC,MEX,2055,3000,40,52,7,95,0,0,0,2455.847184,49.11694367,5,0.001
COA_IGCC_HC,MEX,2060,3000,40,52,7,95,0,0,0,2455.847184,49.11694367,5,0.001
COA_IGCC_HC,MEX,2065,3000,40,52,7,95,0,0,0,2455.847184,49.11694367,5,0.001
COA_IGCC_HC,MEX,2070,3000,40,52,7,95,0,0,0,2455.847184,49.11694367,5,0.001
COA_IGCC_HC,MEX,2075,3000,40,52,7,95,0,0,0,2455.847184,49.11694367,5,0.001
COA_IGCC_HC,MEX,2080,3000,40,52,7,95,0,0,0,2455.847184,49.11694367,5,0.001
COA_IGCC_HC,MEX,2085,3000,40,52,7,95,0,0,0,2455.847184,49.11694367,5,0.001
COA_IGCC_HC,MEX,2090,3000,40,52,7,95,0,0,0,2455.847184,49.11694367,5,0.001
COA_IGCC_HC,MEX,2095,3000,40,52,7,95,0,0,0,2455.847184,49.11694367,5,0.001
COA_IGCC_HC,MEX,2100,3000,40,52,7,95,0,0,0,2455.847184,49.11694367,5,0.001
CCS_USC_POS_HC,MEX,2010,3000,40,34,7,95,0,85,0,3116.887473,93.50662419,5,0.001
CCS_USC_POS_HC,MEX,2015,3000,40,34,7,95,0,85,0,3116.887473,93.50662419,5,0.001
CCS_USC_POS_HC,MEX,2020,3000,40,36,7,95,0,85,0,2958.308988,88.74926963,5,0.001
CCS_USC_POS_HC,MEX,2025,3000,40,38,7,95,0,85,0,2799.730502,83.99191506,5,0.001
CCS_USC_POS_HC,MEX,2030,3000,40,40,7,95,0,85,0,2641.152017,79.2345605,5,0.001
CCS_USC_POS_HC,MEX,2035,3000,40,40.5,7,95,0,85,0,2555.027494,76.65082483,5,0.001
CCS_USC_POS_HC,MEX,2040,3000,40,41,7,95,0,85,0,2468.902972,74.06708916,5,0.001
CCS_USC_POS_HC,MEX,2045,3000,40,41.5,7,95,0,85,0,2382.77845,71.48335349,5,0.001
CCS_USC_POS_HC,MEX,2050,3000,40,42,7,95,0,85,0,2296.653927,68.89961782,5,0.001
CCS_USC_POS_HC,MEX,2055,3000,40,42,7,95,0,85,0,2296.653927,68.89961782,5,0.001
CCS_USC_POS_HC,MEX,2060,3000,40,42,7,95,0,85,0,2296.653927,68.89961782,5,0.001
CCS_USC_POS_HC,MEX,2065,3000,40,42,7,95,0,85,0,2296.653927,68.89961782,5,0.001
CCS_USC_POS_HC,MEX,2070,3000,40,42,7,95,0,85,0,2296.653927,68.89961782,5,0.001
CCS_USC_POS_HC,MEX,2075,3000,40,42,7,95,0,85,0,2296.653927,68.89961782,5,0.001
CCS_USC_POS_HC,MEX,2080,3000,40,42,7,95,0,85,0,2296.653927,68.89961782,5,0.001
CCS_USC_POS_HC,MEX,2085,3000,40,42,7,95,0,85,0,2296.653927,68.89961782,5,0.001
CCS_USC_POS_HC,MEX,2090,3000,40,42,7,95,0,85,0,2296.653927,68.89961782,5,0.001
CCS_USC_POS_HC,MEX,2095,3000,40,42,7,95,0,85,0,2296.653927,68.89961782,5,0.001
CCS_USC_POS_HC,MEX,2100,3000,40,42,7,95,0,85,0,2296.653927,68.89961782,5,0.001
CCS_USC_OXY_HC,MEX,2010,3000,40,34,7,95,0,85,0,3280.934182,98.42802546,5,0.001
CCS_USC_OXY_HC,MEX,2015,3000,40,34,7,95,0,85,0,3280.934182,98.42802546,5,0.001
CCS_USC_OXY_HC,MEX,2020,3000,40,36,7,95,0,85,0,3130.558032,93.91674096,5,0.001
CCS_USC_OXY_HC,MEX,2025,3000,40,38,7,95,0,85,0,2980.181882,89.40545646,5,0.001
CCS_USC_OXY_HC,MEX,2030,3000,40,40,7,95,0,85,0,2829.805732,84.89417196,5,0.001
CCS_USC_OXY_HC,MEX,2035,3000,40,40.5,7,95,0,85,0,2727.276539,81.81829617,5,0.001
CCS_USC_OXY_HC,MEX,2040,3000,40,41,7,95,0,85,0,2624.747346,78.74242037,5,0.001
CCS_USC_OXY_HC,MEX,2045,3000,40,41.5,7,95,0,85,0,2522.218152,75.66654457,5,0.001
CCS_USC_OXY_HC,MEX,2050,3000,40,42,7,95,0,85,0,2419.688959,72.59066878,5,0.001
CCS_USC_OXY_HC,MEX,2055,3000,40,42,7,95,0,85,0,2419.688959,72.59066878,5,0.001
CCS_USC_OXY_HC,MEX,2060,3000,40,42,7,95,0,85,0,2419.688959,72.59066878,5,0.001
CCS_USC_OXY_HC,MEX,2065,3000,40,42,7,95,0,85,0,2419.688959,72.59066878,5,0.001
CCS_USC_OXY_HC,MEX,2070,3000,40,42,7,95,0,85,0,2419.688959,72.59066878,5,0.001
CCS_USC_OXY_HC,MEX,2075,3000,40,42,7,95,0,85,0,2419.688959,72.59066878,5,0.001
CCS_USC_OXY_HC,MEX,2080,3000,40,42,7,95,0,85,0,2419.688959,72.59066878,5,0.001
CCS_USC_OXY_HC,MEX,2085,3000,40,42,7,95,0,85,0,2419.688959,72.59066878,5,0.001
CCS_USC_OXY_HC,MEX,2090,3000,40,42,7,95,0,85,0,2419.688959,72.59066878,5,0.001
CCS_USC_OXY_HC,MEX,2095,3000,40,42,7,95,0,85,0,2419.688959,72.59066878,5,0.001
CCS_USC_OXY_HC,MEX,2100,3000,40,42,7,95,0,85,0,2419.688959,72.59066878,5,0.001
CCS_USC_PRE_HC,MEX,2010,3000,40,31,7,95,0,85,0,3817.726076,114.5317823,5,0.001
CCS_USC_PRE_HC,MEX,2015,3000,40,31,7,95,0,85,0,3817.726076,114.5317823,5,0.001
CCS_USC_PRE_HC,MEX,2020,3000,40,33.33333333,7,95,0,85,0,3683.770775,110.5131233,5,0.001
CCS_USC_PRE_HC,MEX,2025,3000,40,35.66666667,7,95,0,85,0,3549.815475,106.4944642,5,0.001
CCS_USC_PRE_HC,MEX,2030,3000,40,38,7,95,0,85,0,3415.860174,102.4758052,5,0.001
CCS_USC_PRE_HC,MEX,2035,3000,40,40,7,95,0,85,0,3290.277079,98.70831237,5,0.001
CCS_USC_PRE_HC,MEX,2040,3000,40,42,7,95,0,85,0,3164.693984,94.94081953,5,0.001
CCS_USC_PRE_HC,MEX,2045,3000,40,44,7,95,0,85,0,3039.11089,91.17332669,5,0.001
CCS_USC_PRE_HC,MEX,2050,3000,40,46,7,95,0,85,0,2913.527795,87.40583385,5,0.001
CCS_USC_PRE_HC,MEX,2055,3000,40,46,7,95,0,85,0,2913.527795,87.40583385,5,0.001
CCS_USC_PRE_HC,MEX,2060,3000,40,46,7,95,0,85,0,2913.527795,87.40583385,5,0.001
CCS_USC_PRE_HC,MEX,2065,3000,40,46,7,95,0,85,0,2913.527795,87.40583385,5,0.001
CCS_USC_PRE_HC,MEX,2070,3000,40,46,7,95,0,85,0,2913.527795,87.40583385,5,0.001
CCS_USC_PRE_HC,MEX,2075,3000,40,46,7,95,0,85,0,2913.527795,87.40583385,5,0.001
CCS_USC_PRE_HC,MEX,2080,3000,40,46,7,95,0,85,0,2913.527795,87.40583385,5,0.001
CCS_USC_PRE_HC,MEX,2085,3000,40,46,7,95,0,85,0,2913.527795,87.40583385,5,0.001
CCS_USC_PRE_HC,MEX,2090,3000,40,46,7,95,0,85,0,2913.527795,87.40583385,5,0.001
CCS_USC_PRE_HC,MEX,2095,3000,40,46,7,95,0,85,0,2913.527795,87.40583385,5,0.001
CCS_USC_PRE_HC,MEX,2100,3000,40,46,7,95,0,85,0,2913.527795,87.40583385,5,0.001
COA_SUB_LN,MEX,2010,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2015,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2020,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2025,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2030,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2035,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2040,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2045,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2050,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2055,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2060,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2065,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2070,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2075,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2080,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2085,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2090,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2095,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SUB_LN,MEX,2100,3000,40,34,7,95,0,0,0,1523.741548,30.47483096,5,0.001
COA_SC_LN,MEX,2010,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2015,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2020,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2025,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2030,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2035,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2040,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2045,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2050,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2055,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2060,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2065,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2070,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2075,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2080,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2085,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2090,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2095,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_SC_LN,MEX,2100,3000,40,38,7,95,0,0,0,1752.30278,35.0460556,5,0.001
COA_USC_LN,MEX,2010,3000,40,42,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2015,3000,40,42,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2020,3000,40,43,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2025,3000,40,44,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2030,3000,40,45,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2035,3000,40,45.5,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2040,3000,40,46,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2045,3000,40,46.5,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2050,3000,40,47,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2055,3000,40,47,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2060,3000,40,47,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2065,3000,40,47,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2070,3000,40,47,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2075,3000,40,47,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2080,3000,40,47,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2085,3000,40,47,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2090,3000,40,47,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2095,3000,40,47,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_USC_LN,MEX,2100,3000,40,47,7,95,0,0,0,1980.864012,39.61728025,5,0.001
COA_IGCC_LN,MEX,2010,3000,40,42,7,95,0,0,0,3047.483096,60.94966192,5,0.001
COA_IGCC_LN,MEX,2015,3000,40,42,7,95,0,0,0,3047.483096,60.94966192,5,0.001
COA_IGCC_LN,MEX,2020,3000,40,43.33333333,7,95,0,0,0,2969.342504,59.38685008,5,0.001
COA_IGCC_LN,MEX,2025,3000,40,44.66666667,7,95,0,0,0,2891.201912,57.82403823,5,0.001
COA_IGCC_LN,MEX,2030,3000,40,46,7,95,0,0,0,2813.061319,56.26122639,5,0.001
COA_IGCC_LN,MEX,2035,3000,40,47,7,95,0,0,0,2754.455875,55.08911751,5,0.001
COA_IGCC_LN,MEX,2040,3000,40,48,7,95,0,0,0,2695.850431,53.91700862,5,0.001
COA_IGCC_LN,MEX,2045,3000,40,49,7,95,0,0,0,2637.244987,52.74489974,5,0.001
COA_IGCC_LN,MEX,2050,3000,40,50,7,95,0,0,0,2578.639543,51.57279086,5,0.001
COA_IGCC_LN,MEX,2055,3000,40,50,7,95,0,0,0,2578.639543,51.57279086,5,0.001
COA_IGCC_LN,MEX,2060,3000,40,50,7,95,0,0,0,2578.639543,51.57279086,5,0.001
COA_IGCC_LN,MEX,2065,3000,40,50,7,95,0,0,0,2578.639543,51.57279086,5,0.001
COA_IGCC_LN,MEX,2070,3000,40,50,7,95,0,0,0,2578.639543,51.57279086,5,0.001
COA_IGCC_LN,MEX,2075,3000,40,50,7,95,0,0,0,2578.639543,51.57279086,5,0.001
COA_IGCC_LN,MEX,2080,3000,40,50,7,95,0,0,0,2578.639543,51.57279086,5,0.001
COA_IGCC_LN,MEX,2085,3000,40,50,7,95,0,0,0,2578.639543,51.57279086,5,0.001
COA_IGCC_LN,MEX,2090,3000,40,50,7,95,0,0,0,2578.639543,51.57279086,5,0.001
COA_IGCC_LN,MEX,2095,3000,40,50,7,95,0,0,0,2578.639543,51.57279086,5,0.001
COA_IGCC_LN,MEX,2100,3000,40,50,7,95,0,0,0,2578.639543,51.57279086,5,0.001
CCS_USC_POS_LN,MEX,2010,3000,40,32,7,95,0,85,0,3272.731847,98.1819554,5,0.001
CCS_USC_POS_LN,MEX,2015,3000,40,32,7,95,0,85,0,3272.731847,98.1819554,5,0.001
CCS_USC_POS_LN,MEX,2020,3000,40,32.66666667,7,95,0,85,0,3106.224437,93.18673311,5,0.001
CCS_USC_POS_LN,MEX,2025,3000,40,33.33333333,7,95,0,85,0,2939.717027,88.19151081,5,0.001
CCS_USC_POS_LN,MEX,2030,3000,40,34,7,95,0,85,0,2773.209617,83.19628852,5,0.001
CCS_USC_POS_LN,MEX,2035,3000,40,35.25,7,95,0,85,0,2682.778869,80.48336607,5,0.001
CCS_USC_POS_LN,MEX,2040,3000,40,36.5,7,95,0,85,0,2592.348121,77.77044362,5,0.001
CCS_USC_POS_LN,MEX,2045,3000,40,37.75,7,95,0,85,0,2501.917372,75.05752117,5,0.001
CCS_USC_POS_LN,MEX,2050,3000,40,39,7,95,0,85,0,2411.486624,72.34459871,5,0.001
CCS_USC_POS_LN,MEX,2055,3000,40,39,7,95,0,85,0,2411.486624,72.34459871,5,0.001
CCS_USC_POS_LN,MEX,2060,3000,40,39,7,95,0,85,0,2411.486624,72.34459871,5,0.001
CCS_USC_POS_LN,MEX,2065,3000,40,39,7,95,0,85,0,2411.486624,72.34459871,5,0.001
CCS_USC_POS_LN,MEX,2070,3000,40,39,7,95,0,85,0,2411.486624,72.34459871,5,0.001
CCS_USC_POS_LN,MEX,2075,3000,40,39,7,95,0,85,0,2411.486624,72.34459871,5,0.001
CCS_USC_POS_LN,MEX,2080,3000,40,39,7,95,0,85,0,2411.486624,72.34459871,5,0.001
CCS_USC_POS_LN,MEX,2085,3000,40,39,7,95,0,85,0,2411.486624,72.34459871,5,0.001
CCS_USC_POS_LN,MEX,2090,3000,40,39,7,95,0,85,0,2411.486624,72.34459871,5,0.001
CCS_USC_POS_LN,MEX,2095,3000,40,39,7,95,0,85,0,2411.486624,72.34459871,5,0.001
CCS_USC_POS_LN,MEX,2100,3000,40,39,7,95,0,85,0,2411.486624,72.34459871,5,0.001
GAS_GT,MEX,2010,3000,35,38,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2015,3000,35,38,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2020,3000,35,38.66666667,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2025,3000,35,39.33333333,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2030,3000,35,40,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2035,3000,35,40.5,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2040,3000,35,41,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2045,3000,35,41.5,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2050,3000,35,42,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2055,3000,35,42,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2060,3000,35,42,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2065,3000,35,42,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2070,3000,35,42,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2075,3000,35,42,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2080,3000,35,42,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2085,3000,35,42,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2090,3000,35,42,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2095,3000,35,42,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_GT,MEX,2100,3000,35,42,7,95,0,0,0,558.5202677,22.34081071,5,0.001
GAS_CC,MEX,2010,3000,35,57,7,95,0,0,0,766.4086007,19.16021502,5,0.001
GAS_CC,MEX,2015,3000,35,57,7,95,0,0,0,766.4086007,19.16021502,5,0.001
GAS_CC,MEX,2020,3000,35,58.33333333,7,95,0,0,0,766.4086007,19.16021502,5,0.001
GAS_CC,MEX,2025,3000,35,59.66666667,7,95,0,0,0,766.4086007,19.16021502,5,0.001
GAS_CC,MEX,2030,3000,35,61,7,95,0,0,0,766.4086007,19.16021502,5,0.001
GAS_CC,MEX,2035,3000,35,61.5,7,95,0,0,0,766.4086007,19.16021502,5,0.001
GAS_CC,MEX,2040,3000,35,62,7,95,0,0,0,766.4086007,19.16021502,5,0.001
GAS_CC,MEX,2045,3000,35,62.5,7,95,0,0,0,766.4086007,19.16021502,5,0.001
GAS_CC,MEX,2050,3000,35,63,7,95,0,0,0,766.4086007,19.16021502,5,0.001
GAS_CC,MEX,2055,3000,35,63,7,95,0,0,0,766.4086007,19.16021502,5,0.001
GAS_CC,MEX,2060,3000,35,63,7,95,0,0,0,766.4086007,19.16021502,5,0.001
GAS_CC,MEX,2065,3000,35,63,7,95,0,0,0,766.4086007,19.16021502,5,0.001
GAS_CC,MEX,2070,3000,35,63,7,95,0,0,0,766.4086007,19.16021502,5,0.001
