timeslice,commodity,year,asset,region,technology,installed,month,day,hour,supply
3,CO2f,2025,1,R1,gas_stove,2020,all-year,all-week,early-peak,58.90900000000
3,CO2f,2025,2,R1,gasboiler,2020,all-year,all-week,early-peak,19.60910000000
3,cook,2020,0,R1,electric_stove,2020,all-year,all-week,early-peak,1.42860000000
3,cook,2025,0,R1,electric_stove,2020,all-year,all-week,early-peak,1.18060000000
3,cook,2025,1,R1,gas_stove,2020,all-year,all-week,early-peak,0.48610000000
4,heat,2020,0,R1,electric_stove,2020,all-year,all-week,late-peak,1.50000000000
4,heat,2020,2,R1,gasboiler,2020,all-year,all-week,late-peak,1.50000000000
4,heat,2025,0,R1,electric_stove,2020,all-year,all-week,late-peak,2.06060000000
4,heat,2025,1,R1,gas_stove,2020,all-year,all-week,late-peak,0.84850000000
4,heat,2025,2,R1,gasboiler,2020,all-year,all-week,late-peak,0.60610000000
4,heat,2025,3,R1,heatpump,2020,all-year,all-week,late-peak,0.48480000000
4,CO2f,2020,2,R1,gasboiler,2020,all-year,all-week,late-peak,97.06500000000
4,CO2f,2025,1,R1,gas_stove,2020,all-year,all-week,late-peak,95.79860000000
4,CO2f,2025,2,R1,gasboiler,2020,all-year,all-week,late-peak,39.21820000000
4,cook,2020,0,R1,electric_stove,2020,all-year,all-week,late-peak,1.90480000000
4,cook,2025,0,R1,electric_stove,2020,all-year,all-week,late-peak,1.53470000000
4,cook,2025,1,R1,gas_stove,2020,all-year,all-week,late-peak,0.63190000000
5,heat,2020,0,R1,electric_stove,2020,all-year,all-week,evening,1.00000000000
5,heat,2020,2,R1,gasboiler,2020,all-year,all-week,evening,1.00000000000
5,heat,2025,0,R1,electric_stove,2020,all-year,all-week,evening,1.37370000000
5,heat,2025,1,R1,gas_stove,2020,all-year,all-week,evening,0.56570000000
5,heat,2025,2,R1,gasboiler,2020,all-year,all-week,evening,0.40400000000
5,heat,2025,3,R1,heatpump,2020,all-year,all-week,evening,0.32320000000
5,CO2f,2020,2,R1,gasboiler,2020,all-year,all-week,evening,64.71000000000
5,CO2f,2025,1,R1,gas_stove,2020,all-year,all-week,evening,96.37050000000
5,CO2f,2025,2,R1,gasboiler,2020,all-year,all-week,evening,26.14550000000
5,cook,2020,0,R1,electric_stove,2020,all-year,all-week,evening,2.85710000000
5,cook,2025,0,R1,electric_stove,2020,all-year,all-week,evening,2.24310000000
5,cook,2025,1,R1,gas_stove,2020,all-year,all-week,evening,0.92360000000
