dst_region,asset,year,region,technology,installed,capacity
Central,17,2025,Central,BIO,2020,2.35260000000
Central,17,2030,Central,BIO,2020,2.29140000000
Central,17,2035,Central,BIO,2020,2.29140000000
Central,17,2040,Central,BIO,2020,2.12300000000
Central,18,2025,Central,CC_GAS,2020,211.96100000000
Central,18,2030,Central,CC_GAS,2020,77.11810000000
Central,18,2035,Central,CC_GAS,2020,77.11810000000
Central,18,2040,Central,CC_GAS,2020,77.11810000000
Central,18,2045,Central,CC_GAS,2020,77.11810000000
Central,18,2049,Central,CC_GAS,2020,44.01740000000
Central,18,2050,Central,CC_GAS,2020,35.74230000000
Central,18,2054,Central,CC_GAS,2020,25.53020000000
Central,18,2055,Central,CC_GAS,2020,22.97720000000
Central,18,2059,Central,CC_GAS,2020,12.76510000000
Central,18,2060,Central,CC_GAS,2020,10.21210000000
Central,22,2025,Central,HYD_LS,2020,23.25020000000
Central,22,2030,Central,HYD_LS,2020,18.85220000000
Central,22,2035,Central,HYD_LS,2020,18.85220000000
Central,22,2040,Central,HYD_LS,2020,18.85220000000
Central,22,2045,Central,HYD_LS,2020,18.85220000000
Central,22,2049,Central,HYD_LS,2020,4.11860000000
Central,22,2050,Central,HYD_LS,2020,0.43520000000
Central,22,2054,Central,HYD_LS,2020,0.31090000000
Central,22,2055,Central,HYD_LS,2020,0.27980000000
Central,22,2059,Central,HYD_LS,2020,0.15540000000
Central,22,2060,Central,HYD_LS,2020,0.12430000000
Central,23,2025,Central,OC_GAS,2020,185.19770000000
Central,23,2030,Central,OC_GAS,2020,71.13070000000
Central,23,2035,Central,OC_GAS,2020,23.39400000000
Central,23,2040,Central,OC_GAS,2020,17.68980000000
Central,23,2045,Central,OC_GAS,2020,0.06940000000
Central,23,2049,Central,OC_GAS,2020,0.01390000000
Central,24,2025,Central,OC_OIL,2020,6.30720000000
Central,24,2030,Central,OC_OIL,2020,4.60430000000
Central,24,2035,Central,OC_OIL,2020,0.54180000000
Central,24,2040,Central,OC_OIL,2020,0.37840000000
Central,25,2025,Central,ON_WIND,2020,0.41690000000
Central,25,2030,Central,ON_WIND,2020,0.41690000000
Central,25,2035,Central,ON_WIND,2020,0.41690000000
Central,26,2025,Central,PV_GND,2020,8.77580000000
Central,26,2030,Central,PV_GND,2020,1.34600000000
Central,26,2035,Central,PV_GND,2020,1.34600000000
Central,26,2040,Central,PV_GND,2020,1.34600000000
Central,27,2025,Central,PV_SSG,2020,15.16090000000
Central,27,2030,Central,PV_SSG,2020,15.16090000000
Central,27,2035,Central,PV_SSG,2020,15.16090000000
Central,27,2040,Central,PV_SSG,2020,15.16090000000
Central,27,2045,Central,PV_SSG,2020,3.90230000000
Central,27,2049,Central,PV_SSG,2020,0.78050000000
Eastern,28,2025,Eastern,BIO,2020,21.57440000000
Eastern,28,2030,Eastern,BIO,2020,15.98880000000
Eastern,28,2035,Eastern,BIO,2020,15.18460000000
Eastern,28,2040,Eastern,BIO,2020,11.33910000000
Eastern,29,2025,Eastern,CC_GAS,2020,336.76350000000
Eastern,29,2030,Eastern,CC_GAS,2020,221.94090000000
Eastern,29,2035,Eastern,CC_GAS,2020,97.26770000000
Eastern,29,2040,Eastern,CC_GAS,2020,57.91080000000
Eastern,29,2045,Eastern,CC_GAS,2020,50.46830000000
Eastern,29,2049,Eastern,CC_GAS,2020,10.09370000000
Eastern,30,2025,Eastern,CC_OIL,2020,1.52630000000
Eastern,31,2025,Eastern,COAL,2020,175.23670000000
Eastern,31,2030,Eastern,COAL,2020,175.23670000000
Eastern,32,2025,Eastern,GEOTH,2020,6.81180000000
Eastern,33,2025,Eastern,HYD_LS,2020,407.91690000000
Eastern,33,2030,Eastern,HYD_LS,2020,233.85840000000
Eastern,33,2035,Eastern,HYD_LS,2020,82.48560000000
Eastern,33,2040,Eastern,HYD_LS,2020,18.15210000000
