dst_region,asset,year,region,technology,installed,capacity
Northwest,12,2045,BajaCalifSouth,ON_WIND,2025,7013.86140000000
Northwest,12,2049,BajaCalifSouth,ON_WIND,2025,7013.86140000000
Northwest,12,2050,BajaCalifSouth,ON_WIND,2025,7013.86140000000
Northwest,12,2054,BajaCalifSouth,ON_WIND,2025,7013.86140000000
Northwest,54,2040,Northwest,CC_GAS,2020,241.42070000000
Northwest,54,2045,Northwest,CC_GAS,2020,204.83890000000
Northwest,54,2049,Northwest,CC_GAS,2020,45.35760000000
Northwest,54,2050,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2054,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2055,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2059,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2060,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2064,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2065,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2069,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2070,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2074,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2075,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2079,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2080,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2084,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2085,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2089,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2090,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2094,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2095,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2099,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2100,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2104,Northwest,CC_GAS,2020,5.48730000000
Northwest,54,2105,Northwest,CC_GAS,2020,5.48730000000
Northwest,55,2040,Northwest,HYD_LS,2020,32.92360000000
Northwest,55,2045,Northwest,HYD_LS,2020,26.61640000000
Northwest,55,2049,Northwest,HYD_LS,2020,5.32330000000
Northwest,56,2040,Northwest,PV_GND,2020,75.34900000000
Northwest,56,2045,Northwest,PV_GND,2020,22.00710000000
Northwest,56,2049,Northwest,PV_GND,2020,4.40140000000
Northwest,57,2040,Northwest,PV_SSG,2020,9.29660000000
Northwest,57,2045,Northwest,PV_SSG,2020,4.45040000000
Northwest,57,2049,Northwest,PV_SSG,2020,0.89010000000
North,36,2040,North,BIO,2020,0.21130000000
North,37,2040,North,CC_GAS,2020,141.97630000000
North,37,2045,North,CC_GAS,2020,61.17290000000
North,37,2049,North,CC_GAS,2020,61.17290000000
North,37,2050,North,CC_GAS,2020,61.17290000000
North,37,2054,North,CC_GAS,2020,56.07520000000
North,37,2055,North,CC_GAS,2020,54.80070000000
North,37,2059,North,CC_GAS,2020,49.70300000000
North,37,2060,North,CC_GAS,2020,48.42850000000
North,37,2064,North,CC_GAS,2020,43.33080000000
North,37,2065,North,CC_GAS,2020,42.05640000000
North,37,2069,North,CC_GAS,2020,36.95860000000
North,37,2070,North,CC_GAS,2020,35.68420000000
North,37,2074,North,CC_GAS,2020,30.58650000000
North,37,2075,North,CC_GAS,2020,30.58650000000
North,37,2079,North,CC_GAS,2020,30.58650000000
North,37,2080,North,CC_GAS,2020,30.58650000000
North,37,2084,North,CC_GAS,2020,30.58650000000
North,37,2085,North,CC_GAS,2020,30.58650000000
North,37,2089,North,CC_GAS,2020,30.58650000000
North,37,2090,North,CC_GAS,2020,30.58650000000
North,37,2094,North,CC_GAS,2020,30.58650000000
North,37,2095,North,CC_GAS,2020,30.58650000000
North,37,2099,North,CC_GAS,2020,30.58650000000
North,37,2100,North,CC_GAS,2020,30.58650000000
North,37,2104,North,CC_GAS,2020,30.58650000000
North,37,2105,North,CC_GAS,2020,30.58650000000
North,38,2040,North,COAL,2020,4.09970000000
North,38,2045,North,COAL,2020,4.09970000000
North,38,2049,North,COAL,2020,0.81990000000
North,40,2040,North,HYD_LS,2020,1.24440000000
North,40,2045,North,HYD_LS,2020,1.24440000000
North,40,2049,North,HYD_LS,2020,1.24440000000
North,40,2050,North,HYD_LS,2020,1.24440000000
North,40,2054,North,HYD_LS,2020,1.14070000000
North,40,2055,North,HYD_LS,2020,1.11480000000
North,40,2059,North,HYD_LS,2020,1.01110000000
North,40,2060,North,HYD_LS,2020,0.98520000000
North,40,2064,North,HYD_LS,2020,0.88150000000
North,40,2065,North,HYD_LS,2020,0.85550000000
North,40,2069,North,HYD_LS,2020,0.75180000000
North,40,2070,North,HYD_LS,2020,0.72590000000
North,40,2074,North,HYD_LS,2020,0.62220000000
North,40,2075,North,HYD_LS,2020,0.62220000000
North,40,2079,North,HYD_LS,2020,0.62220000000
North,40,2080,North,HYD_LS,2020,0.62220000000
North,40,2084,North,HYD_LS,2020,0.62220000000
North,40,2085,North,HYD_LS,2020,0.62220000000
North,40,2089,North,HYD_LS,2020,0.62220000000
North,40,2090,North,HYD_LS,2020,0.62220000000
North,40,2094,North,HYD_LS,2020,0.62220000000
North,40,2095,North,HYD_LS,2020,0.62220000000
North,40,2099,North,HYD_LS,2020,0.62220000000
North,40,2100,North,HYD_LS,2020,0.62220000000
North,40,2104,North,HYD_LS,2020,0.62220000000
North,40,2105,North,HYD_LS,2020,0.62220000000
North,41,2040,North,OC_GAS,2020,8.14640000000
North,42,2040,North,PV_GND,2020,47.42130000000
North,42,2045,North,PV_GND,2020,5.83420000000
North,42,2049,North,PV_GND,2020,1.16680000000
North,43,2040,North,PV_SSG,2020,11.45270000000
North,43,2045,North,PV_SSG,2020,4.77000000000
North,43,2049,North,PV_SSG,2020,0.95400000000
Northeast,44,2040,Northeast,BIO,2020,0.05420000000
Northeast,45,2040,Northeast,CC_GAS,2020,275.96210000000
Northeast,45,2045,Northeast,CC_GAS,2020,275.96210000000
Northeast,45,2049,Northeast,CC_GAS,2020,55.19240000000
Northeast,50,2040,Northeast,OC_GAS,2020,65.87810000000
Northeast,50,2045,Northeast,OC_GAS,2020,48.43930000000
Northeast,50,2049,Northeast,OC_GAS,2020,9.68790000000
Northeast,51,2040,Northeast,ON_WIND,2020,147.15960000000
Northeast,51,2045,Northeast,ON_WIND,2020,6.03600000000
Northeast,51,2049,Northeast,ON_WIND,2020,1.20720000000
Northeast,52,2040,Northeast,PV_GND,2020,53.09020000000
Northeast,52,2045,Northeast,PV_GND,2020,5.22610000000
Northeast,52,2049,Northeast,PV_GND,2020,1.04520000000
Northeast,53,2040,Northeast,PV_SSG,2020,20.95430000000
Northeast,53,2045,Northeast,PV_SSG,2020,7.73890000000
Northeast,53,2049,Northeast,PV_SSG,2020,1.54780000000
BajaCalif,0,2040,BajaCalif,CC_GAS,2020,47.28570000000
BajaCalif,0,2045,BajaCalif,CC_GAS,2020,42.23990000000
BajaCalif,0,2049,BajaCalif,CC_GAS,2020,8.44800000000
BajaCalif,1,2040,BajaCalif,C_H2,2025,2445.99450000000
BajaCalif,1,2045,BajaCalif,C_H2,2025,2445.99450000000
BajaCalif,1,2049,BajaCalif,C_H2,2025,2445.99450000000
BajaCalif,1,2050,BajaCalif,C_H2,2025,2445.99450000000
BajaCalif,1,2054,BajaCalif,C_H2,2025,2445.99450000000
BajaCalif,1,2055,BajaCalif,C_H2,2025,2445.99450000000
BajaCalif,1,2059,BajaCalif,C_H2,2025,2445.99450000000
BajaCalif,1,2060,BajaCalif,C_H2,2025,2445.99450000000
BajaCalif,1,2064,BajaCalif,C_H2,2025,2445.99450000000
BajaCalif,2,2040,BajaCalif,OC_GAS,2020,16.81310000000
BajaCalif,2,2045,BajaCalif,OC_GAS,2020,4.46550000000
BajaCalif,2,2049,BajaCalif,OC_GAS,2020,0.89310000000
BajaCalif,3,2040,BajaCalif,ON_WIND,2020,11.73140000000
BajaCalif,7,2040,BajaCalif,PV_SSG,2020,4.22580000000
BajaCalif,7,2045,BajaCalif,PV_SSG,2020,1.65170000000
BajaCalif,7,2049,BajaCalif,PV_SSG,2020,0.33030000000
BajaCalif,9,2040,BajaCalifSouth,OC_GAS,2025,6856.13770000000
BajaCalif,9,2045,BajaCalifSouth,OC_GAS,2025,6856.13770000000
BajaCalif,9,2049,BajaCalifSouth,OC_GAS,2025,6856.13770000000
BajaCalif,9,2050,BajaCalifSouth,OC_GAS,2025,6856.13770000000
BajaCalif,9,2054,BajaCalifSouth,OC_GAS,2025,6856.13770000000
BajaCalif,9,2055,BajaCalifSouth,OC_GAS,2025,6856.13770000000
BajaCalif,9,2059,BajaCalifSouth,OC_GAS,2025,6856.13770000000
BajaCalif,9,2060,BajaCalifSouth,OC_GAS,2025,6856.13770000000
BajaCalif,9,2064,BajaCalifSouth,OC_GAS,2025,6856.13770000000
BajaCalifSouth,8,2040,BajaCalifSouth,OC_GAS,2020,2.90130000000
BajaCalifSouth,10,2040,BajaCalifSouth,OC_OIL,2020,1.26140000000
BajaCalifSouth,13,2040,BajaCalifSouth,PV_GND,2020,1.57680000000
BajaCalifSouth,14,2040,BajaCalifSouth,PV_SSG,2020,1.07200000000
BajaCalifSouth,14,2045,BajaCalifSouth,PV_SSG,2020,0.00030000000
BajaCalifSouth,14,2049,BajaCalifSouth,PV_SSG,2020,0.00010000000
Peninsular,19,2040,Central,CSP,2020,3064.07190000000
Peninsular,19,2045,Central,CSP,2020,3064.07190000000
Peninsular,19,2049,Central,CSP,2020,3064.07190000000
Peninsular,19,2050,Central,CSP,2020,3064.07190000000
Peninsular,19,2054,Central,CSP,2020,3064.07190000000
Peninsular,19,2055,Central,CSP,2020,3064.07190000000
Peninsular,19,2059,Central,CSP,2020,3064.07190000000
Peninsular,19,2060,Central,CSP,2020,3064.07190000000
Peninsular,19,2064,Central,CSP,2020,3064.07190000000
Peninsular,20,2040,Central,CSP,2025,2508.18000000000
Peninsular,20,2045,Central,CSP,2025,2508.18000000000
Peninsular,20,2049,Central,CSP,2025,2508.18000000000
Peninsular,20,2050,Central,CSP,2025,2508.18000000000
Peninsular,20,2054,Central,CSP,2025,2508.18000000000
Peninsular,20,2055,Central,CSP,2025,2508.18000000000
Peninsular,20,2059,Central,CSP,2025,2508.18000000000
Peninsular,20,2060,Central,CSP,2025,2508.18000000000
Peninsular,20,2064,Central,CSP,2025,2508.18000000000
Peninsular,20,2065,Central,CSP,2025,2508.18000000000
