ProcessName,RegionName,Time,Level,electricity,oil,gas,geo,heat,hydrogen,wind,lignite,biomass,water,uranium,solar,coal,diesel,biodiesel,ethanol,steel,cement,chemicals,minerals,paper,glass,sugar,beer,vehicles,construction,beverages,rubber,fertilizers,tobaco,other_ind,cars,buses,psg_rail,psg_air,psg_mar,lorries,cargo_rail,cargo_air,cargo_mar,light,heating,cool,hwater,cook,appl,fruits,vegt,livestock,milk,other_agr,seeds,plants,CO2f,dry_gas,lp_gas,gasoline,kerosene,fuel_oil,asphalt,lubricant,diesel_oil,coke,other_ref,biogas,bioethanol,hydro,tidal,wave,methanol,sfuel,pcoal,naphtha,keroj,hfo,ngl,msw,hardcoal,encrops,agrires,algae
livestock_milk,Central,2020,fixed,0.177228439,0,0,0,0,0,0,0,0,0.227375155,0,0,0,0.427521457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019733681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestock_other,Central,2020,fixed,0.265842659,0,0,0,0,0,0,0,0,0.341062732,0,0,0,0.641282185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029600522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_fruits,Eastern,2020,fixed,0.418064691,0,0,0,0,0,0,0,0,0.536355928,0,0,0,1.008481634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018246562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046549839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_fruits,Eastern,2020,fixed,1.340338607,0,0,0,0,0,0,0,0,1.719586876,0,0,0,3.233248098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058499491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149241367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_vegt,Eastern,2020,fixed,0.418064691,0,0,0,0,0,0,0,0,0.536355928,0,0,0,1.008481634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018246562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046549839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_vegt,Eastern,2020,fixed,1.340338607,0,0,0,0,0,0,0,0,1.719586876,0,0,0,3.233248098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058499491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149241367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_seeds,Eastern,2020,fixed,0.209032346,0,0,0,0,0,0,0,0,0.268177964,0,0,0,0.504240817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009123281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023274919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_seeds,Eastern,2020,fixed,0.670169303,0,0,0,0,0,0,0,0,0.859793438,0,0,0,1.616624049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029249746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074620684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_plants,Eastern,2020,fixed,0.348387243,0,0,0,0,0,0,0,0,0.446963273,0,0,0,0.840401362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015205468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038791532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_plants,Eastern,2020,fixed,1.116948839,0,0,0,0,0,0,0,0,1.432989063,0,0,0,2.694373415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048749576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124367806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestock_meat,Eastern,2020,fixed,2.077304194,0,0,0,0,0,0,0,0,2.66507658,0,0,0,5.011002295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231299551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestock_milk,Eastern,2020,fixed,0.830921678,0,0,0,0,0,0,0,0,1.066030632,0,0,0,2.004400918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09251982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestock_other,Eastern,2020,fixed,1.246382516,0,0,0,0,0,0,0,0,1.599045948,0,0,0,3.006601377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138779731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_fruits,Western,2020,fixed,1.065611794,0,0,0,0,0,0,0,0,1.367126222,0,0,0,2.570535004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046508955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11865163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_fruits,Western,2020,fixed,3.416410563,0,0,0,0,0,0,0,0,4.383082556,0,0,0,8.241277911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149110291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380403713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_vegt,Western,2020,fixed,1.065611794,0,0,0,0,0,0,0,0,1.367126222,0,0,0,2.570535004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046508955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11865163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_vegt,Western,2020,fixed,3.416410563,0,0,0,0,0,0,0,0,4.383082556,0,0,0,8.241277911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149110291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380403713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_seeds,Western,2020,fixed,0.532805897,0,0,0,0,0,0,0,0,0.683563111,0,0,0,1.285267502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023254477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059325815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_seeds,Western,2020,fixed,1.708205281,0,0,0,0,0,0,0,0,2.191541278,0,0,0,4.120638956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074555145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190201857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_plants,Western,2020,fixed,0.888009828,0,0,0,0,0,0,0,0,1.139271852,0,0,0,2.142112504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038757462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098876359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_plants,Western,2020,fixed,2.847008802,0,0,0,0,0,0,0,0,3.652568797,0,0,0,6.867731593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124258576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317003094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestock_meat,Western,2020,fixed,3.159322507,0,0,0,0,0,0,0,0,4.053251539,0,0,0,7.621114124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351777982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestock_milk,Western,2020,fixed,1.263729003,0,0,0,0,0,0,0,0,1.621300616,0,0,0,3.04844565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140711193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestock_other,Western,2020,fixed,1.895593504,0,0,0,0,0,0,0,0,2.431950924,0,0,0,4.572668475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211066789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_fruits,Northwest,2020,fixed,0.407650563,0,0,0,0,0,0,0,0,0.522995126,0,0,0,0.983360026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017792034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045390267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_fruits,Northwest,2020,fixed,1.306950333,0,0,0,0,0,0,0,0,1.676751404,0,0,0,3.152706829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05704225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145523716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_vegt,Northwest,2020,fixed,0.407650563,0,0,0,0,0,0,0,0,0.522995126,0,0,0,0.983360026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017792034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045390267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_vegt,Northwest,2020,fixed,1.306950333,0,0,0,0,0,0,0,0,1.676751404,0,0,0,3.152706829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05704225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145523716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_seeds,Northwest,2020,fixed,0.203825282,0,0,0,0,0,0,0,0,0.261497563,0,0,0,0.491680013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008896017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022695134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_seeds,Northwest,2020,fixed,0.653475167,0,0,0,0,0,0,0,0,0.838375702,0,0,0,1.576353415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028521125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072761858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_plants,Northwest,2020,fixed,0.339708803,0,0,0,0,0,0,0,0,0.435829271,0,0,0,0.819466689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014826695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037825223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_plants,Northwest,2020,fixed,1.089125278,0,0,0,0,0,0,0,0,1.397292837,0,0,0,2.627255691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047535208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121269763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestock_meat,Northwest,2020,fixed,0.733420974,0,0,0,0,0,0,0,0,0.940942144,0,0,0,1.769203661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081663505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestock_milk,Northwest,2020,fixed,0.29336839,0,0,0,0,0,0,0,0,0.376376858,0,0,0,0.707681464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032665402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestock_other,Northwest,2020,fixed,0.440052585,0,0,0,0,0,0,0,0,0.564565286,0,0,0,1.061522197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048998103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_fruits,North,2020,fixed,0.352561072,0,0,0,0,0,0,0,0,0.452318085,0,0,0,0.850469732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015387637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039256272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_fruits,North,2020,fixed,1.130330367,0,0,0,0,0,0,0,0,1.450156889,0,0,0,2.726653168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049333617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125857786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_vegt,North,2020,fixed,0.352561072,0,0,0,0,0,0,0,0,0.452318085,0,0,0,0.850469732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015387637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039256272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_vegt,North,2020,fixed,1.130330367,0,0,0,0,0,0,0,0,1.450156889,0,0,0,2.726653168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049333617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125857786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_seeds,North,2020,fixed,0.176280536,0,0,0,0,0,0,0,0,0.226159043,0,0,0,0.425234866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007693818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019628136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_seeds,North,2020,fixed,0.565165183,0,0,0,0,0,0,0,0,0.725078445,0,0,0,1.363326584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024666808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062928893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_plants,North,2020,fixed,0.293800893,0,0,0,0,0,0,0,0,0.376931738,0,0,0,0.708724776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01282303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03271356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_plants,North,2020,fixed,0.941941972,0,0,0,0,0,0,0,0,1.208464074,0,0,0,2.272210973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041111347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104881488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestock_meat,North,2020,fixed,0.698377284,0,0,0,0,0,0,0,0,0.895982855,0,0,0,1.684669093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07776153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestock_milk,North,2020,fixed,0.279350914,0,0,0,0,0,0,0,0,0.358393142,0,0,0,0.673867637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031104612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestock_other,North,2020,fixed,0.41902637,0,0,0,0,0,0,0,0,0.537589713,0,0,0,1.010801456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046656918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_fruits,Northeast,2020,fixed,0.023560633,0,0,0,0,0,0,0,0,0.030227105,0,0,0,0.056834424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001028311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002623383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_fruits,Northeast,2020,fixed,0.075536698,0,0,0,0,0,0,0,0,0.096909776,0,0,0,0.182214318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003296822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008410711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_vegt,Northeast,2020,fixed,0.023560633,0,0,0,0,0,0,0,0,0.030227105,0,0,0,0.056834424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001028311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002623383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_vegt,Northeast,2020,fixed,0.075536698,0,0,0,0,0,0,0,0,0.096909776,0,0,0,0.182214318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003296822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008410711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_seeds,Northeast,2020,fixed,0.011780317,0,0,0,0,0,0,0,0,0.015113552,0,0,0,0.028417212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000514156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001311691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrModernCropping_seeds,Northeast,2020,fixed,0.037768349,0,0,0,0,0,0,0,0,0.048454888,0,0,0,0.091107159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001648411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004205355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agrTraditionalCropping_plants,Northeast,2020,fixed,0.019633861,0,0,0,0,0,0,0,0,0.025189254,0,0,0,0.04736202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000856926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002186152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
