ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
procH2CoalwCCS,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
procH2Coal,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
procEthanolStarchCrops,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
procEthanolSugarCrops,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
procEthanolBiomass,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
procEthanolBiomasswCCS,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
procMethanolBiomass,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
procMethanolBiomasswCCS,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
procBiogasBiomass,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
procBiogasLandfill,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
procBiosyngasBiomass,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
procPyrolysisUpgradeBiomass,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
procBiodieselOil,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
procBiodieselAlgae,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
procRefineryOilA,Peninsular,PJ/y,0,0,0,0,0,0,0
procGTL,Peninsular,PJ/y,0,0,0,0,0,0,0
