ProcessName,RegionName,Time,Central,Eastern,Western,Northwest,North,Northeast,BajaCalif,BajaCalifSouth,Peninsular
Unit,-,Year,PJ/y,PJ/y,PJ/y,PJ/y,PJ/y,PJ/y,PJ/y,PJ/y,PJ/y
COAL,Western,2030,0,0,59.42565,0,0,0,0,0,0
COAL,Northwest,2030,0,0,0,0,0,0,0,0,0
COAL,North,2030,0,0,0,0,0,0,0,0,0
COAL,Northeast,2030,0,0,0,0,0,23.41548,0,0,0
COAL,BajaCalif,2030,0,0,0,0,0,0,0,0,0
COAL,BajaCalifSouth,2030,0,0,0,0,0,0,0,0,0
COAL,Peninsular,2030,0,0,0,0,0,0,0,0,0
COAL,Central,2035,0,0,0,0,0,0,0,0,0
COAL,Eastern,2035,0,0,0,0,0,0,0,0,0
COAL,Western,2035,0,0,44.5692375,0,0,0,0,0,0
COAL,Northwest,2035,0,0,0,0,0,0,0,0,0
COAL,North,2035,0,0,0,0,0,0,0,0,0
COAL,Northeast,2035,0,0,0,0,0,17.56161,0,0,0
COAL,BajaCalif,2035,0,0,0,0,0,0,0,0,0
COAL,BajaCalifSouth,2035,0,0,0,0,0,0,0,0,0
COAL,Peninsular,2035,0,0,0,0,0,0,0,0,0
COAL,Central,2040,0,0,0,0,0,0,0,0,0
COAL,Eastern,2040,0,0,0,0,0,0,0,0,0
COAL,Western,2040,0,0,33.42692813,0,0,0,0,0,0
COAL,Northwest,2040,0,0,0,0,0,0,0,0,0
COAL,North,2040,0,0,0,0,0,0,0,0,0
COAL,Northeast,2040,0,0,0,0,0,13.1712075,0,0,0
COAL,BajaCalif,2040,0,0,0,0,0,0,0,0,0
COAL,BajaCalifSouth,2040,0,0,0,0,0,0,0,0,0
COAL,Peninsular,2040,0,0,0,0,0,0,0,0,0
COAL,Central,2045,0,0,0,0,0,0,0,0,0
COAL,Eastern,2045,0,0,0,0,0,0,0,0,0
COAL,Western,2045,0,0,25.07019609,0,0,0,0,0,0
COAL,Northwest,2045,0,0,0,0,0,0,0,0,0
COAL,North,2045,0,0,0,0,0,0,0,0,0
COAL,Northeast,2045,0,0,0,0,0,9.878405625,0,0,0
COAL,BajaCalif,2045,0,0,0,0,0,0,0,0,0
COAL,BajaCalifSouth,2045,0,0,0,0,0,0,0,0,0
COAL,Peninsular,2045,0,0,0,0,0,0,0,0,0
COAL,Central,2050,0,0,0,0,0,0,0,0,0
COAL,Eastern,2050,0,0,0,0,0,0,0,0,0
COAL,Western,2050,0,0,18.80264707,0,0,0,0,0,0
COAL,Northwest,2050,0,0,0,0,0,0,0,0,0
COAL,North,2050,0,0,0,0,0,0,0,0,0
COAL,Northeast,2050,0,0,0,0,0,7.408804219,0,0,0
COAL,BajaCalif,2050,0,0,0,0,0,0,0,0,0
COAL,BajaCalifSouth,2050,0,0,0,0,0,0,0,0,0
COAL,Peninsular,2050,0,0,0,0,0,0,0,0,0
COAL_CCS,Central,2020,0,0,0,0,0,0,0,0,0
COAL_CCS,Eastern,2020,0,0,0,0,0,0,0,0,0
COAL_CCS,Western,2020,0,0,0,0,0,0,0,0,0
COAL_CCS,Northwest,2020,0,0,0,0,0,0,0,0,0
COAL_CCS,North,2020,0,0,0,0,0,0,0,0,0
COAL_CCS,Northeast,2020,0,0,0,0,0,0,0,0,0
COAL_CCS,BajaCalif,2020,0,0,0,0,0,0,0,0,0
COAL_CCS,BajaCalifSouth,2020,0,0,0,0,0,0,0,0,0
COAL_CCS,Peninsular,2020,0,0,0,0,0,0,0,0,0
COAL_CCS,Central,2025,0,0,0,0,0,0,0,0,0
COAL_CCS,Eastern,2025,0,0,0,0,0,0,0,0,0
COAL_CCS,Western,2025,0,0,0,0,0,0,0,0,0
COAL_CCS,Northwest,2025,0,0,0,0,0,0,0,0,0
COAL_CCS,North,2025,0,0,0,0,0,0,0,0,0
COAL_CCS,Northeast,2025,0,0,0,0,0,0,0,0,0
COAL_CCS,BajaCalif,2025,0,0,0,0,0,0,0,0,0
COAL_CCS,BajaCalifSouth,2025,0,0,0,0,0,0,0,0,0
COAL_CCS,Peninsular,2025,0,0,0,0,0,0,0,0,0
COAL_CCS,Central,2030,0,0,0,0,0,0,0,0,0
COAL_CCS,Eastern,2030,0,0,0,0,0,0,0,0,0
COAL_CCS,Western,2030,0,0,0,0,0,0,0,0,0
COAL_CCS,Northwest,2030,0,0,0,0,0,0,0,0,0
COAL_CCS,North,2030,0,0,0,0,0,0,0,0,0
COAL_CCS,Northeast,2030,0,0,0,0,0,0,0,0,0
COAL_CCS,BajaCalif,2030,0,0,0,0,0,0,0,0,0
COAL_CCS,BajaCalifSouth,2030,0,0,0,0,0,0,0,0,0
COAL_CCS,Peninsular,2030,0,0,0,0,0,0,0,0,0
COAL_CCS,Central,2035,0,0,0,0,0,0,0,0,0
COAL_CCS,Eastern,2035,0,0,0,0,0,0,0,0,0
COAL_CCS,Western,2035,0,0,0,0,0,0,0,0,0
COAL_CCS,Northwest,2035,0,0,0,0,0,0,0,0,0
COAL_CCS,North,2035,0,0,0,0,0,0,0,0,0
COAL_CCS,Northeast,2035,0,0,0,0,0,0,0,0,0
COAL_CCS,BajaCalif,2035,0,0,0,0,0,0,0,0,0
COAL_CCS,BajaCalifSouth,2035,0,0,0,0,0,0,0,0,0
COAL_CCS,Peninsular,2035,0,0,0,0,0,0,0,0,0
COAL_CCS,Central,2040,0,0,0,0,0,0,0,0,0
COAL_CCS,Eastern,2040,0,0,0,0,0,0,0,0,0
COAL_CCS,Western,2040,0,0,0,0,0,0,0,0,0
COAL_CCS,Northwest,2040,0,0,0,0,0,0,0,0,0
COAL_CCS,North,2040,0,0,0,0,0,0,0,0,0
COAL_CCS,Northeast,2040,0,0,0,0,0,0,0,0,0
COAL_CCS,BajaCalif,2040,0,0,0,0,0,0,0,0,0
COAL_CCS,BajaCalifSouth,2040,0,0,0,0,0,0,0,0,0
COAL_CCS,Peninsular,2040,0,0,0,0,0,0,0,0,0
COAL_CCS,Central,2045,0,0,0,0,0,0,0,0,0
COAL_CCS,Eastern,2045,0,0,0,0,0,0,0,0,0
COAL_CCS,Western,2045,0,0,0,0,0,0,0,0,0
COAL_CCS,Northwest,2045,0,0,0,0,0,0,0,0,0
COAL_CCS,North,2045,0,0,0,0,0,0,0,0,0
COAL_CCS,Northeast,2045,0,0,0,0,0,0,0,0,0
COAL_CCS,BajaCalif,2045,0,0,0,0,0,0,0,0,0
COAL_CCS,BajaCalifSouth,2045,0,0,0,0,0,0,0,0,0
COAL_CCS,Peninsular,2045,0,0,0,0,0,0,0,0,0
COAL_CCS,Central,2050,0,0,0,0,0,0,0,0,0
COAL_CCS,Eastern,2050,0,0,0,0,0,0,0,0,0
COAL_CCS,Western,2050,0,0,0,0,0,0,0,0,0
COAL_CCS,Northwest,2050,0,0,0,0,0,0,0,0,0
COAL_CCS,North,2050,0,0,0,0,0,0,0,0,0
COAL_CCS,Northeast,2050,0,0,0,0,0,0,0,0,0
COAL_CCS,BajaCalif,2050,0,0,0,0,0,0,0,0,0
COAL_CCS,BajaCalifSouth,2050,0,0,0,0,0,0,0,0,0
COAL_CCS,Peninsular,2050,0,0,0,0,0,0,0,0,0
GAS_GT,Central,2020,131.725872,0,0,0,0,0,0,0,0
GAS_GT,Eastern,2020,35.6924448,142.7697792,0,0,0,0,0,0,0
GAS_GT,Western,2020,42.668208,0,170.672832,0,0,0,0,0,0
GAS_GT,Northwest,2020,0,0,36.8277408,147.3109632,0,0,0,0,0
GAS_GT,North,2020,0,0,0,41.3815392,137.938464,0,0,0,0
GAS_GT,Northeast,2020,0,0,0,0,0,452.825424,0,0,0
GAS_GT,BajaCalif,2020,0,0,0,0,0,0,70.924464,0,0
GAS_GT,BajaCalifSouth,2020,0,0,0,0,0,0,0,3.563568,0
GAS_GT,Peninsular,2020,0,27.893592,0,0,0,0,0,0,27.893592
GAS_GT,Central,2025,98.794404,0,0,0,0,0,0,0,0
GAS_GT,Eastern,2025,26.7693336,107.0773344,0,0,0,0,0,0,0
GAS_GT,Western,2025,32.001156,0,128.004624,0,0,0,0,0,0
GAS_GT,Northwest,2025,0,0,27.6208056,110.4832224,0,0,0,0,0
GAS_GT,North,2025,0,0,0,31.0361544,103.453848,0,0,0,0
GAS_GT,Northeast,2025,0,0,0,0,0,339.619068,0,0,0
GAS_GT,BajaCalif,2025,0,0,0,0,0,0,53.193348,0,0
GAS_GT,BajaCalifSouth,2025,0,0,0,0,0,0,0,2.672676,0
GAS_GT,Peninsular,2025,0,20.920194,0,0,0,0,0,0,20.920194
GAS_GT,Central,2030,74.095803,0,0,0,0,0,0,0,0
GAS_GT,Eastern,2030,20.0770002,80.3080008,0,0,0,0,0,0,0
GAS_GT,Western,2030,24.000867,0,96.003468,0,0,0,0,0,0
GAS_GT,Northwest,2030,0,0,20.7156042,82.8624168,0,0,0,0,0
GAS_GT,North,2030,0,0,0,23.2771158,77.590386,0,0,0,0
GAS_GT,Northeast,2030,0,0,0,0,0,254.714301,0,0,0
GAS_GT,BajaCalif,2030,0,0,0,0,0,0,39.895011,0,0
GAS_GT,BajaCalifSouth,2030,0,0,0,0,0,0,0,2.004507,0
GAS_GT,Peninsular,2030,0,15.6901455,0,0,0,0,0,0,15.6901455
GAS_GT,Central,2035,55.57185225,0,0,0,0,0,0,0,0
GAS_GT,Eastern,2035,15.05775015,60.2310006,0,0,0,0,0,0,0
GAS_GT,Western,2035,18.00065025,0,72.002601,0,0,0,0,0,0
GAS_GT,Northwest,2035,0,0,15.53670315,62.1468126,0,0,0,0,0
GAS_GT,North,2035,0,0,0,17.45783685,58.1927895,0,0,0,0
GAS_GT,Northeast,2035,0,0,0,0,0,191.0357258,0,0,0
GAS_GT,BajaCalif,2035,0,0,0,0,0,0,29.92125825,0,0
GAS_GT,BajaCalifSouth,2035,0,0,0,0,0,0,0,1.50338025,0
GAS_GT,Peninsular,2035,0,11.76760913,0,0,0,0,0,0,11.76760913
GAS_GT,Central,2040,41.67888919,0,0,0,0,0,0,0,0
GAS_GT,Eastern,2040,11.29331261,45.17325045,0,0,0,0,0,0,0
GAS_GT,Western,2040,13.50048769,0,54.00195075,0,0,0,0,0,0
GAS_GT,Northwest,2040,0,0,11.65252736,46.61010945,0,0,0,0,0
GAS_GT,North,2040,0,0,0,13.09337764,43.64459213,0,0,0,0
GAS_GT,Northeast,2040,0,0,0,0,0,143.2767943,0,0,0
GAS_GT,BajaCalif,2040,0,0,0,0,0,0,22.44094369,0,0
GAS_GT,BajaCalifSouth,2040,0,0,0,0,0,0,0,1.127535188,0
GAS_GT,Peninsular,2040,0,8.825706844,0,0,0,0,0,0,8.825706844
GAS_GT,Central,2045,31.25916689,0,0,0,0,0,0,0,0
GAS_GT,Eastern,2045,8.469984459,33.87993784,0,0,0,0,0,0,0
GAS_GT,Western,2045,10.12536577,0,40.50146306,0,0,0,0,0,0
GAS_GT,Northwest,2045,0,0,8.739395522,34.95758209,0,0,0,0,0
GAS_GT,North,2045,0,0,0,9.820033228,32.73344409,0,0,0,0
GAS_GT,Northeast,2045,0,0,0,0,0,107.4575957,0,0,0
GAS_GT,BajaCalif,2045,0,0,0,0,0,0,16.83070777,0,0
GAS_GT,BajaCalifSouth,2045,0,0,0,0,0,0,0,0.845651391,0
GAS_GT,Peninsular,2045,0,6.619280133,0,0,0,0,0,0,6.619280133
GAS_GT,Central,2050,23.44437517,0,0,0,0,0,0,0,0
GAS_GT,Eastern,2050,6.352488345,25.40995338,0,0,0,0,0,0,0
GAS_GT,Western,2050,7.594024324,0,30.3760973,0,0,0,0,0,0
GAS_GT,Northwest,2050,0,0,6.554546641,26.21818657,0,0,0,0,0
GAS_GT,North,2050,0,0,0,7.365024921,24.55008307,0,0,0,0
GAS_GT,Northeast,2050,0,0,0,0,0,80.5931968,0,0,0
GAS_GT,BajaCalif,2050,0,0,0,0,0,0,12.62303082,0,0
GAS_GT,BajaCalifSouth,2050,0,0,0,0,0,0,0,0.634238543,0
GAS_GT,Peninsular,2050,0,4.9644601,0,0,0,0,0,0,4.9644601
GAS_CC,Central,2020,0,0,0,0,0,0,0,0,0
GAS_CC,Eastern,2020,0,0,0,0,0,0,0,0,0
GAS_CC,Western,2020,0,0,0,0,0,0,0,0,0
GAS_CC,Northwest,2020,0,0,0,0,0,0,0,0,0
GAS_CC,North,2020,0,0,0,0,0,0,0,0,0
GAS_CC,Northeast,2020,0,0,0,0,0,0,0,0,0
GAS_CC,BajaCalif,2020,0,0,0,0,0,0,0,0,0
GAS_CC,BajaCalifSouth,2020,0,0,0,0,0,0,0,0,0
GAS_CC,Peninsular,2020,0,0,0,0,0,0,0,0,0
GAS_CC,Central,2025,0,0,0,0,0,0,0,0,0
GAS_CC,Eastern,2025,0,0,0,0,0,0,0,0,0
GAS_CC,Western,2025,0,0,0,0,0,0,0,0,0
GAS_CC,Northwest,2025,0,0,0,0,0,0,0,0,0
GAS_CC,North,2025,0,0,0,0,0,0,0,0,0
GAS_CC,Northeast,2025,0,0,0,0,0,0,0,0,0
GAS_CC,BajaCalif,2025,0,0,0,0,0,0,0,0,0
GAS_CC,BajaCalifSouth,2025,0,0,0,0,0,0,0,0,0
GAS_CC,Peninsular,2025,0,0,0,0,0,0,0,0,0
GAS_CC,Central,2030,0,0,0,0,0,0,0,0,0
GAS_CC,Eastern,2030,0,0,0,0,0,0,0,0,0
GAS_CC,Western,2030,0,0,0,0,0,0,0,0,0
GAS_CC,Northwest,2030,0,0,0,0,0,0,0,0,0
GAS_CC,North,2030,0,0,0,0,0,0,0,0,0
GAS_CC,Northeast,2030,0,0,0,0,0,0,0,0,0
GAS_CC,BajaCalif,2030,0,0,0,0,0,0,0,0,0
GAS_CC,BajaCalifSouth,2030,0,0,0,0,0,0,0,0,0
GAS_CC,Peninsular,2030,0,0,0,0,0,0,0,0,0
GAS_CC,Central,2035,0,0,0,0,0,0,0,0,0
GAS_CC,Eastern,2035,0,0,0,0,0,0,0,0,0
GAS_CC,Western,2035,0,0,0,0,0,0,0,0,0
GAS_CC,Northwest,2035,0,0,0,0,0,0,0,0,0
GAS_CC,North,2035,0,0,0,0,0,0,0,0,0
GAS_CC,Northeast,2035,0,0,0,0,0,0,0,0,0
GAS_CC,BajaCalif,2035,0,0,0,0,0,0,0,0,0
GAS_CC,BajaCalifSouth,2035,0,0,0,0,0,0,0,0,0
GAS_CC,Peninsular,2035,0,0,0,0,0,0,0,0,0
GAS_CC,Central,2040,0,0,0,0,0,0,0,0,0
GAS_CC,Eastern,2040,0,0,0,0,0,0,0,0,0
GAS_CC,Western,2040,0,0,0,0,0,0,0,0,0
GAS_CC,Northwest,2040,0,0,0,0,0,0,0,0,0
GAS_CC,North,2040,0,0,0,0,0,0,0,0,0
GAS_CC,Northeast,2040,0,0,0,0,0,0,0,0,0
GAS_CC,BajaCalif,2040,0,0,0,0,0,0,0,0,0
GAS_CC,BajaCalifSouth,2040,0,0,0,0,0,0,0,0,0
GAS_CC,Peninsular,2040,0,0,0,0,0,0,0,0,0
GAS_CC,Central,2045,0,0,0,0,0,0,0,0,0
GAS_CC,Eastern,2045,0,0,0,0,0,0,0,0,0
GAS_CC,Western,2045,0,0,0,0,0,0,0,0,0
GAS_CC,Northwest,2045,0,0,0,0,0,0,0,0,0
GAS_CC,North,2045,0,0,0,0,0,0,0,0,0
GAS_CC,Northeast,2045,0,0,0,0,0,0,0,0,0
GAS_CC,BajaCalif,2045,0,0,0,0,0,0,0,0,0
GAS_CC,BajaCalifSouth,2045,0,0,0,0,0,0,0,0,0
GAS_CC,Peninsular,2045,0,0,0,0,0,0,0,0,0
GAS_CC,Central,2050,0,0,0,0,0,0,0,0,0
GAS_CC,Eastern,2050,0,0,0,0,0,0,0,0,0
GAS_CC,Western,2050,0,0,0,0,0,0,0,0,0
GAS_CC,Northwest,2050,0,0,0,0,0,0,0,0,0
GAS_CC,North,2050,0,0,0,0,0,0,0,0,0
GAS_CC,Northeast,2050,0,0,0,0,0,0,0,0,0
GAS_CC,BajaCalif,2050,0,0,0,0,0,0,0,0,0
GAS_CC,BajaCalifSouth,2050,0,0,0,0,0,0,0,0,0
GAS_CC,Peninsular,2050,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Central,2020,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Eastern,2020,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Western,2020,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Northwest,2020,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,North,2020,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Northeast,2020,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,BajaCalif,2020,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,BajaCalifSouth,2020,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Peninsular,2020,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Central,2025,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Eastern,2025,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Western,2025,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Northwest,2025,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,North,2025,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Northeast,2025,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,BajaCalif,2025,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,BajaCalifSouth,2025,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Peninsular,2025,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Central,2030,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Eastern,2030,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Western,2030,0,0,0,0,0,0,0,0,0
GAS_CC_CCS,Northwest,2030,0,0,0,0,0,0,0,0,0
