year,dst_region,asset,region,technology,installed,capacity
2050,Central,10,BajaCalifSouth,OC_GAS,2025,709.24460000000
2050,Central,23,Central,CC_GAS,2020,35.74230000000
2050,Central,25,Central,CC_GAS,2030,41.69060000000
2050,Central,26,Central,CC_GAS,2035,42.10750000000
2050,Central,28,Central,HYD_LS,2020,0.43520000000
2050,Central,30,Eastern,CC_GAS,2030,1000.00000000000
2050,Central,31,Eastern,CC_GAS,2035,1000.00000000000
2050,Central,84,Western,CC_GAS,2025,1000.00000000000
2050,Central,86,Western,CC_GAS,2035,1000.00000000000
2050,Eastern,7,BajaCalif,ON_WIND,2025,1497.96000000000
2050,Eastern,8,BajaCalif,ON_WIND,2030,1497.96000000000
2050,Eastern,9,BajaCalif,ON_WIND,2035,1497.96000000000
2050,Eastern,19,BajaCalifSouth,ON_WIND,2025,742.92200000000
2050,Eastern,20,BajaCalifSouth,ON_WIND,2040,190.47740000000
2050,Eastern,21,BajaCalifSouth,ON_WIND,2045,384.70670000000
2050,Eastern,24,Central,CC_GAS,2025,885.01370000000
2050,Eastern,25,Central,CC_GAS,2030,134.59560000000
2050,Eastern,32,Eastern,C_H2,2030,1000.00000000000
2050,Eastern,33,Eastern,C_H2,2040,1000.00000000000
2050,Eastern,34,Eastern,C_H2,2045,1000.00000000000
2050,Eastern,36,Eastern,HYD_LS,2020,17.37700000000
2050,Eastern,37,Eastern,NUCL,2020,103.05960000000
2050,Eastern,43,Eastern,PV_GND,2040,789.46800000000
2050,Eastern,98,Western,HYD_SS,2040,37.21250000000
2050,Eastern,99,Western,HYD_SS,2045,37.21250000000
2050,Western,24,Central,CC_GAS,2025,984.83910000000
2050,Western,29,Eastern,CC_GAS,2025,1000.00000000000
2050,Western,83,Western,CC_GAS,2020,55.15650000000
2050,Western,89,Western,C_H2,2030,1000.00000000000
2050,Western,90,Western,C_H2,2035,1000.00000000000
2050,Western,91,Western,C_H2,2040,1000.00000000000
2050,Western,93,Western,HYD_LS,2020,101.57300000000
2050,Western,94,Western,HYD_LS,2030,1000.00000000000
2050,Northwest,67,Northwest,CC_GAS,2020,5.48730000000
2050,Northwest,70,Northwest,C_H2,2045,176.60160000000
2050,North,1,BajaCalif,OC_GAS,2025,199.31610000000
2050,North,2,BajaCalif,OC_GAS,2030,11.63000000000
2050,North,3,BajaCalif,OC_GAS,2035,382.27110000000
2050,North,4,BajaCalif,OC_GAS,2040,579.25680000000
2050,North,5,BajaCalif,OC_GAS,2045,804.08870000000
2050,North,11,BajaCalifSouth,OC_GAS,2030,1000.00000000000
2050,North,12,BajaCalifSouth,OC_GAS,2040,1000.00000000000
2050,North,45,North,CC_GAS,2020,61.17290000000
2050,North,46,North,CSP,2030,920.85120000000
2050,North,47,North,C_H2,2025,1000.00000000000
2050,North,48,North,C_H2,2035,1000.00000000000
2050,North,49,North,C_H2,2040,1000.00000000000
2050,North,51,North,FC_H2,2020,584.92040000000
2050,North,52,North,FC_H2,2025,552.98570000000
2050,North,53,North,HYD_LS,2020,1.24440000000
2050,North,55,North,HYD_SS,2025,706.40640000000
2050,North,56,North,HYD_SS,2030,706.40640000000
2050,North,57,North,HYD_SS,2045,706.40640000000
2050,North,60,Northeast,HYD_SS,2025,556.90430000000
2050,North,61,Northeast,HYD_SS,2030,217.50630000000
2050,North,62,Northeast,HYD_SS,2035,101.42920000000
2050,North,63,Northeast,HYD_SS,2040,706.40640000000
2050,North,64,Northeast,HYD_SS,2045,706.40640000000
2050,North,68,Northwest,CSP,2025,920.85120000000
2050,North,69,Northwest,CSP,2030,60.35770000000
2050,North,73,Northwest,HYD_SS,2025,556.95790000000
2050,North,74,Northwest,HYD_SS,2030,706.40640000000
2050,North,75,Northwest,HYD_SS,2035,706.40640000000
2050,North,76,Northwest,HYD_SS,2045,706.40640000000
2050,North,84,Western,CC_GAS,2025,1000.00000000000
2050,North,85,Western,CC_GAS,2030,1000.00000000000
2050,North,88,Western,CSP,2025,21.59400000000
2050,North,96,Western,HYD_SS,2025,706.40640000000
2050,North,97,Western,HYD_SS,2035,706.40640000000
2050,North,99,Western,HYD_SS,2045,706.40640000000
2050,BajaCalifSouth,12,BajaCalifSouth,OC_GAS,2040,1000.00000000000
2050,BajaCalifSouth,13,BajaCalifSouth,OC_GAS,2045,1000.00000000000
2050,BajaCalifSouth,15,BajaCalifSouth,OFF_WIND,2035,1000.00000000000
2050,BajaCalifSouth,16,BajaCalifSouth,OFF_WIND,2040,1000.00000000000
2050,BajaCalifSouth,17,BajaCalifSouth,OFF_WIND,2045,1000.00000000000
2050,Peninsular,38,Eastern,ON_WIND,2025,1000.00000000000
2050,Peninsular,39,Eastern,ON_WIND,2030,1000.00000000000
2050,Peninsular,40,Eastern,ON_WIND,2045,1000.00000000000
2050,Peninsular,78,Peninsular,ON_WIND,2025,877.12820000000
2050,Peninsular,79,Peninsular,ON_WIND,2045,196.84140000000
2050,Peninsular,81,Peninsular,PV_GND,2025,972.88900000000
2050,Peninsular,82,Peninsular,PV_GND,2030,614.26210000000
2054,Central,10,BajaCalifSouth,OC_GAS,2025,709.24460000000
2054,Central,23,Central,CC_GAS,2020,14.08670000000
2054,Central,25,Central,CC_GAS,2030,41.69060000000
2054,Central,26,Central,CC_GAS,2035,42.10750000000
2054,Central,28,Central,HYD_LS,2020,0.17150000000
2054,Central,30,Eastern,CC_GAS,2030,1000.00000000000
2054,Central,31,Eastern,CC_GAS,2035,1000.00000000000
2054,Central,84,Western,CC_GAS,2025,1000.00000000000
2054,Central,86,Western,CC_GAS,2035,1000.00000000000
2054,Eastern,7,BajaCalif,ON_WIND,2025,1497.96000000000
2054,Eastern,8,BajaCalif,ON_WIND,2030,1497.96000000000
2054,Eastern,9,BajaCalif,ON_WIND,2035,1497.96000000000
2054,Eastern,19,BajaCalifSouth,ON_WIND,2025,742.92200000000
2054,Eastern,20,BajaCalifSouth,ON_WIND,2040,190.47740000000
2054,Eastern,21,BajaCalifSouth,ON_WIND,2045,384.70670000000
2054,Eastern,24,Central,CC_GAS,2025,885.01370000000
2054,Eastern,25,Central,CC_GAS,2030,134.59560000000
2054,Eastern,32,Eastern,C_H2,2030,1000.00000000000
2054,Eastern,33,Eastern,C_H2,2040,1000.00000000000
2054,Eastern,34,Eastern,C_H2,2045,1000.00000000000
2054,Eastern,43,Eastern,PV_GND,2040,789.46800000000
2054,Eastern,98,Western,HYD_SS,2040,37.21250000000
2054,Eastern,99,Western,HYD_SS,2045,37.21250000000
2054,Western,24,Central,CC_GAS,2025,984.83910000000
2054,Western,29,Eastern,CC_GAS,2025,1000.00000000000
2054,Western,89,Western,C_H2,2030,1000.00000000000
2054,Western,90,Western,C_H2,2035,1000.00000000000
2054,Western,91,Western,C_H2,2040,1000.00000000000
2054,Western,94,Western,HYD_LS,2030,1000.00000000000
2054,Northwest,67,Northwest,CC_GAS,2020,2.96960000000
2054,Northwest,70,Northwest,C_H2,2045,176.60160000000
2054,North,1,BajaCalif,OC_GAS,2025,199.31610000000
2054,North,2,BajaCalif,OC_GAS,2030,11.63000000000
2054,North,3,BajaCalif,OC_GAS,2035,382.27110000000
2054,North,4,BajaCalif,OC_GAS,2040,579.25680000000
2054,North,5,BajaCalif,OC_GAS,2045,804.08870000000
2054,North,11,BajaCalifSouth,OC_GAS,2030,1000.00000000000
2054,North,12,BajaCalifSouth,OC_GAS,2040,1000.00000000000
2054,North,45,North,CC_GAS,2020,43.69490000000
2054,North,46,North,CSP,2030,920.85120000000
2054,North,47,North,C_H2,2025,1000.00000000000
2054,North,48,North,C_H2,2035,1000.00000000000
2054,North,49,North,C_H2,2040,1000.00000000000
2054,North,51,North,FC_H2,2020,584.92040000000
2054,North,52,North,FC_H2,2025,552.98570000000
2054,North,53,North,HYD_LS,2020,0.88890000000
2054,North,55,North,HYD_SS,2025,706.40640000000
2054,North,56,North,HYD_SS,2030,706.40640000000
2054,North,57,North,HYD_SS,2045,706.40640000000
2054,North,60,Northeast,HYD_SS,2025,556.90430000000
2054,North,61,Northeast,HYD_SS,2030,217.50630000000
