ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
BIO,BajaCalif,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
ON_WIND,BajaCalif,PJ/y,6.181056,6.181056,6.181056,6.181056,6.181056,6.181056,6.181056
OFF_WIND,BajaCalif,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
GEOTH,BajaCalif,PJ/y,18.1284696,18.1284696,18.1284696,18.1284696,18.1284696,18.1284696,18.1284696
PV_GND,BajaCalif,PJ/y,0.03279744,1.43993376,1.43993376,1.43993376,1.43993376,1.43993376,1.43993376
HYD_LS,BajaCalif,PJ/y,0,0,0,0,0,0,0
HYD_SS,BajaCalif,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CC_OIL,BajaCalif,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
FB,BajaCalif,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
COAL,BajaCalif,PJ/y,0,0,0,0,0,0,0
NUCL,BajaCalif,PJ/y,0,0,0,0,0,0,0
BIO_CCS,BajaCalif,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
COAL_CCS,BajaCalif,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
GAS_CC_CCS,BajaCalif,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
FC_H2,BajaCalif,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
C_H2,BajaCalif,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
PV_SSG,BajaCalif,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CSP,BajaCalif,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CC_GAS,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
OC_GAS,BajaCalifSouth,PJ/y,1.450656,1.450656,1.450656,1.450656,1.450656,1.450656,1.450656
OC_OIL,BajaCalifSouth,PJ/y,30.32091792,30.32091792,30.32091792,30.32091792,30.32091792,30.32091792,30.32091792
BIO,BajaCalifSouth,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
ON_WIND,BajaCalifSouth,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
OFF_WIND,BajaCalifSouth,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
GEOTH,BajaCalifSouth,PJ/y,0.31536,0.31536,0.31536,0.31536,0.31536,0.31536,0.31536
PV_GND,BajaCalifSouth,PJ/y,1.76506992,1.76506992,1.76506992,1.76506992,1.76506992,1.76506992,1.76506992
HYD_LS,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
HYD_SS,BajaCalifSouth,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CC_OIL,BajaCalifSouth,PJ/y,18.30633264,18.30633264,18.30633264,18.30633264,18.30633264,18.30633264,18.30633264
FB,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
COAL,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
NUCL,BajaCalifSouth,PJ/y,0,0,0,0,0,0,0
BIO_CCS,BajaCalifSouth,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
COAL_CCS,BajaCalifSouth,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
GAS_CC_CCS,BajaCalifSouth,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
FC_H2,BajaCalifSouth,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
C_H2,BajaCalifSouth,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
PV_SSG,BajaCalifSouth,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CSP,BajaCalifSouth,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CC_GAS,Central,PJ/y,79.17491232,105.9805123,105.9805123,105.9805123,105.9805123,105.9805123,105.9805123
OC_GAS,Central,PJ/y,92.42066304,92.59884144,92.59884144,92.59884144,92.59884144,92.59884144,92.59884144
OC_OIL,Central,PJ/y,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536,3.1536
BIO,Central,PJ/y,1.1762928,1.1762928,1.1762928,1.1762928,1.1762928,1.1762928,1.1762928
ON_WIND,Central,PJ/y,0.20845296,0.20845296,0.20845296,0.20845296,0.20845296,0.20845296,0.20845296
OFF_WIND,Central,PJ/y,0,0,0,0,0,0,0
GEOTH,Central,PJ/y,0,0,0,0,0,0,0
PV_GND,Central,PJ/y,0.67297824,4.38791904,4.38791904,4.38791904,4.38791904,4.38791904,4.38791904
HYD_LS,Central,PJ/y,11.55573648,11.62511568,11.62511568,11.62511568,11.62511568,11.62511568,11.62511568
HYD_SS,Central,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CC_OIL,Central,PJ/y,0,0,0,0,0,0,0
FB,Central,PJ/y,0,0,0,0,0,0,0
COAL,Central,PJ/y,0,0,0,0,0,0,0
NUCL,Central,PJ/y,0,0,0,0,0,0,0
BIO_CCS,Central,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
COAL_CCS,Central,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
GAS_CC_CCS,Central,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
FC_H2,Central,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
C_H2,Central,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
PV_SSG,Central,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CSP,Central,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CC_GAS,North,PJ/y,149.4626645,149.4626645,149.4626645,149.4626645,149.4626645,149.4626645,149.4626645
OC_GAS,North,PJ/y,7.50809088,7.50809088,7.50809088,7.50809088,7.50809088,7.50809088,7.50809088
OC_OIL,North,PJ/y,23.391828,23.391828,23.391828,23.391828,23.391828,23.391828,23.391828
BIO,North,PJ/y,0.3579336,0.3579336,0.3579336,0.3579336,0.3579336,0.3579336,0.3579336
ON_WIND,North,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
OFF_WIND,North,PJ/y,0,0,0,0,0,0,0
GEOTH,North,PJ/y,0,0,0,0,0,0,0
PV_GND,North,PJ/y,23.71065696,29.16638496,29.16638496,29.16638496,29.16638496,29.16638496,29.16638496
HYD_LS,North,PJ/y,1.50521328,1.50521328,1.50521328,1.50521328,1.50521328,1.50521328,1.50521328
HYD_SS,North,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CC_OIL,North,PJ/y,0,0,0,0,0,0,0
FB,North,PJ/y,0,0,0,0,0,0,0
COAL,North,PJ/y,2.04984,2.04984,2.04984,2.04984,2.04984,2.04984,2.04984
NUCL,North,PJ/y,0,0,0,0,0,0,0
BIO_CCS,North,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
COAL_CCS,North,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
GAS_CC_CCS,North,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
FC_H2,North,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
C_H2,North,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
PV_SSG,North,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CSP,North,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CC_GAS,Northeast,PJ/y,394.4718403,394.4718403,394.4718403,394.4718403,394.4718403,394.4718403,394.4718403
OC_GAS,Northeast,PJ/y,67.21551504,67.21551504,67.21551504,67.21551504,67.21551504,67.21551504,67.21551504
OC_OIL,Northeast,PJ/y,3.9435768,3.9435768,3.9435768,3.9435768,3.9435768,3.9435768,3.9435768
BIO,Northeast,PJ/y,2.35384704,2.66920704,2.66920704,2.66920704,2.66920704,2.66920704,2.66920704
ON_WIND,Northeast,PJ/y,75.9765312,84.4597152,84.4597152,84.4597152,84.4597152,84.4597152,84.4597152
OFF_WIND,Northeast,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
GEOTH,Northeast,PJ/y,0,0,0,0,0,0,0
PV_GND,Northeast,PJ/y,26.54511264,27.48866976,27.48866976,27.48866976,27.48866976,27.48866976,27.48866976
HYD_LS,Northeast,PJ/y,3.07476,3.07476,3.07476,3.07476,3.07476,3.07476,3.07476
HYD_SS,Northeast,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CC_OIL,Northeast,PJ/y,0,0,0,0,0,0,0
FB,Northeast,PJ/y,0,0,0,0,0,0,0
COAL,Northeast,PJ/y,85.77792,85.77792,85.77792,85.77792,85.77792,85.77792,85.77792
NUCL,Northeast,PJ/y,0,0,0,0,0,0,0
BIO_CCS,Northeast,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
COAL_CCS,Northeast,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
GAS_CC_CCS,Northeast,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
FC_H2,Northeast,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
C_H2,Northeast,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
PV_SSG,Northeast,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CSP,Northeast,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CC_GAS,Northwest,PJ/y,144.9621619,144.9621619,144.9621619,144.9621619,144.9621619,144.9621619,144.9621619
OC_GAS,Northwest,PJ/y,49.448448,49.448448,49.448448,49.448448,49.448448,49.448448,49.448448
OC_OIL,Northwest,PJ/y,20.2334976,20.2334976,20.2334976,20.2334976,20.2334976,20.2334976,20.2334976
BIO,Northwest,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
ON_WIND,Northwest,PJ/y,0.063072,0.063072,0.063072,0.063072,0.063072,0.063072,0.063072
OFF_WIND,Northwest,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
GEOTH,Northwest,PJ/y,0,0,0,0,0,0,0
PV_GND,Northwest,PJ/y,37.70570304,38.80946304,38.80946304,38.80946304,38.80946304,38.80946304,38.80946304
HYD_LS,Northwest,PJ/y,29.6816832,29.6816832,29.6816832,29.6816832,29.6816832,29.6816832,29.6816832
HYD_SS,Northwest,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CC_OIL,Northwest,PJ/y,0.3027456,0.3027456,0.3027456,0.3027456,0.3027456,0.3027456,0.3027456
FB,Northwest,PJ/y,0,0,0,0,0,0,0
COAL,Northwest,PJ/y,0,0,0,0,0,0,0
NUCL,Northwest,PJ/y,0,0,0,0,0,0,0
BIO_CCS,Northwest,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
COAL_CCS,Northwest,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
GAS_CC_CCS,Northwest,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
FC_H2,Northwest,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
C_H2,Northwest,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
PV_SSG,Northwest,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CSP,Northwest,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CC_GAS,Peninsular,PJ/y,66.38107248,66.38107248,66.38107248,66.38107248,66.38107248,66.38107248,66.38107248
OC_GAS,Peninsular,PJ/y,1.83003408,1.83003408,1.83003408,1.83003408,1.83003408,1.83003408,1.83003408
OC_OIL,Peninsular,PJ/y,40.92142896,40.92142896,40.92142896,40.92142896,40.92142896,40.92142896,40.92142896
BIO,Peninsular,PJ/y,2.6143344,2.6143344,2.6143344,2.6143344,2.6143344,2.6143344,2.6143344
ON_WIND,Peninsular,PJ/y,7.8177744,7.8177744,7.8177744,7.8177744,7.8177744,7.8177744,7.8177744
OFF_WIND,Peninsular,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
GEOTH,Peninsular,PJ/y,0,0,0,0,0,0,0
PV_GND,Peninsular,PJ/y,1.70988192,11.17068192,11.17068192,11.17068192,11.17068192,11.17068192,11.17068192
HYD_LS,Peninsular,PJ/y,0,0,0,0,0,0,0
HYD_SS,Peninsular,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CC_OIL,Peninsular,PJ/y,12.08491056,12.08491056,12.08491056,12.08491056,12.08491056,12.08491056,12.08491056
FB,Peninsular,PJ/y,0,0,0,0,0,0,0
COAL,Peninsular,PJ/y,0,0,0,0,0,0,0
NUCL,Peninsular,PJ/y,0,0,0,0,0,0,0
BIO_CCS,Peninsular,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
COAL_CCS,Peninsular,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
GAS_CC_CCS,Peninsular,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
FC_H2,Peninsular,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
C_H2,Peninsular,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
PV_SSG,Peninsular,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CSP,Peninsular,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CC_GAS,Western,PJ/y,186.8183179,203.5954699,203.5954699,203.5954699,203.5954699,203.5954699,203.5954699
OC_GAS,Western,PJ/y,90.53922528,90.53922528,90.53922528,90.53922528,90.53922528,90.53922528,90.53922528
OC_OIL,Western,PJ/y,8.09876016,8.09876016,8.09876016,8.09876016,8.09876016,8.09876016,8.09876016
BIO,Western,PJ/y,5.73135264,6.36207264,6.36207264,6.36207264,6.36207264,6.36207264,6.36207264
ON_WIND,Western,PJ/y,20.92665888,20.92665888,20.92665888,20.92665888,20.92665888,20.92665888,20.92665888
OFF_WIND,Western,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
GEOTH,Western,PJ/y,9.59829696,9.59829696,9.59829696,9.59829696,9.59829696,9.59829696,9.59829696
PV_GND,Western,PJ/y,71.50882608,72.45490608,72.45490608,72.45490608,72.45490608,72.45490608,72.45490608
HYD_LS,Western,PJ/y,148.877987,148.877987,148.877987,148.877987,148.877987,148.877987,148.877987
HYD_SS,Western,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CC_OIL,Western,PJ/y,22.2770304,22.2770304,22.2770304,22.2770304,22.2770304,22.2770304,22.2770304
FB,Western,PJ/y,18.29088,18.29088,18.29088,18.29088,18.29088,18.29088,18.29088
COAL,Western,PJ/y,0,0,0,0,0,0,0
NUCL,Western,PJ/y,0,0,0,0,0,0,0
BIO_CCS,Western,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
COAL_CCS,Western,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
GAS_CC_CCS,Western,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
FC_H2,Western,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
C_H2,Western,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
PV_SSG,Western,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
CSP,Western,PJ/y,0,0,0.1,0.1,0.1,0.1,0.1
